dataset,seed,task,group,phase,n,real_norm_null,real_norm_median,real_norm_min,real_norm_max,weighted_FD_norm_null,weighted_FD_norm_median,weighted_FD_norm_min,weighted_FD_norm_max,weighted_ratio_null,weighted_ratio_median,weighted_ratio_min,weighted_ratio_max,cosine_null,cosine_median,cosine_min,cosine_max,total_norm_null,total_norm_median,total_norm_min,total_norm_max,total_real_cosine_null,total_real_cosine_median,total_real_cosine_min,total_real_cosine_max,FD_dominant_count,opposed_count,total_against_real_count,real_zero_count,FD_zero_count
HK,1995,7,few,epoch1,1,0,4.661703999577803,4.661703999577803,4.661703999577803,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,4.661703999577803,4.661703999577803,4.661703999577803,0,1.0,1.0,1.0,0,0,0,0,1
HK,1995,7,main,epoch2to10,9,0,0.027679582939034567,0.00044090134460615286,2.1848073748604873,0,0.30370540273373775,0.17211926785816567,0.671897507363506,0,22.077042582213018,0.18614822328611041,471.4184325348665,0,-0.03281379678552493,-0.44323474239407185,0.18672191421988674,0,0.305347698925283,0.17174839684120985,2.0374268174405246,0,0.17824220498262644,-0.07484428934952268,0.9838609512451314,8,5,2,0,0
HK,1995,7,few,epoch2to10,9,0,0.07882097335846056,0.01886846754255733,3.8829472591896277,0,0.21199971934442036,0.16047293964141457,0.38098570918299046,0,4.546419822149306,0.04900316481101154,8.837537794265913,0,-0.046800911088788255,-0.25765182488246385,0.10306928607518408,0,0.28403769034142984,0.16144854417990998,3.8509328713192663,0,0.11921853328242196,-0.03898613062387562,0.9988236348686803,8,7,1,0,0
HK,1995,8,main,epoch1,1,0,2.7109058092927265,2.7109058092927265,2.7109058092927265,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,2.7109058092927265,2.7109058092927265,2.7109058092927265,0,1.0,1.0,1.0,0,0,0,0,1
HK,1995,8,few,epoch1,1,0,6.036329052297994,6.036329052297994,6.036329052297994,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,6.036329052297994,6.036329052297994,6.036329052297994,0,1.0,1.0,1.0,0,0,0,0,1
HK,1995,8,main,epoch2to10,9,0,3.126848883347371e-06,3.159246345440652e-10,0.004075448987301192,0,0.08815262798672432,0.05226510726970869,0.2317599340354407,0,27616.089952510134,56.86733774796056,310660699.32418555,0,0.06629785106872779,-0.05693532025419764,0.2653449438188877,0,0.08815769038740558,0.05226511969914688,0.2319660207740201,0,0.06885247344762314,-0.05693531704568632,0.2655460386443141,9,1,1,0,0
HK,1995,8,few,epoch2to10,9,0,0.00042887961643162386,1.46940725754664e-06,0.10035115496320167,0,0.09977393888032282,0.06723691039078614,0.5241735954793687,0,164.78450411293394,4.150098892830653,96921.51772133246,0,-0.21454803595755345,-0.2805681109463832,0.05975846567724606,0,0.09927639808609465,0.06725544100516219,0.5241495043859452,0,-0.13168641223823682,-0.2791364437386522,0.061752414507115584,9,7,5,0,0
HK,1995,9,main,epoch1,1,0,2.9787220362478277,2.9787220362478277,2.9787220362478277,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,2.9787220362478277,2.9787220362478277,2.9787220362478277,0,1.0,1.0,1.0,0,0,0,0,1
HK,1995,9,few,epoch1,1,0,4.783389116215945,4.783389116215945,4.783389116215945,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,4.783389116215945,4.783389116215945,4.783389116215945,0,1.0,1.0,1.0,0,0,0,0,1
HK,1995,9,main,epoch2to10,9,0,2.143426039444126e-13,1.4304938907892616e-17,1.4142057242117794e-07,0,0.01800834832987763,0.005732566020239605,0.2168099115959336,0,1011511046362.77,402023.2870101705,590269329283418.8,0,-0.06897721230524252,-0.29755884466266147,0.12005252266325803,0,0.018008349543061082,0.005732566020239073,0.216809911595943,0,-0.06897721223527997,-0.2975565774811938,0.12005252266421827,9,6,6,0,0
HK,1995,9,few,epoch2to10,9,0,1.0822173096878336e-07,6.525109041231695e-09,0.0005463254219954,0,0.008325948118888414,0.004220136846589673,0.3414474000926049,0,108119.51334687026,86.14012744802436,13263458.625439117,0,-0.04882200089669964,-0.2507699104986157,0.13087567145359189,0,0.008325947605838612,0.004220143314446577,0.34144753064336647,0,-0.048812773912069174,-0.250697144428771,0.13087854281878453,9,5,5,0,0
HK,1995,10,main,epoch1,1,0,4.346882791556954,4.346882791556954,4.346882791556954,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,4.346882791556954,4.346882791556954,4.346882791556954,0,1.0,1.0,1.0,0,0,0,0,1
HK,1995,10,few,epoch1,1,0,6.97895943349524,6.97895943349524,6.97895943349524,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,6.97895943349524,6.97895943349524,6.97895943349524,0,1.0,1.0,1.0,0,0,0,0,1
HK,1995,10,main,epoch2to10,9,0,1.1308392812896265e-06,1.8907858624749776e-07,0.0005699419201548869,0,0.02364403541339817,0.007196401785943817,0.3858245190891629,0,12457.342909495403,145.95346163144015,65699.2755938943,0,-0.12504008965270416,-0.2665660183189996,0.17911010297750335,0,0.023643966223229736,0.007196293275414874,0.385826641713568,0,-0.1250207023452318,-0.2664337047054968,0.17913983078595302,9,8,8,0,0
HK,1995,10,few,epoch2to10,9,0,0.00015069983778951012,3.7316017127309716e-05,0.009933889576289955,0,0.03346215854120678,0.010630215723652709,0.41517814729221036,0,150.34620113861504,25.518305788567705,896.7237427039744,0,-0.0745283258185821,-0.21814673296045337,0.0044710156729213,0,0.033454843472621024,0.01062324342425636,0.4153050823068582,0,-0.059093798299979995,-0.2158913094836105,0.024735774055815733,9,7,7,0,0
HK,1995,11,main,epoch1,1,0,4.0220596587258175,4.0220596587258175,4.0220596587258175,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,4.0220596587258175,4.0220596587258175,4.0220596587258175,0,1.0,1.0,1.0,0,0,0,0,1
HK,1995,11,few,epoch1,1,0,7.573144881043303,7.573144881043303,7.573144881043303,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,7.573144881043303,7.573144881043303,7.573144881043303,0,1.0,1.0,1.0,0,0,0,0,1
HK,1995,11,main,epoch2to10,9,0,5.359047649810615e-08,4.698604486598162e-11,0.010152099846440716,0,0.006156903733404556,0.0026867561881579833,0.17668205326002834,0,1457138.4669238536,17.403498382846614,110994869.65306209,0,0.039008811967516356,-0.43268320853647413,0.15828315598713744,0,0.0061568791300082625,0.002686753665335137,0.17857053542238693,0,0.03940985264573424,-0.4326826507407522,0.2134612675745316,9,4,4,0,0
HK,1995,11,few,epoch2to10,9,0,7.323471073077725e-05,8.223071221913691e-07,0.025298143022267933,0,0.004340195961541467,0.0031104702750229824,0.31830059162509805,0,55.23938844797426,7.758358625199238,4788.658660492642,0,-0.1611328047783648,-0.32714200934501314,0.16391786089255408,0,0.004333014986625747,0.003111253336686436,0.3152146040371147,0,-0.08245342612944666,-0.3074871174999817,0.16540511498874316,9,6,6,0,0
ISIC,1993,4,main,epoch1,1,0,2.6023413332009095,2.6023413332009095,2.6023413332009095,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,2.6023413332009095,2.6023413332009095,2.6023413332009095,0,1.0,1.0,1.0,0,0,0,0,1
ISIC,1993,4,few,epoch1,1,0,4.104921031848274,4.104921031848274,4.104921031848274,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,4.104921031848274,4.104921031848274,4.104921031848274,0,1.0,1.0,1.0,0,0,0,0,1
ISIC,1993,4,main,epoch2to10,9,0,0.08270057995298269,0.025754403736744435,0.18449673928938862,0,0.03571538551195309,0.01297269850827191,0.11760467657731438,0,0.5037079732412304,0.18099055872164568,1.6733913071348812,0,-0.0565057325665889,-0.47001042529604936,0.17927250289438246,0,0.09745705006353415,0.028788433331441265,0.19968780915094617,0,0.8991580650363213,0.2975615228838095,0.9835244937462863,2,6,0,0,0
ISIC,1993,4,few,epoch2to10,9,0,0.2343741418043517,0.10527839201270836,0.7127903933910059,0,0.03600251214710653,0.024257083022713136,0.0683003370857484,0,0.2131853658052961,0.044206243635133834,0.3043078083959483,0,-0.08277325655218107,-0.19691083834741757,0.14306775094089885,0,0.2444170804081531,0.1060621612110191,0.7103297244705292,0,0.9796760490073656,0.9576820941688059,0.999025498589848,0,5,0,0,0
ISIC,1994,4,main,epoch1,1,0,1.8414370710577486,1.8414370710577486,1.8414370710577486,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,1.8414370710577486,1.8414370710577486,1.8414370710577486,0,1.0,1.0,1.0,0,0,0,0,1
ISIC,1994,4,few,epoch1,1,0,2.3192255498112946,2.3192255498112946,2.3192255498112946,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,2.3192255498112946,2.3192255498112946,2.3192255498112946,0,1.0,1.0,1.0,0,0,0,0,1
ISIC,1994,4,main,epoch2to10,9,0,0.0007389814490574866,2.344806053782788e-07,0.050695498546005385,0,0.004934592614887115,0.002117509868379427,0.03654671975747383,0,4.1808519342748856,0.6816996197685556,23060.200956801003,0,0.011001981778317073,-0.3179921579553165,0.2502270449604843,0,0.005407134863581471,0.002154695729328484,0.06531025006813179,0,0.2427208070039457,-0.14931701149035484,0.8305506556260328,7,4,3,0,0
ISIC,1994,4,few,epoch2to10,9,0,0.0024624760759765023,7.546086634977584e-05,0.0801739831074323,0,0.004206358627973462,0.0026352509523921794,0.01818328657189346,0,1.3885800545598426,0.18030334215276272,50.54833714968716,0,-0.09660724327215342,-0.2402859404170695,0.24672991541331293,0,0.006192925190089847,0.0035038282127777586,0.08573934008629033,0,0.46675912040740275,-0.07695633092967796,0.9836739120778019,7,5,1,0,0
ISIC,1995,4,main,epoch1,1,0,1.5592906683279963,1.5592906683279963,1.5592906683279963,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,1.5592906683279963,1.5592906683279963,1.5592906683279963,0,1.0,1.0,1.0,0,0,0,0,1
ISIC,1995,4,few,epoch1,1,0,4.509582410863797,4.509582410863797,4.509582410863797,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,,,,0,4.509582410863797,4.509582410863797,4.509582410863797,0,1.0,1.0,1.0,0,0,0,0,1
ISIC,1995,4,main,epoch2to10,9,0,4.476894795512666e-05,4.1550378277443835e-08,0.006341529908333578,0,0.011313841063417169,0.0018363379306304555,0.06866059614901668,0,251.33900922871192,2.4275151080091972,1652466.2107899503,0,0.05627509360991983,-0.26305195714088114,0.4454590217173995,0,0.011308622980946875,0.0018463354488445346,0.06866061465801761,0,0.11015669105961287,-0.2614137364935545,0.4454595067899115,9,2,2,0,0
ISIC,1995,4,few,epoch2to10,9,0,0.0007480618297365766,0.00010466166068677496,0.01992190988058768,0,0.00975340920079789,0.006282102047064803,0.08010514858327093,0,9.44726502888665,0.9717674721142179,765.3724205944404,0,-0.052613386120576075,-0.23585970411672302,0.3998095227556427,0,0.010348582739539395,0.006231358427050864,0.08009971016732406,0,0.1936476543514737,-0.22188069416002534,0.6339326257380131,8,5,4,0,0
