method,mix_seed,order_seed,original_label,first_session,first_recall,final_recall,final_minus_first_pp,signed_forgetting_first_minus_final_pp,no_later_interval
B0,0,1994,7,0,54.166666666666664,50.0,-4.166666666666664,4.166666666666664,False
B0,0,1995,0,0,79.54545454545455,75.0,-4.545454545454547,4.545454545454547,False
B0,0,1995,1,0,67.56756756756756,51.35135135135135,-16.216216216216218,16.216216216216218,False
B0,0,1995,2,2,43.47826086956522,43.47826086956522,,,True
B0,0,1995,3,0,80.0,32.5,-47.5,47.5,False
B0,0,1995,4,1,58.536585365853654,56.09756097560976,-2.439024390243894,2.439024390243894,False
B0,0,1995,5,1,48.64864864864865,43.24324324324324,-5.405405405405411,5.405405405405411,False
B0,0,1995,6,0,96.15384615384616,92.3076923076923,-3.846153846153854,3.846153846153854,False
B0,0,1995,7,2,50.0,50.0,,,True
B1,0,1993,0,0,90.9090909090909,75.0,-15.909090909090907,15.909090909090907,False
B1,0,1993,1,2,51.35135135135135,51.35135135135135,,,True
B1,0,1993,2,2,43.47826086956522,43.47826086956522,,,True
B1,0,1993,3,0,52.5,32.5,-20.0,20.0,False
B1,0,1993,4,0,78.04878048780488,56.09756097560976,-21.951219512195117,21.951219512195117,False
B1,0,1993,5,1,48.64864864864865,43.24324324324324,-5.405405405405411,5.405405405405411,False
B1,0,1993,6,1,88.46153846153845,92.3076923076923,3.846153846153854,-3.846153846153854,False
B1,0,1993,7,0,50.0,50.0,0.0,0.0,False
B1,0,1994,0,1,75.0,75.0,0.0,0.0,False
B1,0,1994,1,1,48.64864864864865,51.35135135135135,2.7027027027026946,-2.7027027027026946,False
B1,0,1994,2,2,43.47826086956522,43.47826086956522,,,True
B1,0,1994,3,0,77.5,32.5,-45.0,45.0,False
B1,0,1994,4,0,51.21951219512195,56.09756097560976,4.878048780487809,-4.878048780487809,False
B1,0,1994,5,0,51.35135135135135,43.24324324324324,-8.108108108108105,8.108108108108105,False
B1,0,1994,6,2,92.3076923076923,92.3076923076923,,,True
B1,0,1994,7,0,54.166666666666664,50.0,-4.166666666666664,4.166666666666664,False
B1,0,1995,0,0,79.54545454545455,75.0,-4.545454545454547,4.545454545454547,False
B1,0,1995,1,0,67.56756756756756,51.35135135135135,-16.216216216216218,16.216216216216218,False
B1,0,1995,2,2,43.47826086956522,43.47826086956522,,,True
B1,0,1995,3,0,80.0,32.5,-47.5,47.5,False
B1,0,1995,4,1,58.536585365853654,56.09756097560976,-2.439024390243894,2.439024390243894,False
B1,0,1995,5,1,48.64864864864865,43.24324324324324,-5.405405405405411,5.405405405405411,False
B1,0,1995,6,0,96.15384615384616,92.3076923076923,-3.846153846153854,3.846153846153854,False
B1,0,1995,7,2,50.0,50.0,,,True
B2,41001,1993,0,0,90.9090909090909,75.0,-15.909090909090907,15.909090909090907,False
B2,41001,1993,1,2,54.054054054054056,54.054054054054056,,,True
B2,41001,1993,2,2,43.47826086956522,43.47826086956522,,,True
B2,41001,1993,3,0,52.5,35.0,-17.5,17.5,False
B2,41001,1993,4,0,78.04878048780488,53.65853658536586,-24.390243902439018,24.390243902439018,False
B2,41001,1993,5,1,45.94594594594595,43.24324324324324,-2.702702702702709,2.702702702702709,False
B2,41001,1993,6,1,88.46153846153845,88.46153846153845,0.0,0.0,False
B2,41001,1993,7,0,58.333333333333336,50.0,-8.333333333333336,8.333333333333336,False
B2,41001,1994,0,1,75.0,75.0,0.0,0.0,False
B2,41001,1994,1,1,51.35135135135135,54.054054054054056,2.702702702702709,-2.702702702702709,False
B2,41001,1994,2,2,43.47826086956522,43.47826086956522,,,True
B2,41001,1994,3,0,77.5,35.0,-42.5,42.5,False
B2,41001,1994,4,0,51.21951219512195,53.65853658536586,2.439024390243908,-2.439024390243908,False
B2,41001,1994,5,0,51.35135135135135,43.24324324324324,-8.108108108108105,8.108108108108105,False
B2,41001,1994,6,2,88.46153846153845,88.46153846153845,,,True
B2,41001,1994,7,0,50.0,50.0,0.0,0.0,False
B2,41001,1995,0,0,79.54545454545455,75.0,-4.545454545454547,4.545454545454547,False
B2,41001,1995,1,0,67.56756756756756,54.054054054054056,-13.513513513513509,13.513513513513509,False
B2,41001,1995,2,2,43.47826086956522,43.47826086956522,,,True
B2,41001,1995,3,0,80.0,35.0,-45.0,45.0,False
B2,41001,1995,4,1,58.536585365853654,53.65853658536586,-4.878048780487795,4.878048780487795,False
B2,41001,1995,5,1,48.64864864864865,43.24324324324324,-5.405405405405411,5.405405405405411,False
B2,41001,1995,6,0,96.15384615384616,88.46153846153845,-7.692307692307708,7.692307692307708,False
B2,41001,1995,7,2,50.0,50.0,,,True
B2,41002,1993,0,0,88.63636363636364,75.0,-13.63636363636364,13.63636363636364,False
B2,41002,1993,1,2,51.35135135135135,51.35135135135135,,,True
B2,41002,1993,2,2,39.130434782608695,39.130434782608695,,,True
B2,41002,1993,3,0,52.5,35.0,-17.5,17.5,False
B2,41002,1993,4,0,78.04878048780488,53.65853658536586,-24.390243902439018,24.390243902439018,False
B2,41002,1993,5,1,48.64864864864865,43.24324324324324,-5.405405405405411,5.405405405405411,False
B2,41002,1993,6,1,92.3076923076923,92.3076923076923,0.0,0.0,False
B2,41002,1993,7,0,50.0,50.0,0.0,0.0,False
B2,41002,1994,0,1,75.0,75.0,0.0,0.0,False
B2,41002,1994,1,1,48.64864864864865,51.35135135135135,2.7027027027026946,-2.7027027027026946,False
B2,41002,1994,2,2,39.130434782608695,39.130434782608695,,,True
B2,41002,1994,3,0,80.0,35.0,-45.0,45.0,False
B2,41002,1994,4,0,48.78048780487805,53.65853658536586,4.878048780487809,-4.878048780487809,False
B2,41002,1994,5,0,51.35135135135135,43.24324324324324,-8.108108108108105,8.108108108108105,False
B2,41002,1994,6,2,92.3076923076923,92.3076923076923,,,True
B2,41002,1994,7,0,54.166666666666664,50.0,-4.166666666666664,4.166666666666664,False
B2,41002,1995,0,0,79.54545454545455,75.0,-4.545454545454547,4.545454545454547,False
B2,41002,1995,1,0,64.86486486486487,51.35135135135135,-13.513513513513523,13.513513513513523,False
B2,41002,1995,2,2,39.130434782608695,39.130434782608695,,,True
B2,41002,1995,3,0,80.0,35.0,-45.0,45.0,False
B2,41002,1995,4,1,58.536585365853654,53.65853658536586,-4.878048780487795,4.878048780487795,False
B2,41002,1995,5,1,48.64864864864865,43.24324324324324,-5.405405405405411,5.405405405405411,False
B2,41002,1995,6,0,96.15384615384616,92.3076923076923,-3.846153846153854,3.846153846153854,False
B2,41002,1995,7,2,50.0,50.0,,,True
B2,41003,1993,0,0,86.36363636363636,75.0,-11.36363636363636,11.36363636363636,False
B2,41003,1993,1,2,51.35135135135135,51.35135135135135,,,True
B2,41003,1993,2,2,43.47826086956522,43.47826086956522,,,True
B2,41003,1993,3,0,52.5,32.5,-20.0,20.0,False
B2,41003,1993,4,0,78.04878048780488,51.21951219512195,-26.829268292682926,26.829268292682926,False
B2,41003,1993,5,1,48.64864864864865,45.94594594594595,-2.7027027027027017,2.7027027027027017,False
B2,41003,1993,6,1,92.3076923076923,88.46153846153845,-3.846153846153854,3.846153846153854,False
B2,41003,1993,7,0,54.166666666666664,50.0,-4.166666666666664,4.166666666666664,False
B2,41003,1994,0,1,72.72727272727273,75.0,2.2727272727272663,-2.2727272727272663,False
B2,41003,1994,1,1,48.64864864864865,51.35135135135135,2.7027027027026946,-2.7027027027026946,False
B2,41003,1994,2,2,43.47826086956522,43.47826086956522,,,True
B2,41003,1994,3,0,77.5,32.5,-45.0,45.0,False
B2,41003,1994,4,0,56.09756097560976,51.21951219512195,-4.878048780487809,4.878048780487809,False
B2,41003,1994,5,0,51.35135135135135,45.94594594594595,-5.405405405405396,5.405405405405396,False
B2,41003,1994,6,2,88.46153846153845,88.46153846153845,,,True
B2,41003,1994,7,0,54.166666666666664,50.0,-4.166666666666664,4.166666666666664,False
B2,41003,1995,0,0,79.54545454545455,75.0,-4.545454545454547,4.545454545454547,False
B2,41003,1995,1,0,62.16216216216216,51.35135135135135,-10.810810810810814,10.810810810810814,False
B2,41003,1995,2,2,43.47826086956522,43.47826086956522,,,True
B2,41003,1995,3,0,80.0,32.5,-47.5,47.5,False
B2,41003,1995,4,1,58.536585365853654,51.21951219512195,-7.317073170731703,7.317073170731703,False
B2,41003,1995,5,1,48.64864864864865,45.94594594594595,-2.7027027027027017,2.7027027027027017,False
B2,41003,1995,6,0,96.15384615384616,88.46153846153845,-7.692307692307708,7.692307692307708,False
B2,41003,1995,7,2,50.0,50.0,,,True
B3,41001,1993,0,0,90.9090909090909,75.0,-15.909090909090907,15.909090909090907,False
B3,41001,1993,1,2,54.054054054054056,54.054054054054056,,,True
B3,41001,1993,2,2,43.47826086956522,43.47826086956522,,,True
B3,41001,1993,3,0,52.5,37.5,-15.0,15.0,False
B3,41001,1993,4,0,78.04878048780488,53.65853658536586,-24.390243902439018,24.390243902439018,False
B3,41001,1993,5,1,45.94594594594595,45.94594594594595,0.0,0.0,False
B3,41001,1993,6,1,88.46153846153845,88.46153846153845,0.0,0.0,False
B3,41001,1993,7,0,58.333333333333336,50.0,-8.333333333333336,8.333333333333336,False
B3,41001,1994,0,1,75.0,75.0,0.0,0.0,False
B3,41001,1994,1,1,51.35135135135135,54.054054054054056,2.702702702702709,-2.702702702702709,False
B3,41001,1994,2,2,43.47826086956522,43.47826086956522,,,True
B3,41001,1994,3,0,77.5,37.5,-40.0,40.0,False
B3,41001,1994,4,0,51.21951219512195,53.65853658536586,2.439024390243908,-2.439024390243908,False
B3,41001,1994,5,0,51.35135135135135,45.94594594594595,-5.405405405405396,5.405405405405396,False
B3,41001,1994,6,2,88.46153846153845,88.46153846153845,,,True
B3,41001,1994,7,0,50.0,50.0,0.0,0.0,False
B3,41001,1995,0,0,79.54545454545455,75.0,-4.545454545454547,4.545454545454547,False
B3,41001,1995,1,0,64.86486486486487,54.054054054054056,-10.810810810810814,10.810810810810814,False
B3,41001,1995,2,2,43.47826086956522,43.47826086956522,,,True
B3,41001,1995,3,0,80.0,37.5,-42.5,42.5,False
B3,41001,1995,4,1,58.536585365853654,53.65853658536586,-4.878048780487795,4.878048780487795,False
B3,41001,1995,5,1,48.64864864864865,45.94594594594595,-2.7027027027027017,2.7027027027027017,False
B3,41001,1995,6,0,96.15384615384616,88.46153846153845,-7.692307692307708,7.692307692307708,False
B3,41001,1995,7,2,50.0,50.0,,,True
B3,41002,1993,0,0,90.9090909090909,75.0,-15.909090909090907,15.909090909090907,False
B3,41002,1993,1,2,51.35135135135135,51.35135135135135,,,True
B3,41002,1993,2,2,39.130434782608695,39.130434782608695,,,True
B3,41002,1993,3,0,52.5,35.0,-17.5,17.5,False
B3,41002,1993,4,0,78.04878048780488,53.65853658536586,-24.390243902439018,24.390243902439018,False
B3,41002,1993,5,1,48.64864864864865,43.24324324324324,-5.405405405405411,5.405405405405411,False
B3,41002,1993,6,1,92.3076923076923,88.46153846153845,-3.846153846153854,3.846153846153854,False
B3,41002,1993,7,0,50.0,50.0,0.0,0.0,False
B3,41002,1994,0,1,75.0,75.0,0.0,0.0,False
B3,41002,1994,1,1,48.64864864864865,51.35135135135135,2.7027027027026946,-2.7027027027026946,False
B3,41002,1994,2,2,39.130434782608695,39.130434782608695,,,True
B3,41002,1994,3,0,80.0,35.0,-45.0,45.0,False
B3,41002,1994,4,0,48.78048780487805,53.65853658536586,4.878048780487809,-4.878048780487809,False
B3,41002,1994,5,0,51.35135135135135,43.24324324324324,-8.108108108108105,8.108108108108105,False
B3,41002,1994,6,2,88.46153846153845,88.46153846153845,,,True
B3,41002,1994,7,0,54.166666666666664,50.0,-4.166666666666664,4.166666666666664,False
B3,41002,1995,0,0,79.54545454545455,75.0,-4.545454545454547,4.545454545454547,False
B3,41002,1995,1,0,64.86486486486487,51.35135135135135,-13.513513513513523,13.513513513513523,False
B3,41002,1995,2,2,39.130434782608695,39.130434782608695,,,True
B3,41002,1995,3,0,80.0,35.0,-45.0,45.0,False
B3,41002,1995,4,1,60.97560975609756,53.65853658536586,-7.317073170731703,7.317073170731703,False
B3,41002,1995,5,1,48.64864864864865,43.24324324324324,-5.405405405405411,5.405405405405411,False
B3,41002,1995,6,0,96.15384615384616,88.46153846153845,-7.692307692307708,7.692307692307708,False
B3,41002,1995,7,2,50.0,50.0,,,True
B3,41003,1993,0,0,88.63636363636364,72.72727272727273,-15.909090909090907,15.909090909090907,False
B3,41003,1993,1,2,51.35135135135135,51.35135135135135,,,True
B3,41003,1993,2,2,45.65217391304348,45.65217391304348,,,True
B3,41003,1993,3,0,52.5,35.0,-17.5,17.5,False
B3,41003,1993,4,0,78.04878048780488,51.21951219512195,-26.829268292682926,26.829268292682926,False
B3,41003,1993,5,1,51.35135135135135,45.94594594594595,-5.405405405405396,5.405405405405396,False
B3,41003,1993,6,1,92.3076923076923,88.46153846153845,-3.846153846153854,3.846153846153854,False
B3,41003,1993,7,0,54.166666666666664,50.0,-4.166666666666664,4.166666666666664,False
B3,41003,1994,0,1,72.72727272727273,72.72727272727273,0.0,0.0,False
B3,41003,1994,1,1,48.64864864864865,51.35135135135135,2.7027027027026946,-2.7027027027026946,False
B3,41003,1994,2,2,45.65217391304348,45.65217391304348,,,True
B3,41003,1994,3,0,77.5,35.0,-42.5,42.5,False
B3,41003,1994,4,0,53.65853658536586,51.21951219512195,-2.439024390243908,2.439024390243908,False
B3,41003,1994,5,0,51.35135135135135,45.94594594594595,-5.405405405405396,5.405405405405396,False
B3,41003,1994,6,2,88.46153846153845,88.46153846153845,,,True
B3,41003,1994,7,0,54.166666666666664,50.0,-4.166666666666664,4.166666666666664,False
B3,41003,1995,0,0,79.54545454545455,72.72727272727273,-6.818181818181813,6.818181818181813,False
B3,41003,1995,1,0,62.16216216216216,51.35135135135135,-10.810810810810814,10.810810810810814,False
B3,41003,1995,2,2,45.65217391304348,45.65217391304348,,,True
B3,41003,1995,3,0,80.0,35.0,-45.0,45.0,False
B3,41003,1995,4,1,58.536585365853654,51.21951219512195,-7.317073170731703,7.317073170731703,False
B3,41003,1995,5,1,48.64864864864865,45.94594594594595,-2.7027027027027017,2.7027027027027017,False
B3,41003,1995,6,0,96.15384615384616,88.46153846153845,-7.692307692307708,7.692307692307708,False
B3,41003,1995,7,2,50.0,50.0,,,True
B4,41001,1993,0,0,90.9090909090909,75.0,-15.909090909090907,15.909090909090907,False
B4,41001,1993,1,2,54.054054054054056,54.054054054054056,,,True
B4,41001,1993,2,2,43.47826086956522,43.47826086956522,,,True
B4,41001,1993,3,0,52.5,37.5,-15.0,15.0,False
B4,41001,1993,4,0,78.04878048780488,53.65853658536586,-24.390243902439018,24.390243902439018,False
B4,41001,1993,5,1,45.94594594594595,45.94594594594595,0.0,0.0,False
B4,41001,1993,6,1,88.46153846153845,88.46153846153845,0.0,0.0,False
B4,41001,1993,7,0,58.333333333333336,50.0,-8.333333333333336,8.333333333333336,False
B4,41001,1994,0,1,75.0,75.0,0.0,0.0,False
B4,41001,1994,1,1,51.35135135135135,54.054054054054056,2.702702702702709,-2.702702702702709,False
B4,41001,1994,2,2,43.47826086956522,43.47826086956522,,,True
B4,41001,1994,3,0,77.5,37.5,-40.0,40.0,False
B4,41001,1994,4,0,51.21951219512195,53.65853658536586,2.439024390243908,-2.439024390243908,False
B4,41001,1994,5,0,51.35135135135135,45.94594594594595,-5.405405405405396,5.405405405405396,False
B4,41001,1994,6,2,88.46153846153845,88.46153846153845,,,True
B4,41001,1994,7,0,50.0,50.0,0.0,0.0,False
B4,41001,1995,0,0,79.54545454545455,75.0,-4.545454545454547,4.545454545454547,False
B4,41001,1995,1,0,64.86486486486487,54.054054054054056,-10.810810810810814,10.810810810810814,False
B4,41001,1995,2,2,43.47826086956522,43.47826086956522,,,True
B4,41001,1995,3,0,80.0,37.5,-42.5,42.5,False
B4,41001,1995,4,1,58.536585365853654,53.65853658536586,-4.878048780487795,4.878048780487795,False
B4,41001,1995,5,1,48.64864864864865,45.94594594594595,-2.7027027027027017,2.7027027027027017,False
B4,41001,1995,6,0,96.15384615384616,88.46153846153845,-7.692307692307708,7.692307692307708,False
B4,41001,1995,7,2,50.0,50.0,,,True
B4,41002,1993,0,0,90.9090909090909,75.0,-15.909090909090907,15.909090909090907,False
B4,41002,1993,1,2,51.35135135135135,51.35135135135135,,,True
B4,41002,1993,2,2,39.130434782608695,39.130434782608695,,,True
B4,41002,1993,3,0,52.5,35.0,-17.5,17.5,False
B4,41002,1993,4,0,78.04878048780488,53.65853658536586,-24.390243902439018,24.390243902439018,False
B4,41002,1993,5,1,48.64864864864865,43.24324324324324,-5.405405405405411,5.405405405405411,False
B4,41002,1993,6,1,88.46153846153845,88.46153846153845,0.0,0.0,False
B4,41002,1993,7,0,50.0,50.0,0.0,0.0,False
B4,41002,1994,0,1,75.0,75.0,0.0,0.0,False
B4,41002,1994,1,1,48.64864864864865,51.35135135135135,2.7027027027026946,-2.7027027027026946,False
B4,41002,1994,2,2,39.130434782608695,39.130434782608695,,,True
B4,41002,1994,3,0,80.0,35.0,-45.0,45.0,False
B4,41002,1994,4,0,48.78048780487805,53.65853658536586,4.878048780487809,-4.878048780487809,False
B4,41002,1994,5,0,51.35135135135135,43.24324324324324,-8.108108108108105,8.108108108108105,False
B4,41002,1994,6,2,88.46153846153845,88.46153846153845,,,True
B4,41002,1994,7,0,54.166666666666664,50.0,-4.166666666666664,4.166666666666664,False
B4,41002,1995,0,0,79.54545454545455,75.0,-4.545454545454547,4.545454545454547,False
B4,41002,1995,1,0,64.86486486486487,51.35135135135135,-13.513513513513523,13.513513513513523,False
B4,41002,1995,2,2,39.130434782608695,39.130434782608695,,,True
B4,41002,1995,3,0,80.0,35.0,-45.0,45.0,False
B4,41002,1995,4,1,60.97560975609756,53.65853658536586,-7.317073170731703,7.317073170731703,False
B4,41002,1995,5,1,48.64864864864865,43.24324324324324,-5.405405405405411,5.405405405405411,False
B4,41002,1995,6,0,96.15384615384616,88.46153846153845,-7.692307692307708,7.692307692307708,False
B4,41002,1995,7,2,50.0,50.0,,,True
B4,41003,1993,0,0,86.36363636363636,72.72727272727273,-13.636363636363626,13.636363636363626,False
B4,41003,1993,1,2,51.35135135135135,51.35135135135135,,,True
B4,41003,1993,2,2,43.47826086956522,43.47826086956522,,,True
B4,41003,1993,3,0,52.5,35.0,-17.5,17.5,False
B4,41003,1993,4,0,78.04878048780488,51.21951219512195,-26.829268292682926,26.829268292682926,False
B4,41003,1993,5,1,51.35135135135135,45.94594594594595,-5.405405405405396,5.405405405405396,False
B4,41003,1993,6,1,92.3076923076923,88.46153846153845,-3.846153846153854,3.846153846153854,False
B4,41003,1993,7,0,54.166666666666664,50.0,-4.166666666666664,4.166666666666664,False
B4,41003,1994,0,1,72.72727272727273,72.72727272727273,0.0,0.0,False
B4,41003,1994,1,1,48.64864864864865,51.35135135135135,2.7027027027026946,-2.7027027027026946,False
B4,41003,1994,2,2,43.47826086956522,43.47826086956522,,,True
B4,41003,1994,3,0,77.5,35.0,-42.5,42.5,False
B4,41003,1994,4,0,56.09756097560976,51.21951219512195,-4.878048780487809,4.878048780487809,False
B4,41003,1994,5,0,51.35135135135135,45.94594594594595,-5.405405405405396,5.405405405405396,False
B4,41003,1994,6,2,88.46153846153845,88.46153846153845,,,True
B4,41003,1994,7,0,54.166666666666664,50.0,-4.166666666666664,4.166666666666664,False
B4,41003,1995,0,0,79.54545454545455,72.72727272727273,-6.818181818181813,6.818181818181813,False
B4,41003,1995,1,0,62.16216216216216,51.35135135135135,-10.810810810810814,10.810810810810814,False
B4,41003,1995,2,2,43.47826086956522,43.47826086956522,,,True
B4,41003,1995,3,0,80.0,35.0,-45.0,45.0,False
B4,41003,1995,4,1,58.536585365853654,51.21951219512195,-7.317073170731703,7.317073170731703,False
B4,41003,1995,5,1,48.64864864864865,45.94594594594595,-2.7027027027027017,2.7027027027027017,False
B4,41003,1995,6,0,96.15384615384616,88.46153846153845,-7.692307692307708,7.692307692307708,False
B4,41003,1995,7,2,50.0,50.0,,,True
