contrast,session,order_seed,mix_seed,metric,difference_pp
B4-B0,1,1994,41003,label_6_recall,
B4-B0,1,1994,fixed_mix_mean,label_6_recall,
B4-B0,1,1995,41001,label_6_recall,0.0
B4-B0,1,1995,41002,label_6_recall,0.0
B4-B0,1,1995,41003,label_6_recall,0.0
B4-B0,1,1995,fixed_mix_mean,label_6_recall,0.0
B4-B0,1,1993,41001,label_7_recall,0.0
B4-B0,1,1993,41002,label_7_recall,-4.166666666666664
B4-B0,1,1993,41003,label_7_recall,0.0
B4-B0,1,1993,fixed_mix_mean,label_7_recall,-1.3888888888888882
B4-B0,1,1994,41001,label_7_recall,0.0
B4-B0,1,1994,41002,label_7_recall,0.0
B4-B0,1,1994,41003,label_7_recall,0.0
B4-B0,1,1994,fixed_mix_mean,label_7_recall,0.0
B4-B0,1,1995,41001,label_7_recall,
B4-B0,1,1995,41002,label_7_recall,
B4-B0,1,1995,41003,label_7_recall,
B4-B0,1,1995,fixed_mix_mean,label_7_recall,
B4-B0,2,1993,41001,balanced_accuracy,0.5150283961259561
B4-B0,2,1993,41002,balanced_accuracy,-1.0166255404192839
B4-B0,2,1993,41003,balanced_accuracy,-0.7242783995832838
B4-B0,2,1993,fixed_mix_mean,balanced_accuracy,-0.4086251812922039
B4-B0,2,1994,41001,balanced_accuracy,0.5150283961259632
B4-B0,2,1994,41002,balanced_accuracy,-1.0166255404192839
B4-B0,2,1994,41003,balanced_accuracy,-0.7242783995832767
B4-B0,2,1994,fixed_mix_mean,balanced_accuracy,-0.4086251812921991
B4-B0,2,1995,41001,balanced_accuracy,0.5150283961259561
B4-B0,2,1995,41002,balanced_accuracy,-1.0166255404192839
B4-B0,2,1995,41003,balanced_accuracy,-0.7242783995832767
B4-B0,2,1995,fixed_mix_mean,balanced_accuracy,-0.4086251812922015
B4-B0,2,1993,41001,tail_rank2,-1.923076923076934
B4-B0,2,1993,41002,tail_rank2,-1.923076923076934
B4-B0,2,1993,41003,tail_rank2,-1.923076923076934
B4-B0,2,1993,fixed_mix_mean,tail_rank2,-1.923076923076934
B4-B0,2,1994,41001,tail_rank2,-1.923076923076934
B4-B0,2,1994,41002,tail_rank2,-1.923076923076934
B4-B0,2,1994,41003,tail_rank2,-1.923076923076934
B4-B0,2,1994,fixed_mix_mean,tail_rank2,-1.923076923076934
B4-B0,2,1995,41001,tail_rank2,-1.923076923076934
B4-B0,2,1995,41002,tail_rank2,-1.923076923076934
B4-B0,2,1995,41003,tail_rank2,-1.923076923076934
B4-B0,2,1995,fixed_mix_mean,tail_rank2,-1.923076923076934
B4-B0,2,1993,41001,old_macro_recall,0.23625407771748996
B4-B0,2,1993,41002,old_macro_recall,-0.6308630393996282
B4-B0,2,1993,41003,old_macro_recall,-0.965704532777707
B4-B0,2,1993,fixed_mix_mean,old_macro_recall,-0.45343783148661504
B4-B0,2,1994,41001,old_macro_recall,1.327730169193586
B4-B0,2,1994,41002,old_macro_recall,0.010162601626021228
B4-B0,2,1994,41003,old_macro_recall,-0.32467889175205755
B4-B0,2,1994,fixed_mix_mean,old_macro_recall,0.33773795968918324
B4-B0,2,1995,41001,old_macro_recall,0.6867045281679367
B4-B0,2,1995,41002,old_macro_recall,-0.6308630393996282
B4-B0,2,1995,41003,old_macro_recall,-0.965704532777707
B4-B0,2,1995,fixed_mix_mean,old_macro_recall,-0.30328768133646616
B4-B0,2,1993,41001,current_macro_recall,1.3513513513513544
B4-B0,2,1993,41002,current_macro_recall,-2.173913043478265
B4-B0,2,1993,41003,current_macro_recall,0.0
B4-B0,2,1993,fixed_mix_mean,current_macro_recall,-0.2741872307089703
B4-B0,2,1994,41001,current_macro_recall,-1.9230769230769198
B4-B0,2,1994,41002,current_macro_recall,-4.096989966555185
B4-B0,2,1994,41003,current_macro_recall,-1.9230769230769198
B4-B0,2,1994,fixed_mix_mean,current_macro_recall,-2.6477146042363415
B4-B0,2,1995,41001,current_macro_recall,0.0
B4-B0,2,1995,41002,current_macro_recall,-2.173913043478265
B4-B0,2,1995,41003,current_macro_recall,0.0
B4-B0,2,1995,fixed_mix_mean,current_macro_recall,-0.7246376811594217
B4-B0,2,1993,41001,label_6_recall,-3.846153846153854
B4-B0,2,1993,41002,label_6_recall,-3.846153846153854
B4-B0,2,1993,41003,label_6_recall,-3.846153846153854
B4-B0,2,1993,fixed_mix_mean,label_6_recall,-3.846153846153854
B4-B0,2,1994,41001,label_6_recall,-3.846153846153854
B4-B0,2,1994,41002,label_6_recall,-3.846153846153854
B4-B0,2,1994,41003,label_6_recall,-3.846153846153854
B4-B0,2,1994,fixed_mix_mean,label_6_recall,-3.846153846153854
B4-B0,2,1995,41001,label_6_recall,-3.846153846153854
B4-B0,2,1995,41002,label_6_recall,-3.846153846153854
B4-B0,2,1995,41003,label_6_recall,-3.846153846153854
B4-B0,2,1995,fixed_mix_mean,label_6_recall,-3.846153846153854
B4-B0,2,1993,41001,label_7_recall,0.0
B4-B0,2,1993,41002,label_7_recall,0.0
B4-B0,2,1993,41003,label_7_recall,0.0
B4-B0,2,1993,fixed_mix_mean,label_7_recall,0.0
B4-B0,2,1994,41001,label_7_recall,0.0
B4-B0,2,1994,41002,label_7_recall,0.0
B4-B0,2,1994,41003,label_7_recall,0.0
B4-B0,2,1994,fixed_mix_mean,label_7_recall,0.0
B4-B0,2,1995,41001,label_7_recall,0.0
B4-B0,2,1995,41002,label_7_recall,0.0
B4-B0,2,1995,41003,label_7_recall,0.0
B4-B0,2,1995,fixed_mix_mean,label_7_recall,0.0
B3-B2,0,1993,41001,balanced_accuracy,0.0
B3-B2,0,1993,41002,balanced_accuracy,0.568181818181813
B3-B2,0,1993,41003,balanced_accuracy,0.5681818181818272
B3-B2,0,1993,fixed_mix_mean,balanced_accuracy,0.37878787878788006
B3-B2,0,1994,41001,balanced_accuracy,0.0
B3-B2,0,1994,41002,balanced_accuracy,0.0
B3-B2,0,1994,41003,balanced_accuracy,-0.6097560975609753
B3-B2,0,1994,fixed_mix_mean,balanced_accuracy,-0.2032520325203251
B3-B2,0,1995,41001,balanced_accuracy,-0.6756756756756772
B3-B2,0,1995,41002,balanced_accuracy,0.0
B3-B2,0,1995,41003,balanced_accuracy,0.0
B3-B2,0,1995,fixed_mix_mean,balanced_accuracy,-0.22522522522522573
B3-B2,0,1993,41001,tail_rank2,0.0
B3-B2,0,1993,41002,tail_rank2,0.0
B3-B2,0,1993,41003,tail_rank2,0.0
B3-B2,0,1993,fixed_mix_mean,tail_rank2,0.0
B3-B2,0,1994,41001,tail_rank2,0.0
B3-B2,0,1994,41002,tail_rank2,0.0
B3-B2,0,1994,41003,tail_rank2,0.0
B3-B2,0,1994,fixed_mix_mean,tail_rank2,0.0
B3-B2,0,1995,41001,tail_rank2,0.0
B3-B2,0,1995,41002,tail_rank2,0.0
B3-B2,0,1995,41003,tail_rank2,0.0
B3-B2,0,1995,fixed_mix_mean,tail_rank2,0.0
B3-B2,0,1993,41001,old_macro_recall,
B3-B2,0,1993,41002,old_macro_recall,
B3-B2,0,1993,41003,old_macro_recall,
B3-B2,0,1993,fixed_mix_mean,old_macro_recall,
B3-B2,0,1994,41001,old_macro_recall,
B3-B2,0,1994,41002,old_macro_recall,
B3-B2,0,1994,41003,old_macro_recall,
B3-B2,0,1994,fixed_mix_mean,old_macro_recall,
B3-B2,0,1995,41001,old_macro_recall,
B3-B2,0,1995,41002,old_macro_recall,
B3-B2,0,1995,41003,old_macro_recall,
B3-B2,0,1995,fixed_mix_mean,old_macro_recall,
B3-B2,0,1993,41001,current_macro_recall,0.0
B3-B2,0,1993,41002,current_macro_recall,0.568181818181813
B3-B2,0,1993,41003,current_macro_recall,0.5681818181818272
B3-B2,0,1993,fixed_mix_mean,current_macro_recall,0.37878787878788006
B3-B2,0,1994,41001,current_macro_recall,0.0
B3-B2,0,1994,41002,current_macro_recall,0.0
B3-B2,0,1994,41003,current_macro_recall,-0.6097560975609753
B3-B2,0,1994,fixed_mix_mean,current_macro_recall,-0.2032520325203251
B3-B2,0,1995,41001,current_macro_recall,-0.6756756756756772
B3-B2,0,1995,41002,current_macro_recall,0.0
B3-B2,0,1995,41003,current_macro_recall,0.0
B3-B2,0,1995,fixed_mix_mean,current_macro_recall,-0.22522522522522573
B3-B2,0,1993,41001,label_6_recall,
B3-B2,0,1993,41002,label_6_recall,
B3-B2,0,1993,41003,label_6_recall,
B3-B2,0,1993,fixed_mix_mean,label_6_recall,
B3-B2,0,1994,41001,label_6_recall,
B3-B2,0,1994,41002,label_6_recall,
B3-B2,0,1994,41003,label_6_recall,
B3-B2,0,1994,fixed_mix_mean,label_6_recall,
B3-B2,0,1995,41001,label_6_recall,0.0
B3-B2,0,1995,41002,label_6_recall,0.0
B3-B2,0,1995,41003,label_6_recall,0.0
B3-B2,0,1995,fixed_mix_mean,label_6_recall,0.0
B3-B2,0,1993,41001,label_7_recall,0.0
B3-B2,0,1993,41002,label_7_recall,0.0
B3-B2,0,1993,41003,label_7_recall,0.0
B3-B2,0,1993,fixed_mix_mean,label_7_recall,0.0
B3-B2,0,1994,41001,label_7_recall,0.0
B3-B2,0,1994,41002,label_7_recall,0.0
B3-B2,0,1994,41003,label_7_recall,0.0
B3-B2,0,1994,fixed_mix_mean,label_7_recall,0.0
B3-B2,0,1995,41001,label_7_recall,
B3-B2,0,1995,41002,label_7_recall,
B3-B2,0,1995,41003,label_7_recall,
B3-B2,0,1995,fixed_mix_mean,label_7_recall,
B3-B2,1,1993,41001,balanced_accuracy,0.0
B3-B2,1,1993,41002,balanced_accuracy,-0.4065040650406573
B3-B2,1,1993,41003,balanced_accuracy,0.45045045045046095
B3-B2,1,1993,fixed_mix_mean,balanced_accuracy,0.014648795136601223
B3-B2,1,1994,41001,balanced_accuracy,0.0
B3-B2,1,1994,41002,balanced_accuracy,0.4166666666666785
B3-B2,1,1994,41003,balanced_accuracy,0.4166666666666643
B3-B2,1,1994,fixed_mix_mean,balanced_accuracy,0.27777777777778095
B3-B2,1,1995,41001,balanced_accuracy,0.0
B3-B2,1,1995,41002,balanced_accuracy,0.8231707317073287
B3-B2,1,1995,41003,balanced_accuracy,0.4166666666666643
B3-B2,1,1995,fixed_mix_mean,balanced_accuracy,0.413279132791331
B3-B2,1,1993,41001,tail_rank2,0.0
B3-B2,1,1993,41002,tail_rank2,0.0
B3-B2,1,1993,41003,tail_rank2,0.0
B3-B2,1,1993,fixed_mix_mean,tail_rank2,0.0
B3-B2,1,1994,41001,tail_rank2,0.0
B3-B2,1,1994,41002,tail_rank2,0.0
B3-B2,1,1994,41003,tail_rank2,0.0
B3-B2,1,1994,fixed_mix_mean,tail_rank2,0.0
B3-B2,1,1995,41001,tail_rank2,0.0
B3-B2,1,1995,41002,tail_rank2,0.0
B3-B2,1,1995,41003,tail_rank2,0.0
B3-B2,1,1995,fixed_mix_mean,tail_rank2,0.0
B3-B2,1,1993,41001,old_macro_recall,0.0
B3-B2,1,1993,41002,old_macro_recall,-0.6097560975609824
B3-B2,1,1993,41003,old_macro_recall,0.0
B3-B2,1,1993,fixed_mix_mean,old_macro_recall,-0.20325203252032745
B3-B2,1,1994,41001,old_macro_recall,0.0
B3-B2,1,1994,41002,old_macro_recall,0.625
B3-B2,1,1994,41003,old_macro_recall,0.625
B3-B2,1,1994,fixed_mix_mean,old_macro_recall,0.4166666666666667
B3-B2,1,1995,41001,old_macro_recall,0.0
B3-B2,1,1995,41002,old_macro_recall,0.625
B3-B2,1,1995,41003,old_macro_recall,0.625
B3-B2,1,1995,fixed_mix_mean,old_macro_recall,0.4166666666666667
B3-B2,1,1993,41001,current_macro_recall,0.0
B3-B2,1,1993,41002,current_macro_recall,0.0
B3-B2,1,1993,41003,current_macro_recall,1.3513513513513402
B3-B2,1,1993,fixed_mix_mean,current_macro_recall,0.45045045045044674
B3-B2,1,1994,41001,current_macro_recall,0.0
B3-B2,1,1994,41002,current_macro_recall,0.0
B3-B2,1,1994,41003,current_macro_recall,0.0
B3-B2,1,1994,fixed_mix_mean,current_macro_recall,0.0
B3-B2,1,1995,41001,current_macro_recall,0.0
B3-B2,1,1995,41002,current_macro_recall,1.2195121951219576
B3-B2,1,1995,41003,current_macro_recall,0.0
B3-B2,1,1995,fixed_mix_mean,current_macro_recall,0.40650406504065256
B3-B2,1,1993,41001,label_6_recall,0.0
B3-B2,1,1993,41002,label_6_recall,0.0
B3-B2,1,1993,41003,label_6_recall,0.0
B3-B2,1,1993,fixed_mix_mean,label_6_recall,0.0
B3-B2,1,1994,41001,label_6_recall,
B3-B2,1,1994,41002,label_6_recall,
B3-B2,1,1994,41003,label_6_recall,
B3-B2,1,1994,fixed_mix_mean,label_6_recall,
B3-B2,1,1995,41001,label_6_recall,0.0
B3-B2,1,1995,41002,label_6_recall,0.0
B3-B2,1,1995,41003,label_6_recall,0.0
B3-B2,1,1995,fixed_mix_mean,label_6_recall,0.0
B3-B2,1,1993,41001,label_7_recall,0.0
B3-B2,1,1993,41002,label_7_recall,0.0
B3-B2,1,1993,41003,label_7_recall,0.0
B3-B2,1,1993,fixed_mix_mean,label_7_recall,0.0
B3-B2,1,1994,41001,label_7_recall,0.0
B3-B2,1,1994,41002,label_7_recall,0.0
B3-B2,1,1994,41003,label_7_recall,0.0
B3-B2,1,1994,fixed_mix_mean,label_7_recall,0.0
B3-B2,1,1995,41001,label_7_recall,
B3-B2,1,1995,41002,label_7_recall,
B3-B2,1,1995,41003,label_7_recall,
B3-B2,1,1995,fixed_mix_mean,label_7_recall,
B3-B2,2,1993,41001,balanced_accuracy,0.6503378378378386
B3-B2,2,1993,41002,balanced_accuracy,-0.4807692307692264
B3-B2,2,1993,41003,balanced_accuracy,0.30014822134386776
B3-B2,2,1993,fixed_mix_mean,balanced_accuracy,0.15657227613749333
B3-B2,2,1994,41001,balanced_accuracy,0.6503378378378386
B3-B2,2,1994,41002,balanced_accuracy,-0.4807692307692335
B3-B2,2,1994,41003,balanced_accuracy,0.30014822134386776
B3-B2,2,1994,fixed_mix_mean,balanced_accuracy,0.15657227613749095
B3-B2,2,1995,41001,balanced_accuracy,0.6503378378378386
B3-B2,2,1995,41002,balanced_accuracy,-0.4807692307692335
B3-B2,2,1995,41003,balanced_accuracy,0.30014822134387487
B3-B2,2,1995,fixed_mix_mean,balanced_accuracy,0.15657227613749333
B3-B2,2,1993,41001,tail_rank2,0.0
B3-B2,2,1993,41002,tail_rank2,-1.923076923076934
B3-B2,2,1993,41003,tail_rank2,0.0
B3-B2,2,1993,fixed_mix_mean,tail_rank2,-0.6410256410256446
B3-B2,2,1994,41001,tail_rank2,0.0
B3-B2,2,1994,41002,tail_rank2,-1.923076923076934
B3-B2,2,1994,41003,tail_rank2,0.0
B3-B2,2,1994,fixed_mix_mean,tail_rank2,-0.6410256410256446
B3-B2,2,1995,41001,tail_rank2,0.0
B3-B2,2,1995,41002,tail_rank2,-1.923076923076934
B3-B2,2,1995,41003,tail_rank2,0.0
B3-B2,2,1995,fixed_mix_mean,tail_rank2,-0.6410256410256446
B3-B2,2,1993,41001,old_macro_recall,0.8671171171171181
B3-B2,2,1993,41002,old_macro_recall,-0.6410256410256494
B3-B2,2,1993,41003,old_macro_recall,0.03787878787878185
B3-B2,2,1993,fixed_mix_mean,old_macro_recall,0.08799008799008352
B3-B2,2,1994,41001,old_macro_recall,0.8671171171171181
B3-B2,2,1994,41002,old_macro_recall,0.0
B3-B2,2,1994,41003,old_macro_recall,0.037878787878788955
B3-B2,2,1994,fixed_mix_mean,old_macro_recall,0.30166530166530237
B3-B2,2,1995,41001,old_macro_recall,0.8671171171171181
B3-B2,2,1995,41002,old_macro_recall,-0.6410256410256423
B3-B2,2,1995,41003,old_macro_recall,0.037878787878788955
B3-B2,2,1995,fixed_mix_mean,old_macro_recall,0.08799008799008827
B3-B2,2,1993,41001,current_macro_recall,0.0
B3-B2,2,1993,41002,current_macro_recall,0.0
B3-B2,2,1993,41003,current_macro_recall,1.0869565217391255
B3-B2,2,1993,fixed_mix_mean,current_macro_recall,0.3623188405797085
B3-B2,2,1994,41001,current_macro_recall,0.0
B3-B2,2,1994,41002,current_macro_recall,-1.923076923076934
B3-B2,2,1994,41003,current_macro_recall,1.0869565217391255
B3-B2,2,1994,fixed_mix_mean,current_macro_recall,-0.27870680044593615
B3-B2,2,1995,41001,current_macro_recall,0.0
B3-B2,2,1995,41002,current_macro_recall,0.0
B3-B2,2,1995,41003,current_macro_recall,1.0869565217391255
B3-B2,2,1995,fixed_mix_mean,current_macro_recall,0.3623188405797085
B3-B2,2,1993,41001,label_6_recall,0.0
B3-B2,2,1993,41002,label_6_recall,-3.846153846153854
B3-B2,2,1993,41003,label_6_recall,0.0
B3-B2,2,1993,fixed_mix_mean,label_6_recall,-1.2820512820512846
B3-B2,2,1994,41001,label_6_recall,0.0
B3-B2,2,1994,41002,label_6_recall,-3.846153846153854
B3-B2,2,1994,41003,label_6_recall,0.0
B3-B2,2,1994,fixed_mix_mean,label_6_recall,-1.2820512820512846
B3-B2,2,1995,41001,label_6_recall,0.0
B3-B2,2,1995,41002,label_6_recall,-3.846153846153854
B3-B2,2,1995,41003,label_6_recall,0.0
B3-B2,2,1995,fixed_mix_mean,label_6_recall,-1.2820512820512846
B3-B2,2,1993,41001,label_7_recall,0.0
B3-B2,2,1993,41002,label_7_recall,0.0
B3-B2,2,1993,41003,label_7_recall,0.0
B3-B2,2,1993,fixed_mix_mean,label_7_recall,0.0
B3-B2,2,1994,41001,label_7_recall,0.0
B3-B2,2,1994,41002,label_7_recall,0.0
B3-B2,2,1994,41003,label_7_recall,0.0
B3-B2,2,1994,fixed_mix_mean,label_7_recall,0.0
B3-B2,2,1995,41001,label_7_recall,0.0
B3-B2,2,1995,41002,label_7_recall,0.0
B3-B2,2,1995,41003,label_7_recall,0.0
B3-B2,2,1995,fixed_mix_mean,label_7_recall,0.0
B4-B3,0,1993,41001,balanced_accuracy,0.0
B4-B3,0,1993,41002,balanced_accuracy,0.0
B4-B3,0,1993,41003,balanced_accuracy,-0.5681818181818272
B4-B3,0,1993,fixed_mix_mean,balanced_accuracy,-0.18939393939394242
B4-B3,0,1994,41001,balanced_accuracy,0.0
B4-B3,0,1994,41002,balanced_accuracy,0.0
B4-B3,0,1994,41003,balanced_accuracy,0.6097560975609753
B4-B3,0,1994,fixed_mix_mean,balanced_accuracy,0.2032520325203251
B4-B3,0,1995,41001,balanced_accuracy,0.0
B4-B3,0,1995,41002,balanced_accuracy,0.0
B4-B3,0,1995,41003,balanced_accuracy,0.0
B4-B3,0,1995,fixed_mix_mean,balanced_accuracy,0.0
B4-B3,0,1993,41001,tail_rank2,0.0
B4-B3,0,1993,41002,tail_rank2,0.0
B4-B3,0,1993,41003,tail_rank2,0.0
B4-B3,0,1993,fixed_mix_mean,tail_rank2,0.0
B4-B3,0,1994,41001,tail_rank2,0.0
B4-B3,0,1994,41002,tail_rank2,0.0
B4-B3,0,1994,41003,tail_rank2,0.0
B4-B3,0,1994,fixed_mix_mean,tail_rank2,0.0
B4-B3,0,1995,41001,tail_rank2,0.0
B4-B3,0,1995,41002,tail_rank2,0.0
B4-B3,0,1995,41003,tail_rank2,0.0
B4-B3,0,1995,fixed_mix_mean,tail_rank2,0.0
B4-B3,0,1993,41001,old_macro_recall,
B4-B3,0,1993,41002,old_macro_recall,
B4-B3,0,1993,41003,old_macro_recall,
B4-B3,0,1993,fixed_mix_mean,old_macro_recall,
B4-B3,0,1994,41001,old_macro_recall,
B4-B3,0,1994,41002,old_macro_recall,
B4-B3,0,1994,41003,old_macro_recall,
B4-B3,0,1994,fixed_mix_mean,old_macro_recall,
B4-B3,0,1995,41001,old_macro_recall,
B4-B3,0,1995,41002,old_macro_recall,
B4-B3,0,1995,41003,old_macro_recall,
B4-B3,0,1995,fixed_mix_mean,old_macro_recall,
B4-B3,0,1993,41001,current_macro_recall,0.0
B4-B3,0,1993,41002,current_macro_recall,0.0
B4-B3,0,1993,41003,current_macro_recall,-0.5681818181818272
B4-B3,0,1993,fixed_mix_mean,current_macro_recall,-0.18939393939394242
B4-B3,0,1994,41001,current_macro_recall,0.0
B4-B3,0,1994,41002,current_macro_recall,0.0
B4-B3,0,1994,41003,current_macro_recall,0.6097560975609753
B4-B3,0,1994,fixed_mix_mean,current_macro_recall,0.2032520325203251
