contrast,session,order_seed,mix_seed,metric,difference_pp
B3-B0,2,1993,41002,label_6_recall,-3.846153846153854
B3-B0,2,1993,41003,label_6_recall,-3.846153846153854
B3-B0,2,1993,fixed_mix_mean,label_6_recall,-3.846153846153854
B3-B0,2,1994,41001,label_6_recall,-3.846153846153854
B3-B0,2,1994,41002,label_6_recall,-3.846153846153854
B3-B0,2,1994,41003,label_6_recall,-3.846153846153854
B3-B0,2,1994,fixed_mix_mean,label_6_recall,-3.846153846153854
B3-B0,2,1995,41001,label_6_recall,-3.846153846153854
B3-B0,2,1995,41002,label_6_recall,-3.846153846153854
B3-B0,2,1995,41003,label_6_recall,-3.846153846153854
B3-B0,2,1995,fixed_mix_mean,label_6_recall,-3.846153846153854
B3-B0,2,1993,41001,label_7_recall,0.0
B3-B0,2,1993,41002,label_7_recall,0.0
B3-B0,2,1993,41003,label_7_recall,0.0
B3-B0,2,1993,fixed_mix_mean,label_7_recall,0.0
B3-B0,2,1994,41001,label_7_recall,0.0
B3-B0,2,1994,41002,label_7_recall,0.0
B3-B0,2,1994,41003,label_7_recall,0.0
B3-B0,2,1994,fixed_mix_mean,label_7_recall,0.0
B3-B0,2,1995,41001,label_7_recall,0.0
B3-B0,2,1995,41002,label_7_recall,0.0
B3-B0,2,1995,41003,label_7_recall,0.0
B3-B0,2,1995,fixed_mix_mean,label_7_recall,0.0
B2-B0,0,1993,41001,balanced_accuracy,2.0833333333333286
B2-B0,0,1993,41002,balanced_accuracy,-0.568181818181813
B2-B0,0,1993,41003,balanced_accuracy,-0.09469696969696884
B2-B0,0,1993,fixed_mix_mean,balanced_accuracy,0.4734848484848489
B2-B0,0,1994,41001,balanced_accuracy,-1.0416666666666643
B2-B0,0,1994,41002,balanced_accuracy,0.015243902439024737
B2-B0,0,1994,41003,balanced_accuracy,1.2195121951219505
B2-B0,0,1994,fixed_mix_mean,balanced_accuracy,0.06436314363143698
B2-B0,0,1995,41001,balanced_accuracy,0.0
B2-B0,0,1995,41002,balanced_accuracy,-0.6756756756756772
B2-B0,0,1995,41003,balanced_accuracy,-1.3513513513513544
B2-B0,0,1995,fixed_mix_mean,balanced_accuracy,-0.6756756756756772
B2-B0,0,1993,41001,tail_rank2,8.333333333333336
B2-B0,0,1993,41002,tail_rank2,0.0
B2-B0,0,1993,41003,tail_rank2,4.166666666666664
B2-B0,0,1993,fixed_mix_mean,tail_rank2,4.166666666666667
B2-B0,0,1994,41001,tail_rank2,-4.166666666666664
B2-B0,0,1994,41002,tail_rank2,0.0
B2-B0,0,1994,41003,tail_rank2,0.0
B2-B0,0,1994,fixed_mix_mean,tail_rank2,-1.3888888888888882
B2-B0,0,1995,41001,tail_rank2,0.0
B2-B0,0,1995,41002,tail_rank2,0.0
B2-B0,0,1995,41003,tail_rank2,0.0
B2-B0,0,1995,fixed_mix_mean,tail_rank2,0.0
B2-B0,0,1993,41001,old_macro_recall,
B2-B0,0,1993,41002,old_macro_recall,
B2-B0,0,1993,41003,old_macro_recall,
B2-B0,0,1993,fixed_mix_mean,old_macro_recall,
B2-B0,0,1994,41001,old_macro_recall,
B2-B0,0,1994,41002,old_macro_recall,
B2-B0,0,1994,41003,old_macro_recall,
B2-B0,0,1994,fixed_mix_mean,old_macro_recall,
B2-B0,0,1995,41001,old_macro_recall,
B2-B0,0,1995,41002,old_macro_recall,
B2-B0,0,1995,41003,old_macro_recall,
B2-B0,0,1995,fixed_mix_mean,old_macro_recall,
B2-B0,0,1993,41001,current_macro_recall,2.0833333333333286
B2-B0,0,1993,41002,current_macro_recall,-0.568181818181813
B2-B0,0,1993,41003,current_macro_recall,-0.09469696969696884
B2-B0,0,1993,fixed_mix_mean,current_macro_recall,0.4734848484848489
B2-B0,0,1994,41001,current_macro_recall,-1.0416666666666643
B2-B0,0,1994,41002,current_macro_recall,0.015243902439024737
B2-B0,0,1994,41003,current_macro_recall,1.2195121951219505
B2-B0,0,1994,fixed_mix_mean,current_macro_recall,0.06436314363143698
B2-B0,0,1995,41001,current_macro_recall,0.0
B2-B0,0,1995,41002,current_macro_recall,-0.6756756756756772
B2-B0,0,1995,41003,current_macro_recall,-1.3513513513513544
B2-B0,0,1995,fixed_mix_mean,current_macro_recall,-0.6756756756756772
B2-B0,0,1993,41001,label_6_recall,
B2-B0,0,1993,41002,label_6_recall,
B2-B0,0,1993,41003,label_6_recall,
B2-B0,0,1993,fixed_mix_mean,label_6_recall,
B2-B0,0,1994,41001,label_6_recall,
B2-B0,0,1994,41002,label_6_recall,
B2-B0,0,1994,41003,label_6_recall,
B2-B0,0,1994,fixed_mix_mean,label_6_recall,
B2-B0,0,1995,41001,label_6_recall,0.0
B2-B0,0,1995,41002,label_6_recall,0.0
B2-B0,0,1995,41003,label_6_recall,0.0
B2-B0,0,1995,fixed_mix_mean,label_6_recall,0.0
B2-B0,0,1993,41001,label_7_recall,8.333333333333336
B2-B0,0,1993,41002,label_7_recall,0.0
B2-B0,0,1993,41003,label_7_recall,4.166666666666664
B2-B0,0,1993,fixed_mix_mean,label_7_recall,4.166666666666667
B2-B0,0,1994,41001,label_7_recall,-4.166666666666664
B2-B0,0,1994,41002,label_7_recall,0.0
B2-B0,0,1994,41003,label_7_recall,0.0
B2-B0,0,1994,fixed_mix_mean,label_7_recall,-1.3888888888888882
B2-B0,0,1995,41001,label_7_recall,
B2-B0,0,1995,41002,label_7_recall,
B2-B0,0,1995,41003,label_7_recall,
B2-B0,0,1995,fixed_mix_mean,label_7_recall,
B2-B0,1,1993,41001,balanced_accuracy,-0.8467919138650828
B2-B0,1,1993,41002,balanced_accuracy,-0.8488733488733402
B2-B0,1,1993,41003,balanced_accuracy,0.26223776223775985
B2-B0,1,1993,fixed_mix_mean,balanced_accuracy,-0.4778091668335544
B2-B0,1,1994,41001,balanced_accuracy,-0.37272028125687484
B2-B0,1,1994,41002,balanced_accuracy,-0.7893869479235391
B2-B0,1,1994,41003,balanced_accuracy,-0.3450040950040858
B2-B0,1,1994,fixed_mix_mean,balanced_accuracy,-0.5023704413948332
B2-B0,1,1995,41001,balanced_accuracy,0.8333333333333286
B2-B0,1,1995,41002,balanced_accuracy,0.4166666666666643
B2-B0,1,1995,41003,balanced_accuracy,0.4166666666666643
B2-B0,1,1995,fixed_mix_mean,balanced_accuracy,0.5555555555555524
B2-B0,1,1993,41001,tail_rank2,0.0
B2-B0,1,1993,41002,tail_rank2,-0.1602564102563946
B2-B0,1,1993,41003,tail_rank2,1.923076923076934
B2-B0,1,1993,fixed_mix_mean,tail_rank2,0.5876068376068465
B2-B0,1,1994,41001,tail_rank2,0.0
B2-B0,1,1994,41002,tail_rank2,0.0
B2-B0,1,1994,41003,tail_rank2,0.0
B2-B0,1,1994,fixed_mix_mean,tail_rank2,0.0
B2-B0,1,1995,41001,tail_rank2,0.0
B2-B0,1,1995,41002,tail_rank2,0.0
B2-B0,1,1995,41003,tail_rank2,0.0
B2-B0,1,1995,fixed_mix_mean,tail_rank2,0.0
B2-B0,1,1993,41001,old_macro_recall,-0.5945121951219505
B2-B0,1,1993,41002,old_macro_recall,-2.2348484848484844
B2-B0,1,1993,41003,old_macro_recall,-0.5681818181818201
B2-B0,1,1993,fixed_mix_mean,old_macro_recall,-1.1325141660507516
B2-B0,1,1994,41001,old_macro_recall,-1.2347560975609753
B2-B0,1,1994,41002,old_macro_recall,-1.184080421885298
B2-B0,1,1994,41003,old_macro_recall,0.05067567567567721
B2-B0,1,1994,fixed_mix_mean,old_macro_recall,-0.789386947923532
B2-B0,1,1995,41001,old_macro_recall,1.25
B2-B0,1,1995,41002,old_macro_recall,0.625
B2-B0,1,1995,41003,old_macro_recall,0.625
B2-B0,1,1995,fixed_mix_mean,old_macro_recall,0.8333333333333334
B2-B0,1,1993,41001,current_macro_recall,-1.3513513513513544
B2-B0,1,1993,41002,current_macro_recall,1.923076923076934
B2-B0,1,1993,41003,current_macro_recall,1.923076923076934
B2-B0,1,1993,fixed_mix_mean,current_macro_recall,0.8316008316008379
B2-B0,1,1994,41001,current_macro_recall,1.3513513513513544
B2-B0,1,1994,41002,current_macro_recall,0.0
B2-B0,1,1994,41003,current_macro_recall,-1.136363636363626
B2-B0,1,1994,fixed_mix_mean,current_macro_recall,0.07166257166257613
B2-B0,1,1995,41001,current_macro_recall,0.0
B2-B0,1,1995,41002,current_macro_recall,0.0
B2-B0,1,1995,41003,current_macro_recall,0.0
B2-B0,1,1995,fixed_mix_mean,current_macro_recall,0.0
B2-B0,1,1993,41001,label_6_recall,0.0
B2-B0,1,1993,41002,label_6_recall,3.846153846153854
B2-B0,1,1993,41003,label_6_recall,3.846153846153854
B2-B0,1,1993,fixed_mix_mean,label_6_recall,2.564102564102569
B2-B0,1,1994,41001,label_6_recall,
B2-B0,1,1994,41002,label_6_recall,
B2-B0,1,1994,41003,label_6_recall,
B2-B0,1,1994,fixed_mix_mean,label_6_recall,
B2-B0,1,1995,41001,label_6_recall,0.0
B2-B0,1,1995,41002,label_6_recall,0.0
B2-B0,1,1995,41003,label_6_recall,0.0
B2-B0,1,1995,fixed_mix_mean,label_6_recall,0.0
B2-B0,1,1993,41001,label_7_recall,0.0
B2-B0,1,1993,41002,label_7_recall,-4.166666666666664
B2-B0,1,1993,41003,label_7_recall,0.0
B2-B0,1,1993,fixed_mix_mean,label_7_recall,-1.3888888888888882
B2-B0,1,1994,41001,label_7_recall,0.0
B2-B0,1,1994,41002,label_7_recall,0.0
B2-B0,1,1994,41003,label_7_recall,0.0
B2-B0,1,1994,fixed_mix_mean,label_7_recall,0.0
B2-B0,1,1995,41001,label_7_recall,
B2-B0,1,1995,41002,label_7_recall,
B2-B0,1,1995,41003,label_7_recall,
B2-B0,1,1995,fixed_mix_mean,label_7_recall,
B2-B0,2,1993,41001,balanced_accuracy,-0.13530944171188253
B2-B0,2,1993,41002,balanced_accuracy,-0.5358563096500575
B2-B0,2,1993,41003,balanced_accuracy,-0.7526874904923702
B2-B0,2,1993,fixed_mix_mean,balanced_accuracy,-0.4746177472847701
B2-B0,2,1994,41001,balanced_accuracy,-0.13530944171187542
B2-B0,2,1994,41002,balanced_accuracy,-0.5358563096500504
B2-B0,2,1994,41003,balanced_accuracy,-0.752687490492363
B2-B0,2,1994,fixed_mix_mean,balanced_accuracy,-0.47461774728476297
B2-B0,2,1995,41001,balanced_accuracy,-0.13530944171188253
B2-B0,2,1995,41002,balanced_accuracy,-0.5358563096500504
B2-B0,2,1995,41003,balanced_accuracy,-0.7526874904923702
B2-B0,2,1995,fixed_mix_mean,balanced_accuracy,-0.4746177472847677
B2-B0,2,1993,41001,tail_rank2,-1.923076923076934
B2-B0,2,1993,41002,tail_rank2,0.0
B2-B0,2,1993,41003,tail_rank2,-1.923076923076934
B2-B0,2,1993,fixed_mix_mean,tail_rank2,-1.2820512820512893
B2-B0,2,1994,41001,tail_rank2,-1.923076923076934
B2-B0,2,1994,41002,tail_rank2,0.0
B2-B0,2,1994,41003,tail_rank2,-1.923076923076934
B2-B0,2,1994,fixed_mix_mean,tail_rank2,-1.2820512820512893
B2-B0,2,1995,41001,tail_rank2,-1.923076923076934
B2-B0,2,1995,41002,tail_rank2,0.0
B2-B0,2,1995,41003,tail_rank2,-1.923076923076934
B2-B0,2,1995,fixed_mix_mean,tail_rank2,-1.2820512820512893
B2-B0,2,1993,41001,old_macro_recall,-0.6308630393996282
B2-B0,2,1993,41002,old_macro_recall,0.010162601626021228
B2-B0,2,1993,41003,old_macro_recall,-1.0035833206564888
B2-B0,2,1993,fixed_mix_mean,old_macro_recall,-0.5414279194766985
B2-B0,2,1994,41001,old_macro_recall,0.46061305207646797
B2-B0,2,1994,41002,old_macro_recall,0.010162601626021228
B2-B0,2,1994,41003,old_macro_recall,-0.3625576796308465
B2-B0,2,1994,fixed_mix_mean,old_macro_recall,0.0360726580238809
B2-B0,2,1995,41001,old_macro_recall,-0.18041258894918144
B2-B0,2,1995,41002,old_macro_recall,0.010162601626014123
B2-B0,2,1995,41003,old_macro_recall,-1.003583320656496
B2-B0,2,1995,fixed_mix_mean,old_macro_recall,-0.3912777693265544
B2-B0,2,1993,41001,current_macro_recall,1.3513513513513544
B2-B0,2,1993,41002,current_macro_recall,-2.173913043478265
B2-B0,2,1993,41003,current_macro_recall,0.0
B2-B0,2,1993,fixed_mix_mean,current_macro_recall,-0.2741872307089703
B2-B0,2,1994,41001,current_macro_recall,-1.9230769230769198
B2-B0,2,1994,41002,current_macro_recall,-2.173913043478251
B2-B0,2,1994,41003,current_macro_recall,-1.9230769230769198
B2-B0,2,1994,fixed_mix_mean,current_macro_recall,-2.006688963210697
B2-B0,2,1995,41001,current_macro_recall,0.0
B2-B0,2,1995,41002,current_macro_recall,-2.173913043478265
B2-B0,2,1995,41003,current_macro_recall,0.0
B2-B0,2,1995,fixed_mix_mean,current_macro_recall,-0.7246376811594217
B2-B0,2,1993,41001,label_6_recall,-3.846153846153854
B2-B0,2,1993,41002,label_6_recall,0.0
B2-B0,2,1993,41003,label_6_recall,-3.846153846153854
B2-B0,2,1993,fixed_mix_mean,label_6_recall,-2.564102564102569
B2-B0,2,1994,41001,label_6_recall,-3.846153846153854
B2-B0,2,1994,41002,label_6_recall,0.0
B2-B0,2,1994,41003,label_6_recall,-3.846153846153854
B2-B0,2,1994,fixed_mix_mean,label_6_recall,-2.564102564102569
B2-B0,2,1995,41001,label_6_recall,-3.846153846153854
B2-B0,2,1995,41002,label_6_recall,0.0
B2-B0,2,1995,41003,label_6_recall,-3.846153846153854
B2-B0,2,1995,fixed_mix_mean,label_6_recall,-2.564102564102569
B2-B0,2,1993,41001,label_7_recall,0.0
B2-B0,2,1993,41002,label_7_recall,0.0
B2-B0,2,1993,41003,label_7_recall,0.0
B2-B0,2,1993,fixed_mix_mean,label_7_recall,0.0
B2-B0,2,1994,41001,label_7_recall,0.0
B2-B0,2,1994,41002,label_7_recall,0.0
B2-B0,2,1994,41003,label_7_recall,0.0
B2-B0,2,1994,fixed_mix_mean,label_7_recall,0.0
B2-B0,2,1995,41001,label_7_recall,0.0
B2-B0,2,1995,41002,label_7_recall,0.0
B2-B0,2,1995,41003,label_7_recall,0.0
B2-B0,2,1995,fixed_mix_mean,label_7_recall,0.0
B1-B0,0,1993,0,balanced_accuracy,0.0
B1-B0,0,1993,fixed_mix_mean,balanced_accuracy,0.0
B1-B0,0,1994,0,balanced_accuracy,0.0
B1-B0,0,1994,fixed_mix_mean,balanced_accuracy,0.0
B1-B0,0,1995,0,balanced_accuracy,0.0
B1-B0,0,1995,fixed_mix_mean,balanced_accuracy,0.0
B1-B0,0,1993,0,tail_rank2,0.0
B1-B0,0,1993,fixed_mix_mean,tail_rank2,0.0
B1-B0,0,1994,0,tail_rank2,0.0
B1-B0,0,1994,fixed_mix_mean,tail_rank2,0.0
B1-B0,0,1995,0,tail_rank2,0.0
B1-B0,0,1995,fixed_mix_mean,tail_rank2,0.0
B1-B0,0,1993,0,old_macro_recall,
B1-B0,0,1993,fixed_mix_mean,old_macro_recall,
B1-B0,0,1994,0,old_macro_recall,
B1-B0,0,1994,fixed_mix_mean,old_macro_recall,
B1-B0,0,1995,0,old_macro_recall,
B1-B0,0,1995,fixed_mix_mean,old_macro_recall,
B1-B0,0,1993,0,current_macro_recall,0.0
B1-B0,0,1993,fixed_mix_mean,current_macro_recall,0.0
B1-B0,0,1994,0,current_macro_recall,0.0
B1-B0,0,1994,fixed_mix_mean,current_macro_recall,0.0
B1-B0,0,1995,0,current_macro_recall,0.0
B1-B0,0,1995,fixed_mix_mean,current_macro_recall,0.0
B1-B0,0,1993,0,label_6_recall,
B1-B0,0,1993,fixed_mix_mean,label_6_recall,
B1-B0,0,1994,0,label_6_recall,
B1-B0,0,1994,fixed_mix_mean,label_6_recall,
B1-B0,0,1995,0,label_6_recall,0.0
B1-B0,0,1995,fixed_mix_mean,label_6_recall,0.0
B1-B0,0,1993,0,label_7_recall,0.0
B1-B0,0,1993,fixed_mix_mean,label_7_recall,0.0
B1-B0,0,1994,0,label_7_recall,0.0
B1-B0,0,1994,fixed_mix_mean,label_7_recall,0.0
B1-B0,0,1995,0,label_7_recall,
B1-B0,0,1995,fixed_mix_mean,label_7_recall,
B1-B0,1,1993,0,balanced_accuracy,0.0
B1-B0,1,1993,fixed_mix_mean,balanced_accuracy,0.0
B1-B0,1,1994,0,balanced_accuracy,0.0
B1-B0,1,1994,fixed_mix_mean,balanced_accuracy,0.0
B1-B0,1,1995,0,balanced_accuracy,0.0
B1-B0,1,1995,fixed_mix_mean,balanced_accuracy,0.0
B1-B0,1,1993,0,tail_rank2,0.0
B1-B0,1,1993,fixed_mix_mean,tail_rank2,0.0
B1-B0,1,1994,0,tail_rank2,0.0
B1-B0,1,1994,fixed_mix_mean,tail_rank2,0.0
B1-B0,1,1995,0,tail_rank2,0.0
B1-B0,1,1995,fixed_mix_mean,tail_rank2,0.0
B1-B0,1,1993,0,old_macro_recall,0.0
B1-B0,1,1993,fixed_mix_mean,old_macro_recall,0.0
B1-B0,1,1994,0,old_macro_recall,0.0
B1-B0,1,1994,fixed_mix_mean,old_macro_recall,0.0
B1-B0,1,1995,0,old_macro_recall,0.0
B1-B0,1,1995,fixed_mix_mean,old_macro_recall,0.0
B1-B0,1,1993,0,current_macro_recall,0.0
B1-B0,1,1993,fixed_mix_mean,current_macro_recall,0.0
B1-B0,1,1994,0,current_macro_recall,0.0
B1-B0,1,1994,fixed_mix_mean,current_macro_recall,0.0
B1-B0,1,1995,0,current_macro_recall,0.0
B1-B0,1,1995,fixed_mix_mean,current_macro_recall,0.0
B1-B0,1,1993,0,label_6_recall,0.0
B1-B0,1,1993,fixed_mix_mean,label_6_recall,0.0
B1-B0,1,1994,0,label_6_recall,
B1-B0,1,1994,fixed_mix_mean,label_6_recall,
B1-B0,1,1995,0,label_6_recall,0.0
B1-B0,1,1995,fixed_mix_mean,label_6_recall,0.0
B1-B0,1,1993,0,label_7_recall,0.0
B1-B0,1,1993,fixed_mix_mean,label_7_recall,0.0
B1-B0,1,1994,0,label_7_recall,0.0
B1-B0,1,1994,fixed_mix_mean,label_7_recall,0.0
B1-B0,1,1995,0,label_7_recall,
B1-B0,1,1995,fixed_mix_mean,label_7_recall,
B1-B0,2,1993,0,balanced_accuracy,0.0
B1-B0,2,1993,fixed_mix_mean,balanced_accuracy,0.0
B1-B0,2,1994,0,balanced_accuracy,0.0
B1-B0,2,1994,fixed_mix_mean,balanced_accuracy,0.0
B1-B0,2,1995,0,balanced_accuracy,0.0
B1-B0,2,1995,fixed_mix_mean,balanced_accuracy,0.0
B1-B0,2,1993,0,tail_rank2,0.0
B1-B0,2,1993,fixed_mix_mean,tail_rank2,0.0
B1-B0,2,1994,0,tail_rank2,0.0
B1-B0,2,1994,fixed_mix_mean,tail_rank2,0.0
B1-B0,2,1995,0,tail_rank2,0.0
B1-B0,2,1995,fixed_mix_mean,tail_rank2,0.0
B1-B0,2,1993,0,old_macro_recall,0.0
B1-B0,2,1993,fixed_mix_mean,old_macro_recall,0.0
B1-B0,2,1994,0,old_macro_recall,0.0
B1-B0,2,1994,fixed_mix_mean,old_macro_recall,0.0
B1-B0,2,1995,0,old_macro_recall,0.0
B1-B0,2,1995,fixed_mix_mean,old_macro_recall,0.0
B1-B0,2,1993,0,current_macro_recall,0.0
B1-B0,2,1993,fixed_mix_mean,current_macro_recall,0.0
B1-B0,2,1994,0,current_macro_recall,0.0
B1-B0,2,1994,fixed_mix_mean,current_macro_recall,0.0
B1-B0,2,1995,0,current_macro_recall,0.0
B1-B0,2,1995,fixed_mix_mean,current_macro_recall,0.0
B1-B0,2,1993,0,label_6_recall,0.0
B1-B0,2,1993,fixed_mix_mean,label_6_recall,0.0
B1-B0,2,1994,0,label_6_recall,0.0
B1-B0,2,1994,fixed_mix_mean,label_6_recall,0.0
B1-B0,2,1995,0,label_6_recall,0.0
B1-B0,2,1995,fixed_mix_mean,label_6_recall,0.0
B1-B0,2,1993,0,label_7_recall,0.0
B1-B0,2,1993,fixed_mix_mean,label_7_recall,0.0
B1-B0,2,1994,0,label_7_recall,0.0
B1-B0,2,1994,fixed_mix_mean,label_7_recall,0.0
B1-B0,2,1995,0,label_7_recall,0.0
B1-B0,2,1995,fixed_mix_mean,label_7_recall,0.0
