dataset,stream,contrast,metric,mean_difference_pp,paired_sd,low,high,resamples,seed,fixed_models_not_resampled
HK,R,Q10-Q00,BA,33.80810886809553,0.4097677315530268,31.505644229493026,36.174008586108755,2000,46001,True
HK,R,Q10-Q00,tail,14.74702380952381,5.180174731280658,9.44890873015873,20.124999999999996,2000,46001,True
HK,R,Q10-Q00,old,42.62509184032845,1.0808745641048396,39.99701625106476,45.25862516334346,2000,46001,True
HK,R,Q10-Q00,current,-24.971777613457288,7.080859322827406,-26.87042468652741,-22.9125750076557,2000,46001,True
HK,R,Q10-Q00,HM,53.40130873139329,1.9647348546259003,51.192188240574175,55.53626446183551,2000,46001,True
HK,R,Q01-Q00,BA,0.050913056661874734,0.058137791009301394,-0.061420255410025465,0.16921129453098752,2000,46001,True
HK,R,Q01-Q00,tail,0.0,0.0,0.0,0.0,2000,46001,True
HK,R,Q01-Q00,old,-0.03888888888888889,0.06735753140545635,-0.10555555555555556,0.0,2000,46001,True
HK,R,Q01-Q00,current,0.6495926936669699,0.882081351289914,-0.04951475539710763,1.494008422474494,2000,46001,True
HK,R,Q01-Q00,HM,-0.07768125693638842,0.134547883809637,-0.21040342197215192,0.0,2000,46001,True
HK,R,interaction,BA,3.653504625560448,0.5211811009954669,2.277528021989287,5.178986977927529,2000,46001,True
HK,R,interaction,tail,1.9196428571428565,3.113499245386196,-1.4583333333333333,5.654761904761904,2000,46001,True
HK,R,interaction,old,4.038998338486692,1.0407241495170032,2.4550243879895115,5.765371444163432,2000,46001,True
HK,R,interaction,current,1.0835465393854993,2.950384847930441,-0.20726488246876568,2.339691343482777,2000,46001,True
HK,R,interaction,HM,3.498719408747494,0.16092212745502038,2.2331742624601714,4.8104302298380475,2000,46001,True
HK,R,Q11-PT,BA,-10.880294873327182,0.44032989913062975,-13.92721442208603,-7.795923169258267,2000,46001,True
HK,R,Q11-PT,tail,-8.616071428571432,3.9191750453015355,-16.260044642857142,-1.3826884920635003,2000,46001,True
HK,R,Q11-PT,old,-11.370022090744277,0.07778727678372588,-14.940723396796972,-7.884745684812371,2000,46001,True
HK,R,Q11-PT,current,-7.615446757213204,3.6807518036062437,-9.82186618049016,-5.499072264038428,2000,46001,True
HK,R,Q11-PT,HM,-10.471709396988624,1.9086449948214137,-13.03066599944154,-7.8859309967575975,2000,46001,True
HK,R,Q00-PT,BA,-48.39282142364504,0.35389428863802286,-51.44136127807533,-45.343775053828935,2000,46001,True
HK,R,Q00-PT,tail,-25.2827380952381,7.216878364870322,-33.320684523809526,-16.93452380952381,2000,46001,True
HK,R,Q00-PT,old,-57.99522338067053,2.0535078162569302,-61.472361791879806,-54.52670780297469,2000,46001,True
HK,R,Q00-PT,current,15.62319162319161,11.270720351041422,13.434341935851567,17.832818855940495,2000,46001,True
HK,R,Q00-PT,HM,-67.29405628019303,4.02963103436468,-69.88474993017422,-64.61083110156704,2000,46001,True
ISIC,U,Q11-Q00,BA,15.100819837034045,7.809161644366879,11.25357296380243,18.87736044695043,2000,46001,True
ISIC,U,Q11-Q00,tail,11.591880341880342,7.905260997301681,4.540178571428573,19.047894620811284,2000,46001,True
ISIC,U,Q11-Q00,old,27.291437138998106,11.009652681728527,23.016085021857197,31.70031735513924,2000,46001,True
ISIC,U,Q11-Q00,current,-21.471032068858154,3.888704502410857,-28.162044093358446,-15.055949837199842,2000,46001,True
ISIC,U,Q11-Q00,HM,13.83885204452404,11.954271925105395,8.978836328490692,18.382547728975894,2000,46001,True
ISIC,U,Q10-Q00,BA,10.556610428031428,7.654258890313915,6.763683409483749,14.270798022058443,2000,46001,True
ISIC,U,Q10-Q00,tail,6.9444444444444455,8.713489464115094,0.8133870564717629,13.065046296296277,2000,46001,True
ISIC,U,Q10-Q00,old,21.82099782709538,11.713262146629068,17.13270927727007,26.137756808488515,2000,46001,True
ISIC,U,Q10-Q00,current,-23.236551769160467,4.988786487958442,-29.51389490176675,-16.986986986986988,2000,46001,True
ISIC,U,Q10-Q00,HM,10.093067630594208,11.54556066812818,5.356674984934096,14.523585710622156,2000,46001,True
ISIC,U,Q01-Q00,BA,-7.30843049573166,2.7629245373372346,-9.501805563304334,-5.004226918762565,2000,46001,True
ISIC,U,Q01-Q00,tail,-5.448717948717946,5.317519238152901,-10.257745726495724,-0.7218501326260028,2000,46001,True
ISIC,U,Q01-Q00,old,-10.18496003252101,3.5912407221749154,-12.902229162974773,-7.494533867287401,2000,46001,True
ISIC,U,Q01-Q00,current,1.3211581146363802,0.6762091391172792,-2.1306601200218207,4.983101592634058,2000,46001,True
ISIC,U,Q01-Q00,HM,-11.943296384470345,7.74071729696642,-14.951159865324732,-8.814702505027142,2000,46001,True
ISIC,U,interaction,BA,11.852639904734275,2.4246199981902925,8.685296606129944,14.92242561039528,2000,46001,True
ISIC,U,interaction,tail,10.096153846153845,3.7480819113867034,4.642713365539446,16.079117892976594,2000,46001,True
ISIC,U,interaction,old,15.655399344423737,2.6744731497374477,11.697349975127752,19.566532536226592,2000,46001,True
ISIC,U,interaction,current,0.44436158566592826,5.107002632741147,-3.795964670344105,4.619457135761472,2000,46001,True
ISIC,U,interaction,HM,15.689080798400179,7.909655545983801,11.821350650308531,19.43999913490028,2000,46001,True
ISIC,U,Q11-PT,BA,6.004630656340621,0.4064392979352524,2.4092317123030815,9.67154391629494,2000,46001,True
ISIC,U,Q11-PT,tail,-0.37393162393163,3.1823442326082225,-8.196924603174608,6.889225589225594,2000,46001,True
ISIC,U,Q11-PT,old,5.627185688161295,3.6981170628599545,1.889674824838163,9.680436977531667,2000,46001,True
ISIC,U,Q11-PT,current,7.136965560878605,9.512738519652247,0.2802584214153364,14.227248534766641,2000,46001,True
ISIC,U,Q11-PT,HM,7.140517176027049,2.603580652023041,2.659759660482221,11.64142075475717,2000,46001,True
ISIC,U,Q00-PT,BA,-9.096189180693424,7.427014492009557,-13.64932761040264,-4.6755530552605284,2000,46001,True
ISIC,U,Q00-PT,tail,-11.965811965811973,7.625803148369445,-22.32200091575091,-2.531669719169729,2000,46001,True
ISIC,U,Q00-PT,old,-21.66425145083681,7.839541533963501,-26.63969376692667,-16.90867605710442,2000,46001,True
ISIC,U,Q00-PT,current,28.60799762973676,6.537727107628908,20.62863996844975,36.85706627680312,2000,46001,True
ISIC,U,Q00-PT,HM,-6.6983348684969926,14.328276141601549,-12.218232945451403,-0.9573674004238862,2000,46001,True
ISIC,U,Q11-Risk-Q11,BA,-0.2790096082779006,0.31497953515900756,-0.9156506210456421,0.3637434742983975,2000,46001,True
ISIC,U,Q11-Risk-Q11,tail,0.0,0.0,0.0,0.0,2000,46001,True
ISIC,U,Q11-Risk-Q11,old,-0.37201281103719214,0.6832789983280712,-1.172570422570418,0.4266545743867113,2000,46001,True
ISIC,U,Q11-Risk-Q11,current,-2.3684757858670005e-15,1.086956521739129,-1.0869565217391302,1.0869565217391302,2000,46001,True
ISIC,U,Q11-Risk-Q11,HM,-0.20973666760862622,0.2820081387488889,-0.8702638228100034,0.43882157368839825,2000,46001,True
ISIC,R,Q11-Q00,BA,19.501751515603583,5.974238890285462,15.550117930229487,23.413251172337866,2000,46001,True
ISIC,R,Q11-Q00,tail,26.175213675213673,25.511659499846665,18.025,33.95061728395061,2000,46001,True
ISIC,R,Q11-Q00,old,38.54449708108245,8.876958918482236,33.90732361263783,43.139142679092394,2000,46001,True
ISIC,R,Q11-Q00,current,-37.62648518083301,2.7870224796864425,-44.10479656266269,-30.870343991409726,2000,46001,True
ISIC,R,Q11-Q00,HM,36.21252118135081,7.70257372785476,30.78256454116272,40.85460836118851,2000,46001,True
ISIC,R,Q10-Q00,BA,15.632102657221957,7.367559338715366,11.842363268277134,19.336662696111823,2000,46001,True
ISIC,R,Q10-Q00,tail,22.222222222222218,29.06537662294466,13.46099887766554,30.43611111111111,2000,46001,True
ISIC,R,Q10-Q00,old,34.60047844194185,9.615031130371166,30.233790104506138,38.838129919176666,2000,46001,True
ISIC,R,Q10-Q00,current,-41.27302469693774,3.285177728671873,-47.35400704784462,-35.10530584853094,2000,46001,True
ISIC,R,Q10-Q00,HM,32.506245434087674,9.294925192671505,27.380723417190158,37.07123301580611,2000,46001,True
ISIC,R,Q01-Q00,BA,-0.17488794662707777,0.9637473326064008,-1.2623170232545227,0.8568888269511175,2000,46001,True
ISIC,R,Q01-Q00,tail,-2.6709401709401726,4.914239586370479,-6.2567099567099556,0.6410256410256412,2000,46001,True
ISIC,R,Q01-Q00,old,-0.998769748769749,1.5409959265434736,-2.017362059028726,-0.15426698058277027,2000,46001,True
ISIC,R,Q01-Q00,current,2.2967574598009364,2.033820159415096,-0.7897725993470645,5.4454521829521845,2000,46001,True
ISIC,R,Q01-Q00,HM,-1.927902739131737,3.003385918282875,-3.7941624455687353,-0.2972196060955739,2000,46001,True
ISIC,R,interaction,BA,4.044536805008703,0.8984948530922608,2.018286657139887,6.124121955592825,2000,46001,True
ISIC,R,interaction,tail,6.623931623931625,2.2682557420472396,2.3809523809523823,11.67491373360938,2000,46001,True
ISIC,R,interaction,old,4.942788387910338,1.1099824613307272,2.522442846843158,7.336901897944368,2000,46001,True
ISIC,R,interaction,current,1.3497820563037923,3.7537694482459605,-2.4628907180990516,5.4754812618943065,2000,46001,True
ISIC,R,interaction,HM,5.634178486394879,2.5893487393514922,3.0191480046080637,8.529454407321666,2000,46001,True
ISIC,R,Q11-PT,BA,-15.775514887723267,9.915882265619787,-20.446728914607476,-10.931426882163757,2000,46001,True
ISIC,R,Q11-PT,tail,-19.07051282051283,10.202432078459617,-29.419128576737272,-9.126432980599654,2000,46001,True
ISIC,R,Q11-PT,old,-15.918934028690126,9.66439057819158,-20.856036464803047,-11.014796306724774,2000,46001,True
ISIC,R,Q11-PT,current,-15.345257464822682,13.799162590651594,-24.75693029986508,-5.748673086702261,2000,46001,True
ISIC,R,Q11-PT,HM,-15.036328645113679,10.725215137974649,-21.02209245068193,-9.150291727162074,2000,46001,True
ISIC,R,Q00-PT,BA,-35.27726640332685,4.41166138492295,-40.98570543023836,-29.818348358414593,2000,46001,True
ISIC,R,Q00-PT,tail,-45.2457264957265,15.718477232786958,-55.28384038800706,-33.997023809523824,2000,46001,True
ISIC,R,Q00-PT,old,-54.463431109772564,4.60986945759937,-60.29886494217982,-48.69480207958468,2000,46001,True
ISIC,R,Q00-PT,current,22.281227716010324,16.281527035062084,12.277952680941814,32.0845973964395,2000,46001,True
ISIC,R,Q00-PT,HM,-51.24884982646449,3.785873418977391,-57.766189543782204,-44.39551261784065,2000,46001,True
