dataset,seed,task,method,seen,known,n_images,balanced_accuracy,accuracy,macro_f1,zero_recall_classes,head_recall,mid_recall,tail_recall,old_macro_recall,current_macro_recall,restricted_current_BA,restricted_current_accuracy,HM,restricted_old_BA,restricted_old_accuracy
HK,1994,11,CT-J-Stale,23,20,1698,12.591955359218787,23.14487632508834,5.106526183609674,"[22, 16, 12, 13, 21, 4, 19, 17, 6, 11, 3, 15, 0, 9, 5, 7, 18, 1, 14]",24.83823529411765,12.987012987012987,0.0,0.03333333333333333,96.31610219845514,96.31610219845514,97.75561097256858,0.06664360247111682,15.890126607029357,27.293754818812644
HK,1994,11,PT-CB,23,20,1698,61.12772365602368,82.68551236749117,55.52510872088553,"[21, 19, 6, 5]",90.03133525529338,59.5369129453751,33.61607142857143,60.47338870446314,65.48995666642726,92.92929292929294,96.50872817955111,62.881778728028834,62.02796097584955,84.8882035466461
HK,1994,11,CT-Risk,23,20,1698,13.967449430365031,26.089517078916373,6.835522015721744,"[22, 16, 12, 13, 21, 4, 19, 17, 6, 11, 3, 15, 0, 9, 5, 7, 18, 1, 14]",29.171568627450984,12.554112554112553,0.0,1.7666666666666668,95.30600118835413,95.30600118835414,97.2568578553616,3.4690287009362404,11.728208373395077,18.88974556669237
HK,1994,1,CT-ConCM-CB,2,0,29,100.0,100.0,100.0,[],,100.0,100.0,,100.0,100.0,100.0,,,
HK,1994,1,CT-ConCM,2,0,29,100.0,100.0,100.0,[],,100.0,100.0,,100.0,100.0,100.0,,,
HK,1994,2,CT-ConCM-CB,4,2,230,80.01524390243902,95.21739130434783,79.90739240065314,[],97.5,98.78048780487805,25.0,62.5,97.53048780487805,99.375,99.00497512437812,76.18117736711754,100.0,100.0
HK,1994,2,CT-ConCM,4,2,230,69.27700348432056,79.13043478260869,59.850427350427346,[],90.0,43.55400696864112,100.0,64.28571428571429,74.26829268292683,95.1219512195122,98.00995024875621,68.91738966427764,100.0,100.0
HK,1994,3,CT-ConCM-CB,6,4,399,64.50264843557527,89.22305764411027,54.80727734060108,[22],95.94696969696969,47.5609756097561,50.0,53.15548780487805,87.19696969696969,100.0,100.0,66.04797011535865,71.79388066202091,90.8695652173913
HK,1994,3,CT-ConCM,6,4,399,61.169106130996376,84.71177944862156,52.45394215033684,[16],90.14204545454545,55.865272938443674,37.5,50.27638646922183,82.95454545454545,87.5,99.40828402366864,62.60790533294088,58.044243612078986,84.78260869565217
HK,1994,4,CT-ConCM-CB,8,6,406,55.95511132668145,80.78817733990148,38.76435955069425,"[22, 16, 19]",86.25946969696969,47.5609756097561,45.0,61.273481768908596,40.0,50.0,71.42857142857143,48.40238980524106,64.4994918699187,88.97243107769424
HK,1994,4,CT-ConCM,8,6,406,52.618239230281915,83.2512315270936,43.469750742329936,"[16, 19]",89.48863636363637,53.484320557491294,33.75,60.157652307042554,30.0,75.0,85.71428571428571,40.034972584801935,60.782652307042554,85.46365914786968
HK,1994,5,CT-ConCM-CB,10,8,468,38.5512617463837,73.71794871794873,29.659055992628446,"[16, 21, 19, 6]",84.39393939393939,38.908246225319395,20.0,35.689077182979624,50.0,100.0,100.0,41.64950581364007,50.969909790412835,80.04926108374384
HK,1994,5,CT-ConCM,10,8,468,40.62641350386252,73.07692307692307,33.437117986043184,"[21, 19, 6]",82.46212121212122,42.94663087146094,22.5,39.512525076549466,45.08196721311475,50.0,98.38709677419355,42.113908643341254,54.07807385703727,77.0935960591133
HK,1994,6,CT-ConCM-CB,12,10,748,17.143489195231,38.23529411764706,10.416871587880443,"[22, 16, 12, 21, 19, 17, 6]",50.61079545454545,1.092896174863388,0.0,0.5721870342771982,100.0,100.0,100.0,1.1378633619296443,44.687705004578255,69.23076923076923
HK,1994,6,CT-ConCM,12,10,748,27.02742690389033,46.79144385026738,23.024966638720677,"[21, 19, 17, 6]",54.91929352559305,26.550649581437266,5.0,13.14701305624936,96.42949614209519,100.0,100.0,23.139263224618688,37.0530281393936,76.28205128205127
HK,1994,7,CT-ConCM-CB,14,12,919,22.036782413899083,36.6702937976061,10.920527683170642,"[22, 16, 12, 13, 21, 19, 17, 6, 11]",41.70299075891743,0.0,16.666666666666668,9.093725824345677,99.6951219512195,99.6951219512195,99.41520467836257,16.667151524932795,18.488333161877758,39.037433155080215
HK,1994,7,CT-ConCM,14,12,919,22.2771022485286,43.52557127312296,15.759656589527232,"[16, 13, 21, 19, 17, 6, 11]",52.36427189402178,2.400309717382888,7.142857142857142,14.33925575917187,69.90418118466899,71.42857142857143,97.6608187134503,23.79708067491763,22.11748433479248,40.50802139037433
HK,1994,8,CT-ConCM-CB,16,14,941,18.686252771618626,19.978746014877792,8.108576044797424,"[22, 16, 12, 13, 21, 19, 17, 6, 11, 3, 5]",19.7960088691796,0.0,25.0,14.212860310421288,50.0,50.0,95.45454545454545,22.133977900552487,23.65437033061703,39.608269858541895
HK,1994,8,CT-ConCM,16,14,941,25.199229949016342,35.06907545164719,14.601711208924554,"[22, 16, 12, 13, 21, 19, 17, 6, 11, 5]",40.63753583685229,0.0,25.0,21.65626279887582,50.0,50.0,95.45454545454545,30.222428512160104,22.897228347748776,36.56147986942329
HK,1994,9,CT-ConCM-CB,18,16,1087,12.786359063069618,13.615455381784727,5.565394817985477,"[22, 16, 12, 13, 21, 4, 19, 17, 6, 11, 3, 0, 9, 5]",0.16260162601626016,37.29686242960579,5.357142857142857,2.7293844367015097,93.24215607401447,93.24215607401449,94.52054794520548,5.303524113057079,19.154689314750293,13.708820403825717
HK,1994,9,CT-ConCM,18,16,1087,18.85230002967303,22.355105795768168,14.615940380908546,"[22, 16, 21, 19, 17, 6, 11, 5]",11.506755452615325,41.123429416112344,9.523809523809524,10.034595109139733,89.39393939393939,89.39393939393939,95.2054794520548,18.04375356656551,25.02340321204286,27.09883103081828
HK,1994,10,CT-ConCM-CB,20,18,1297,10.0,16.191210485736317,2.9346449807936485,"[22, 16, 12, 13, 21, 4, 19, 17, 6, 11, 3, 15, 0, 9, 5, 7, 18, 1]",16.666666666666668,16.666666666666668,0.0,0.0,100.0,100.0,100.0,0.0,16.356572674832982,10.9475620975161
HK,1994,10,CT-ConCM,20,18,1297,16.286423807502384,21.66538164996145,11.29505223272266,"[22, 16, 12, 21, 19, 17, 6, 11, 5]",22.31158240396822,20.071735049611153,8.928571428571429,7.0775079342619085,99.16666666666666,100.0,100.0,13.212072526026384,19.746430090178936,21.435142594296227
HK,1994,11,CT-ConCM-CB,23,20,1698,12.348608197713057,22.85041224970554,6.065037986853493,"[22, 16, 12, 13, 21, 4, 19, 17, 6, 11, 3, 15, 0, 9, 5, 7, 18, 1]",24.687854629031097,12.35930735930736,0.0,0.11666666666666667,93.89488507135565,93.89488507135567,96.25935162094763,0.23304377080916525,11.882720376968162,18.658442559753276
HK,1994,11,CT-ConCM,23,20,1698,21.522500927572185,36.042402826855124,17.34895767133926,"[22, 16, 13, 21, 19, 17, 6, 11, 5, 7]",40.80555719868767,20.00023359617575,3.5714285714285716,11.403422866313637,88.98302133596252,90.64671711730536,94.51371571072319,20.216096471582798,23.128655505042637,30.37779491133385
HK,1995,1,CT-J-CB,2,0,324,98.4375,98.4567901234568,98.45559845559846,[],98.4375,,,,98.4375,98.4375,98.4567901234568,,,
HK,1995,1,CT-J-Stale,2,0,324,98.4375,98.4567901234568,98.45559845559846,[],98.4375,,,,98.4375,98.4375,98.4567901234568,,,
HK,1995,1,PT-CB,2,0,324,98.4375,98.4567901234568,98.45559845559846,[],98.4375,,,,98.4375,98.4375,98.4567901234568,,,
HK,1995,1,CT-Risk,2,0,324,98.4375,98.4567901234568,98.45559845559846,[],98.4375,,,,98.4375,98.4375,98.4567901234568,,,
HK,1995,2,CT-J-CB,4,2,392,98.75381097560975,97.95918367346938,97.10866303890656,[],97.5076219512195,100.0,100.0,97.5076219512195,100.0,100.0,100.0,98.73808513101531,98.4375,98.4567901234568
HK,1995,2,CT-J-Stale,4,2,392,98.1326219512195,96.93877551020408,95.00690935786156,[],96.26524390243902,100.0,100.0,96.26524390243902,100.0,100.0,100.0,98.0970873786408,98.125,98.14814814814815
HK,1995,2,PT-CB,4,2,392,98.75381097560975,97.95918367346938,97.10866303890656,[],97.5076219512195,100.0,100.0,97.5076219512195,100.0,100.0,100.0,98.73808513101531,98.4375,98.4567901234568
HK,1995,2,CT-Risk,4,2,392,98.75381097560975,97.95918367346938,97.10866303890656,[],97.5076219512195,100.0,100.0,97.5076219512195,100.0,100.0,100.0,98.73808513101531,98.4375,98.4567901234568
HK,1995,3,CT-J-CB,6,4,516,82.37212059620596,98.06201550387597,80.23891740453503,[5],98.07757452574526,100.0,50.0,98.76143292682927,49.59349593495935,100.0,100.0,66.0298213206048,98.9138719512195,98.21428571428571
HK,1995,3,CT-J-Stale,6,4,516,79.09976287262872,95.15503875968993,78.72609777126716,[5],97.08841463414633,83.33333333333333,50.0,93.64964430894308,50.0,100.0,100.0,65.19309167764699,97.97256097560975,96.68367346938776
HK,1995,3,PT-CB,6,4,516,82.57537262872629,98.44961240310077,81.36209729964085,[5],98.4840785907859,100.0,50.0,99.06631097560975,49.59349593495935,100.0,100.0,66.09782149947114,99.06631097560977,98.46938775510205
HK,1995,3,CT-Risk,6,4,516,82.37212059620596,98.06201550387597,80.23891740453503,[5],98.07757452574526,100.0,50.0,98.76143292682927,49.59349593495935,100.0,100.0,66.0298213206048,98.9138719512195,98.21428571428571
HK,1995,4,CT-J-CB,8,6,670,71.5847306910569,92.08955223880596,68.21033072219095,"[16, 5]",90.89261517615176,100.0,0.0,62.11297425474255,100.0,100.0,100.0,76.62924517952389,81.95291327913279,97.28682170542635
HK,1995,4,CT-J-Stale,8,6,670,46.34717987804878,49.25373134328358,38.44493751239011,"[16, 5]",34.1480352303523,89.44444444444444,0.0,28.462906504065035,100.0,100.0,100.0,44.31303522338468,81.2525406504065,95.93023255813954
HK,1995,4,PT-CB,8,6,670,85.0241361788618,97.76119402985076,81.87017027696041,[5],98.27574525745257,95.1219512195122,50.0,82.47120596205961,92.6829268292683,100.0,100.0,87.27938788414968,82.5753726287263,98.44961240310077
HK,1995,4,CT-Risk,8,6,670,71.5847306910569,92.08955223880596,68.21033072219095,"[16, 5]",90.89261517615176,100.0,0.0,62.11297425474255,100.0,100.0,100.0,76.62924517952389,81.95291327913279,97.28682170542635
HK,1995,5,CT-J-CB,10,8,844,65.77070722346066,75.59241706161137,57.46112680642289,"[16, 5]",71.66713992507572,92.7596281335759,0.0,57.89032147096914,97.2922502334267,97.2922502334267,98.85057471264368,72.58907467232673,68.98246951219512,87.46268656716418
HK,1995,5,CT-J-Stale,10,8,844,33.35834842066908,33.53080568720379,19.800464269546804,"[9, 16, 5, 1]",40.84650984377491,42.549361207897796,0.0,17.374872967479675,97.2922502334267,97.2922502334267,98.85057471264368,29.484309736527372,47.26943597560976,52.23880597014925
HK,1995,5,PT-CB,10,8,844,87.66514227642276,97.74881516587678,84.34144829761865,[5],98.23805894308943,95.92479674796748,50.0,84.58142784552845,100.0,100.0,100.0,91.64673697974914,85.02413617886178,97.76119402985076
HK,1995,5,CT-Risk,10,8,844,65.77070722346066,75.59241706161137,57.46112680642289,"[16, 5]",71.66713992507572,92.7596281335759,0.0,57.89032147096914,97.2922502334267,97.2922502334267,98.85057471264368,72.58907467232673,68.98246951219512,87.46268656716418
HK,1995,6,CT-J-CB,12,10,851,55.18170638371904,53.5840188014101,42.77920041488115,"[16, 19]",53.12925932568149,62.41585982547562,50.0,56.218047660462844,50.0,50.0,71.42857142857143,52.927020312188134,71.41988054125169,72.74881516587678
HK,1995,6,CT-J-Stale,12,10,851,19.966901564148696,16.45123384253819,15.887777541643434,"[9, 16, 5, 1, 19]",19.684386457835167,15.216318234610918,25.0,13.960281876978433,50.0,50.0,71.42857142857143,21.826485855440286,41.4903256143813,44.19431279620853
HK,1995,6,PT-CB,12,10,851,80.57459975860263,96.82726204465335,76.0536307282323,"[5, 19]",97.59923481587758,94.12456445993031,50.0,86.68951971032315,50.0,75.0,85.71428571428571,63.42075083301073,87.42428861788618,97.6303317535545
HK,1995,6,CT-Risk,12,10,851,55.18170638371904,53.5840188014101,42.77920041488115,"[16, 19]",53.12925932568149,62.41585982547562,50.0,56.218047660462844,50.0,50.0,71.42857142857143,52.927020312188134,71.41988054125169,72.74881516587678
HK,1995,7,CT-J-CB,14,12,885,24.944381709966724,34.463276836158194,24.71860674824166,"[16, 5, 19, 17, 6]",38.16438008130081,39.31276472286616,0.0,22.536122095971276,39.39393939393939,43.93939393939394,85.29411764705883,28.670619943361253,57.369210267446306,59.34195064629847
HK,1995,7,CT-J-Stale,14,12,885,8.692620895364797,7.457627118644068,4.061334578064693,"[9, 16, 5, 12, 1, 8, 22, 19, 17, 6]",6.8635670731707314,18.848484848484848,0.0,2.565633468834688,45.45454545454545,45.45454545454545,88.23529411764706,4.857112394975665,45.207976901639135,44.535840188014106
HK,1995,7,PT-CB,14,12,885,68.10228526000199,93.89830508474576,64.2110421523769,"[5, 19, 6]",97.59923481587758,80.60701087530356,32.0,76.16983785384072,19.696969696969695,46.96969696969697,91.17647058823529,31.299988522826588,78.37221880622168,96.4747356051704
HK,1995,7,CT-Risk,14,12,885,25.063429329014337,34.57627118644068,24.91961061831028,"[16, 5, 19, 17, 6]",38.16438008130081,39.646098056199506,0.0,22.675010984860165,39.39393939393939,43.93939393939394,85.29411764705883,28.78276507152262,57.55891216446528,59.57696827262045
HK,1995,8,CT-J-CB,16,14,958,20.6950980227838,25.469728601252612,12.800434369891537,"[9, 16, 5, 12, 22, 19, 17, 18, 6]",27.92687908496732,19.902342004111915,16.666666666666668,9.474051419978021,99.24242424242425,99.24242424242425,98.63013698630137,17.2968784094086,47.93411246089001,59.548022598870055
HK,1995,8,CT-J-Stale,16,14,958,13.671239837398373,9.916492693110648,3.464757148692669,"[9, 13, 16, 5, 12, 1, 8, 22, 19, 17, 18, 6]",4.2682926829268295,16.944444444444446,16.666666666666668,1.3385598141695705,100.0,100.0,100.0,2.6417581158133006,28.059637586565344,45.98870056497175
HK,1995,8,PT-CB,16,14,958,63.211026361302096,89.03966597077245,59.694490353209375,"[5, 19, 6]",97.74452514745737,71.07829162707212,32.32142857142858,64.86640489529144,51.62337662337662,100.0,100.0,57.49213032179029,67.93564256818766,94.01129943502825
HK,1995,8,CT-Risk,16,14,958,20.877389689450467,25.78288100208768,13.157569025722553,"[9, 16, 5, 12, 22, 19, 17, 18, 6]",28.23937908496732,20.180119781889694,16.666666666666668,9.682384753311355,99.24242424242425,99.24242424242425,98.63013698630137,17.643424748243074,47.45328376577561,60.22598870056497
HK,1995,9,CT-J-CB,18,16,1176,14.727706800877533,21.51360544217687,5.889227653019665,"[9, 13, 16, 14, 5, 12, 1, 8, 22, 19, 17, 18, 6]",20.16260162601626,21.428571428571427,2.380952380952381,4.0686701509872245,100.0,100.0,100.0,7.819202734279636,18.86717848250057,21.08559498956159
HK,1995,9,CT-J-Stale,18,16,1176,11.472448057813912,19.217687074829932,3.99525791663764,"[9, 13, 16, 14, 5, 12, 1, 8, 22, 19, 17, 18, 6, 20, 0]",21.30081300813008,14.285714285714286,0.0,0.4065040650406504,100.0,100.0,100.0,0.8097165991902834,15.35460220673635,15.1356993736952
HK,1995,9,PT-CB,18,16,1176,63.49804576757083,88.09523809523809,59.04594166688921,"[5, 19, 6]",97.94323158293405,67.40287063900476,30.23809523809524,62.04888089751791,75.09136472799415,100.0,100.0,67.94993147617078,62.98256992190816,88.83089770354906
HK,1995,9,CT-Risk,18,16,1176,14.727706800877533,21.51360544217687,5.898834984435332,"[9, 13, 16, 14, 5, 12, 1, 8, 22, 19, 17, 18, 6]",20.16260162601626,21.428571428571427,2.380952380952381,4.0686701509872245,100.0,100.0,100.0,7.819202734279636,19.033107686040392,21.39874739039666
HK,1995,10,CT-J-CB,20,18,1362,11.074449201211234,14.977973568281937,4.1539890549726,"[9, 13, 16, 14, 15, 5, 12, 1, 8, 22, 19, 17, 18, 6, 20, 0]",17.515923566878982,2.34192037470726,14.285714285714286,1.1938324457902612,100.0,100.0,100.0,2.359496457315814,12.100513330021528,19.5578231292517
HK,1995,10,CT-J-Stale,20,18,1362,10.16260162601626,13.950073421439061,2.8047642273867734,"[9, 13, 16, 14, 5, 12, 1, 8, 22, 19, 17, 18, 6, 20, 0, 3, 11]",17.208672086720867,0.0,14.285714285714286,0.18066847335140018,100.0,100.0,100.0,0.36068530207394045,11.297743144554978,16.666666666666664
HK,1995,10,PT-CB,20,18,1362,61.0726327781814,88.1791483113069,57.125952198062095,"[5, 19, 6, 21]",98.18185965244504,64.4189894600552,25.918367346938776,62.30292530909045,50.0,100.0,100.0,55.47756226083568,63.16415028535967,87.58503401360545
HK,1995,10,CT-Risk,20,18,1362,10.99248198809648,14.904552129221733,4.039569325676616,"[9, 13, 16, 14, 15, 5, 12, 1, 8, 22, 19, 17, 18, 6, 20, 0]",17.515923566878982,2.107728337236534,14.285714285714286,1.1027577645516458,100.0,100.0,100.0,2.1814593171033985,12.332339791356185,19.812925170068027
HK,1995,11,CT-J-CB,23,20,1698,14.202102245580507,20.023557126030624,4.257028580730453,"[9, 13, 16, 14, 15, 5, 12, 1, 8, 22, 19, 17, 18, 6, 20, 0, 3, 11]",25.206043956043956,0.0,15.625,1.3324175824175826,100.0,100.0,100.0,2.62979530974651,11.454237394657405,16.152716593245227
HK,1995,11,CT-J-Stale,23,20,1698,13.043478260869565,19.78798586572438,3.822955409411032,"[9, 13, 16, 14, 15, 5, 12, 1, 8, 22, 19, 17, 18, 6, 20, 0, 3, 11, 2, 21]",25.0,0.0,12.5,0.0,100.0,100.0,100.0,0.0,25.3714127184096,31.938325991189426
HK,1995,11,PT-CB,23,20,1698,61.12772365602366,82.68551236749117,55.52510872088553,"[5, 19, 6, 21]",90.0313352552934,59.5369129453751,33.61607142857143,56.99991250745751,88.64646464646465,99.33333333333333,99.10714285714286,69.38505203742845,61.27368221494513,87.51835535976505
HK,1995,11,CT-Risk,23,20,1698,14.202102245580507,20.023557126030624,4.247802290579148,"[9, 13, 16, 14, 15, 5, 12, 1, 8, 22, 19, 17, 18, 6, 20, 0, 3, 11]",25.206043956043956,0.0,15.625,1.3324175824175826,100.0,100.0,100.0,2.62979530974651,11.571489856729903,16.44640234948605
HK,1995,1,CT-ConCM-CB,2,0,324,98.4375,98.4567901234568,98.45559845559846,[],98.4375,,,,98.4375,98.4375,98.4567901234568,,,
HK,1995,1,CT-ConCM,2,0,324,98.16310975609755,98.14814814814815,98.14814814814815,[],98.16310975609755,,,,98.16310975609755,98.16310975609757,98.14814814814815,,,
HK,1995,2,CT-ConCM-CB,4,2,392,98.91006097560975,98.21428571428571,97.26422518823097,[],97.8201219512195,100.0,100.0,97.8201219512195,100.0,100.0,100.0,98.89805039685596,98.75,98.76543209876543
HK,1995,2,CT-ConCM,4,2,392,87.94334349593497,83.41836734693877,72.50065246971744,[],82.5533536585366,86.66666666666667,100.0,82.5533536585366,93.33333333333334,100.0,100.0,87.61299455430529,97.54573170731707,97.53086419753086
HK,1995,3,CT-ConCM-CB,6,4,516,82.47120596205961,98.25581395348837,81.17704588305,[5],98.27574525745257,100.0,50.0,98.91006097560975,49.59349593495935,100.0,100.0,66.06300628710895,98.91006097560975,98.21428571428571
HK,1995,3,CT-ConCM,6,4,516,77.13075880758807,92.44186046511628,75.16418002656535,[5],94.8170731707317,78.33333333333333,50.0,90.6961382113821,50.0,100.0,100.0,64.46242190039366,96.8826219512195,94.89795918367348
HK,1995,4,CT-ConCM-CB,8,6,670,70.40713922764228,90.59701492537313,67.05950957853284,"[16, 5]",89.1209349593496,98.63143631436314,0.0,60.949356368563684,98.78048780487805,98.78048780487805,99.35064935064936,75.38487481328323,82.36703929539296,98.06201550387597
HK,1995,4,CT-ConCM,8,6,670,75.28010670731707,85.5223880597015,69.59062905735121,[5],83.0030487804878,88.57723577235772,43.75,71.91819105691057,85.3658536585366,100.0,100.0,78.06714004917683,75.44969512195122,90.11627906976744
HK,1995,5,CT-ConCM-CB,10,8,844,73.72959385567307,74.52606635071089,57.62684137772084,[16],72.20782520325203,87.11615943593064,50.0,67.16199231959135,100.0,100.0,100.0,80.3555777095389,79.5630081300813,85.97014925373134
HK,1995,5,CT-ConCM,10,8,844,74.24234701255133,87.67772511848341,70.82535402454766,[5],86.55535130718954,95.9255162241888,6.25,67.8846331120944,99.67320261437908,100.0,100.0,80.76350188277739,71.84451219512195,90.59701492537313
HK,1995,6,CT-ConCM-CB,12,10,851,64.93443508419988,68.50763807285546,50.06756219354915,"[16, 19]",69.01691774270684,75.78638750989279,50.0,67.92132210103986,50.0,50.0,71.42857142857143,57.59884717272934,75.806667745881,77.96208530805687
HK,1995,6,CT-ConCM,12,10,851,60.07752466498507,84.13631022326675,59.029270489801455,"[16, 5, 19]",90.42062709230034,84.81194690265487,5.0,70.09302959798208,10.0,50.0,71.42857142857143,17.502903798197202,70.09302959798208,84.71563981042654
HK,1995,7,CT-ConCM-CB,14,12,885,32.06672827759258,40.33898305084746,28.886771162796215,"[16, 5, 19, 17, 6]",39.49847062808864,58.18806267478833,0.0,30.087950667292358,43.93939393939394,43.93939393939394,85.29411764705883,35.71778304958408,53.60014186982801,62.632197414806114
HK,1995,7,CT-ConCM,14,12,885,34.53650138148517,51.186440677966104,30.262491536424747,"[16, 5, 19, 17, 6]",60.093505898294275,48.62739914952304,0.0,34.98955464203573,31.818181818181817,48.484848484848484,94.11764705882352,33.328595468892956,40.44082057421861,51.93889541715628
HK,1995,8,CT-ConCM-CB,16,14,958,13.728981892091648,10.125260960334028,3.681720139879078,"[9, 13, 16, 5, 12, 1, 8, 22, 19, 17, 18, 6]",4.878048780487805,16.691919191919194,16.666666666666668,1.5127758420441348,99.24242424242425,99.24242424242425,98.63013698630137,2.980124931993018,18.37916056480085,13.559322033898304
HK,1995,8,CT-ConCM,16,14,958,13.414634146341463,9.498956158663884,3.0760484997307724,"[9, 13, 16, 14, 5, 12, 1, 8, 22, 19, 17, 18, 6]",3.658536585365854,16.666666666666668,16.666666666666668,1.0452961672473868,100.0,100.0,100.0,2.0689655172413794,10.624915154531877,6.779661016949152
HK,1995,9,CT-ConCM-CB,18,16,1176,11.562782294489612,19.387755102040817,4.174087308020222,"[9, 13, 16, 14, 5, 12, 1, 8, 22, 19, 17, 18, 6, 20, 0]",21.6260162601626,14.285714285714286,0.0,0.508130081300813,100.0,100.0,100.0,1.0111223458038423,13.596835327411055,10.647181628392484
HK,1995,9,CT-ConCM,18,16,1176,16.019315520268457,28.401360544217685,11.697742463441054,"[14, 5, 12, 8, 22, 19, 17, 18, 6, 20, 0]",31.322154471544717,17.03384385815838,2.0833333333333335,6.034025042269228,95.90163934426229,99.18032786885246,99.54128440366972,11.353688561908443,27.52775873596795,38.72651356993737
HK,1995,10,CT-ConCM-CB,20,18,1362,10.040650406504065,13.729809104258445,2.750016865159697,"[9, 13, 16, 14, 5, 12, 1, 8, 22, 19, 17, 18, 6, 20, 0, 3, 11]",16.802168021680217,0.0,14.285714285714286,0.045167118337850046,100.0,100.0,100.0,0.09029345372460497,8.486869802343612,15.731292517006803
HK,1995,10,CT-ConCM,20,18,1362,9.159723450337998,19.750367107195302,6.3849071697839195,"[13, 16, 5, 12, 8, 22, 19, 17, 18, 6, 0, 11, 21]",24.146427770010188,5.473700340956979,0.0,4.621914944819998,50.0,87.5,99.46236559139786,8.4616494121254,16.816597006170973,23.299319727891156
HK,1995,11,CT-ConCM-CB,23,20,1698,13.043478260869565,19.78798586572438,3.817639977506164,"[9, 13, 16, 14, 15, 5, 12, 1, 8, 22, 19, 17, 18, 6, 20, 0, 3, 11, 2, 21]",25.0,0.0,12.5,0.0,100.0,100.0,100.0,0.0,9.835164835164836,13.215859030837004
HK,1995,11,CT-ConCM,23,20,1698,12.112624694146435,20.200235571260304,4.758199653684354,"[9, 16, 14, 15, 5, 12, 1, 8, 22, 19, 17, 18, 6, 20, 0, 3, 11, 21]",25.895224567099564,0.0,8.928571428571429,0.38839285714285715,90.27417027417027,93.65079365079364,98.80952380952381,0.773458011951486,10.978375397805303,9.985315712187958
ISIC,1993,1,CT-J-CB,2,0,85,97.5609756097561,97.6470588235294,97.63888888888889,[],100.0,95.1219512195122,,,97.5609756097561,97.5609756097561,97.6470588235294,,,
ISIC,1993,1,CT-J-Stale,2,0,85,97.5609756097561,97.6470588235294,97.63888888888889,[],100.0,95.1219512195122,,,97.5609756097561,97.5609756097561,97.6470588235294,,,
ISIC,1993,1,PT-CB,2,0,85,95.28824833702882,95.29411764705881,95.28824833702882,[],95.45454545454545,95.1219512195122,,,95.28824833702882,95.28824833702882,95.29411764705881,,,
ISIC,1993,1,CT-Risk,2,0,85,97.5609756097561,97.6470588235294,97.63888888888889,[],100.0,95.1219512195122,,,97.5609756097561,97.5609756097561,97.6470588235294,,,
ISIC,1993,2,CT-J-CB,4,2,149,69.31217664449372,71.14093959731544,70.8650194876111,[],79.54545454545455,71.76829268292683,54.166666666666664,69.04101995565411,69.58333333333333,81.25,85.9375,69.31111585036689,95.28824833702882,95.29411764705881
ISIC,1993,2,CT-J-Stale,4,2,149,58.7070399113082,57.71812080536913,59.387722916509354,[],43.18181818181818,64.57317073170732,62.5,38.66407982261641,78.75,80.0,84.375,51.86424474187381,94.15188470066518,94.11764705882352
ISIC,1993,2,PT-CB,4,2,149,67.86446784922394,70.46979865771812,68.25787558647984,[],90.9090909090909,65.27439024390245,50.0,84.47893569844788,51.25,78.33333333333333,81.25,63.79694104674195,96.42461197339246,96.47058823529412
ISIC,1993,2,CT-Risk,4,2,149,69.31217664449372,71.14093959731544,70.8650194876111,[],79.54545454545455,71.76829268292683,54.166666666666664,69.04101995565411,69.58333333333333,81.25,85.9375,69.31111585036689,95.28824833702882,95.29411764705881
ISIC,1993,3,CT-J-CB,6,4,212,65.42391039342259,64.62264150943396,65.38976988088699,[],77.27272727272727,57.44067237969677,71.47435897435898,58.06310051736881,80.14553014553015,96.15384615384616,96.82539682539682,67.34019359772046,68.2289356984479,69.12751677852349
ISIC,1993,3,CT-J-Stale,6,4,212,48.98404139257798,46.22641509433962,46.4354248758571,[],40.90909090909091,42.344539661612835,62.98076923076923,27.712028824833702,91.52806652806653,96.15384615384616,96.82539682539682,42.5432135122053,61.53640059127864,61.07382550335571
ISIC,1993,3,PT-CB,6,4,212,64.73147119488583,64.62264150943396,65.14766504661486,[],88.63636363636364,52.37475280158207,71.31410256410257,62.81966001478197,68.55509355509355,96.72557172557173,96.82539682539682,65.5621807445972,69.28122690317812,71.14093959731544
ISIC,1993,3,CT-Risk,6,4,212,65.04512251463471,64.15094339622641,65.03312605589645,[],75.0,57.44067237969677,71.47435897435898,57.494918699187,80.14553014553015,96.15384615384616,96.82539682539682,66.95649103875118,67.66075388026607,68.45637583892618
ISIC,1993,4,CT-J-CB,8,6,295,54.11214054639293,53.559322033898304,53.544374450312304,[],55.09828009828009,50.14629488979966,61.05769230769231,44.95602288285215,81.58049353701527,89.71797884841364,90.36144578313254,57.968002249642986,65.60258279770474,65.09433962264151
ISIC,1993,4,CT-J-Stale,8,6,295,32.79206777848082,32.54237288135593,24.283889801131178,"[4, 0, 3, 5]",43.24324324324324,23.369565217391305,41.18589743589744,13.728632478632479,89.98237367802585,89.98237367802587,90.36144578313254,23.822639150074057,59.62821255504183,57.54716981132076
ISIC,1993,4,PT-CB,8,6,295,55.497263593432734,54.23728813559322,55.55991004063034,[],63.17567567567568,43.82976627210456,71.15384615384616,58.19141608775755,47.41480611045829,90.24676850763807,90.36144578313254,52.25326034133321,64.51554232042037,64.15094339622641
