dataset,seed,method,original_label,age,arrival_task,first_recall,final_recall,first_to_final,max_to_final
HK,1993,CT-J-Stale,4,10,1,100.0,0.6060606060606061,99.39393939393939,99.39393939393939
HK,1993,CT-J-Stale,5,1,10,0.0,0.0,0.0,0.0
HK,1993,CT-J-Stale,6,2,9,100.0,0.0,100.0,100.0
HK,1993,CT-J-Stale,7,0,11,100.0,100.0,,
HK,1993,CT-J-Stale,8,9,2,100.0,0.0,100.0,100.0
HK,1993,CT-J-Stale,9,3,8,99.39024390243902,0.0,99.39024390243902,99.39024390243902
HK,1993,CT-J-Stale,10,0,11,100.0,100.0,,
HK,1993,CT-J-Stale,11,8,3,98.36065573770492,0.0,98.36065573770492,100.0
HK,1993,CT-J-Stale,12,9,2,100.0,0.0,100.0,100.0
HK,1993,CT-J-Stale,13,5,6,97.5,0.0,97.5,97.5
HK,1993,CT-J-Stale,14,4,7,98.33333333333333,0.0,98.33333333333333,98.33333333333333
HK,1993,CT-J-Stale,15,2,9,100.0,0.0,100.0,100.0
HK,1993,CT-J-Stale,16,6,5,100.0,0.0,100.0,100.0
HK,1993,CT-J-Stale,17,7,4,100.0,0.0,100.0,100.0
HK,1993,CT-J-Stale,18,4,7,96.96969696969697,0.0,96.96969696969697,96.96969696969697
HK,1993,CT-J-Stale,19,3,8,100.0,0.0,100.0,100.0
HK,1993,CT-J-Stale,20,1,10,98.48484848484848,0.0,98.48484848484848,98.48484848484848
HK,1993,CT-J-Stale,21,6,5,100.0,0.0,100.0,100.0
HK,1993,CT-J-Stale,22,5,6,100.0,0.0,100.0,100.0
HK,1993,PT-CB,0,10,1,100.0,71.42857142857143,28.57142857142857,28.57142857142857
HK,1993,PT-CB,1,0,11,94.69026548672566,94.69026548672566,,
HK,1993,PT-CB,2,8,3,100.0,82.41758241758242,17.582417582417577,17.582417582417577
HK,1993,PT-CB,3,7,4,84.71337579617834,82.1656050955414,2.5477707006369457,4.4585987261146585
HK,1993,PT-CB,4,10,1,100.0,87.27272727272727,12.727272727272734,12.727272727272734
HK,1993,PT-CB,5,1,10,0.0,0.0,0.0,0.0
HK,1993,PT-CB,6,2,9,0.0,0.0,0.0,0.0
HK,1993,PT-CB,7,0,11,100.0,100.0,,
HK,1993,PT-CB,8,9,2,100.0,97.38562091503267,2.614379084967325,2.614379084967325
HK,1993,PT-CB,9,3,8,98.78048780487805,98.78048780487805,0.0,0.0
HK,1993,PT-CB,10,0,11,78.66666666666667,78.66666666666667,,
HK,1993,PT-CB,11,8,3,65.57377049180327,22.950819672131146,42.62295081967213,42.62295081967213
HK,1993,PT-CB,12,9,2,87.8048780487805,82.92682926829268,4.878048780487816,4.878048780487816
HK,1993,PT-CB,13,5,6,95.0,94.375,0.625,1.25
HK,1993,PT-CB,14,4,7,98.33333333333333,90.0,8.333333333333329,8.333333333333329
HK,1993,PT-CB,15,2,9,99.1869918699187,99.1869918699187,0.0,0.0
HK,1993,PT-CB,16,6,5,50.0,37.5,12.5,12.5
HK,1993,PT-CB,17,7,4,100.0,60.0,40.0,40.0
HK,1993,PT-CB,18,4,7,51.515151515151516,33.333333333333336,18.18181818181818,18.18181818181818
HK,1993,PT-CB,19,3,8,0.0,0.0,0.0,0.0
HK,1993,PT-CB,20,1,10,22.727272727272727,16.666666666666668,6.060606060606059,6.060606060606059
HK,1993,PT-CB,21,6,5,100.0,0.0,100.0,100.0
HK,1993,PT-CB,22,5,6,76.19047619047619,76.19047619047619,0.0,0.0
HK,1993,CT-Risk,0,10,1,100.0,0.0,100.0,100.0
HK,1993,CT-Risk,1,0,11,84.95575221238938,84.95575221238938,,
HK,1993,CT-Risk,2,8,3,100.0,0.0,100.0,100.0
HK,1993,CT-Risk,3,7,4,96.17834394904459,0.0,96.17834394904459,97.45222929936305
HK,1993,CT-Risk,4,10,1,100.0,0.0,100.0,100.0
HK,1993,CT-Risk,5,1,10,0.0,0.0,0.0,0.0
HK,1993,CT-Risk,6,2,9,100.0,0.0,100.0,100.0
HK,1993,CT-Risk,7,0,11,100.0,100.0,,
HK,1993,CT-Risk,8,9,2,100.0,0.0,100.0,100.0
HK,1993,CT-Risk,9,3,8,100.0,0.0,100.0,100.0
HK,1993,CT-Risk,10,0,11,100.0,100.0,,
HK,1993,CT-Risk,11,8,3,83.60655737704919,0.0,83.60655737704919,88.52459016393442
HK,1993,CT-Risk,12,9,2,87.8048780487805,0.0,87.8048780487805,87.8048780487805
HK,1993,CT-Risk,13,5,6,98.125,0.0,98.125,98.125
HK,1993,CT-Risk,14,4,7,98.33333333333333,0.0,98.33333333333333,98.33333333333333
HK,1993,CT-Risk,15,2,9,100.0,1.6260162601626016,98.3739837398374,98.3739837398374
HK,1993,CT-Risk,16,6,5,100.0,0.0,100.0,100.0
HK,1993,CT-Risk,17,7,4,100.0,0.0,100.0,100.0
HK,1993,CT-Risk,18,4,7,90.9090909090909,0.0,90.9090909090909,90.9090909090909
HK,1993,CT-Risk,19,3,8,50.0,0.0,50.0,50.0
HK,1993,CT-Risk,20,1,10,96.96969696969697,4.545454545454546,92.42424242424242,92.42424242424242
HK,1993,CT-Risk,21,6,5,100.0,0.0,100.0,100.0
HK,1993,CT-Risk,22,5,6,90.47619047619048,0.0,90.47619047619048,90.47619047619048
HK,1993,CT-J-CB,0,10,1,100.0,0.0,100.0,100.0
HK,1993,CT-J-CB,1,0,11,84.95575221238938,84.95575221238938,,
HK,1993,CT-J-CB,2,8,3,100.0,0.0,100.0,100.0
HK,1993,CT-J-CB,3,7,4,96.17834394904459,0.0,96.17834394904459,97.45222929936305
HK,1993,CT-J-CB,4,10,1,100.0,0.0,100.0,100.0
HK,1993,CT-J-CB,5,1,10,0.0,0.0,0.0,0.0
HK,1993,CT-J-CB,6,2,9,100.0,0.0,100.0,100.0
HK,1993,CT-J-CB,7,0,11,100.0,100.0,,
HK,1993,CT-J-CB,8,9,2,100.0,0.0,100.0,100.0
HK,1993,CT-J-CB,9,3,8,100.0,0.0,100.0,100.0
HK,1993,CT-J-CB,10,0,11,100.0,100.0,,
HK,1993,CT-J-CB,11,8,3,83.60655737704919,0.0,83.60655737704919,88.52459016393442
HK,1993,CT-J-CB,12,9,2,87.8048780487805,0.0,87.8048780487805,87.8048780487805
HK,1993,CT-J-CB,13,5,6,98.125,0.0,98.125,98.125
HK,1993,CT-J-CB,14,4,7,98.33333333333333,0.0,98.33333333333333,98.33333333333333
HK,1993,CT-J-CB,15,2,9,100.0,1.6260162601626016,98.3739837398374,98.3739837398374
HK,1993,CT-J-CB,16,6,5,100.0,0.0,100.0,100.0
HK,1993,CT-J-CB,17,7,4,100.0,0.0,100.0,100.0
HK,1993,CT-J-CB,18,4,7,90.9090909090909,0.0,90.9090909090909,90.9090909090909
HK,1993,CT-J-CB,19,3,8,50.0,0.0,50.0,50.0
HK,1993,CT-J-CB,20,1,10,96.96969696969697,4.545454545454546,92.42424242424242,92.42424242424242
HK,1993,CT-J-CB,21,6,5,100.0,0.0,100.0,100.0
HK,1993,CT-J-CB,22,5,6,90.47619047619048,0.0,90.47619047619048,90.47619047619048
HK,1993,CT-ConCM-CB,0,10,1,100.0,0.0,100.0,100.0
HK,1993,CT-ConCM-CB,1,0,11,94.69026548672566,94.69026548672566,,
HK,1993,CT-ConCM-CB,2,8,3,100.0,0.0,100.0,100.0
HK,1993,CT-ConCM-CB,3,7,4,98.08917197452229,0.0,98.08917197452229,98.08917197452229
HK,1993,CT-ConCM-CB,4,10,1,100.0,0.0,100.0,100.0
HK,1993,CT-ConCM-CB,5,1,10,0.0,0.0,0.0,0.0
HK,1993,CT-ConCM-CB,6,2,9,100.0,0.0,100.0,100.0
HK,1993,CT-ConCM-CB,7,0,11,100.0,100.0,,
HK,1993,CT-ConCM-CB,8,9,2,100.0,0.0,100.0,100.0
HK,1993,CT-ConCM-CB,9,3,8,95.73170731707317,0.0,95.73170731707317,95.73170731707317
HK,1993,CT-ConCM-CB,10,0,11,100.0,100.0,,
HK,1993,CT-ConCM-CB,11,8,3,98.36065573770492,0.0,98.36065573770492,98.36065573770492
HK,1993,CT-ConCM-CB,12,9,2,95.1219512195122,0.0,95.1219512195122,95.1219512195122
HK,1993,CT-ConCM-CB,13,5,6,80.625,0.0,80.625,80.625
HK,1993,CT-ConCM-CB,14,4,7,78.33333333333333,0.0,78.33333333333333,78.33333333333333
HK,1993,CT-ConCM-CB,15,2,9,99.1869918699187,0.0,99.1869918699187,99.1869918699187
HK,1993,CT-ConCM-CB,16,6,5,100.0,0.0,100.0,100.0
HK,1993,CT-ConCM-CB,17,7,4,100.0,0.0,100.0,100.0
HK,1993,CT-ConCM-CB,18,4,7,90.9090909090909,0.0,90.9090909090909,90.9090909090909
HK,1993,CT-ConCM-CB,19,3,8,100.0,0.0,100.0,100.0
HK,1993,CT-ConCM-CB,20,1,10,93.93939393939394,0.0,93.93939393939394,93.93939393939394
HK,1993,CT-ConCM-CB,21,6,5,100.0,0.0,100.0,100.0
HK,1993,CT-ConCM-CB,22,5,6,100.0,0.0,100.0,100.0
HK,1994,CT-ConCM,0,4,7,42.857142857142854,28.571428571428573,14.285714285714281,71.42857142857143
HK,1994,CT-ConCM,1,2,9,100.0,15.929203539823009,84.070796460177,84.070796460177
HK,1994,CT-ConCM,2,0,11,99.45054945054945,99.45054945054945,,
HK,1994,CT-ConCM,3,5,6,99.36305732484077,5.095541401273885,94.26751592356688,94.26751592356688
HK,1994,CT-ConCM,4,8,3,90.9090909090909,1.8181818181818181,89.0909090909091,90.90909090909092
HK,1994,CT-ConCM,5,3,8,0.0,0.0,0.0,0.0
HK,1994,CT-ConCM,6,6,5,0.0,0.0,0.0,0.0
HK,1994,CT-ConCM,7,3,8,100.0,0.0,100.0,100.0
HK,1994,CT-ConCM,8,0,11,94.77124183006536,94.77124183006536,,
HK,1994,CT-ConCM,9,4,7,96.95121951219512,31.097560975609756,65.85365853658537,65.85365853658537
HK,1994,CT-ConCM,10,1,10,100.0,56.0,44.0,44.0
HK,1994,CT-ConCM,11,6,5,90.1639344262295,0.0,90.1639344262295,90.1639344262295
HK,1994,CT-ConCM,12,9,2,58.53658536585366,21.951219512195124,36.58536585365854,70.73170731707317
HK,1994,CT-ConCM,13,9,2,90.0,0.0,90.0,90.0
HK,1994,CT-ConCM,14,1,10,98.33333333333333,23.333333333333332,75.0,75.0
HK,1994,CT-ConCM,15,5,6,93.4959349593496,38.21138211382114,55.28455284552846,55.28455284552846
HK,1994,CT-ConCM,16,10,1,100.0,0.0,100.0,100.0
HK,1994,CT-ConCM,17,7,4,60.0,0.0,60.0,100.0
HK,1994,CT-ConCM,18,2,9,78.78787878787878,6.0606060606060606,72.72727272727272,72.72727272727272
HK,1994,CT-ConCM,19,7,4,0.0,0.0,0.0,0.0
HK,1994,CT-ConCM,20,0,11,72.72727272727273,72.72727272727273,,
HK,1994,CT-ConCM,21,8,3,75.0,0.0,75.0,75.0
HK,1994,CT-ConCM,22,10,1,100.0,0.0,100.0,100.0
HK,1994,CT-J-Stale,0,4,7,100.0,0.0,100.0,100.0
HK,1994,CT-J-Stale,1,2,9,98.23008849557522,0.0,98.23008849557522,98.23008849557522
HK,1994,CT-J-Stale,2,0,11,100.0,100.0,,
HK,1994,CT-J-Stale,3,5,6,100.0,0.0,100.0,100.0
HK,1994,CT-J-Stale,4,8,3,100.0,0.0,100.0,100.0
HK,1994,CT-J-Stale,5,3,8,100.0,0.0,100.0,100.0
HK,1994,CT-J-Stale,6,6,5,100.0,0.0,100.0,100.0
HK,1994,CT-J-Stale,7,3,8,100.0,0.0,100.0,100.0
HK,1994,CT-J-Stale,8,0,11,98.03921568627452,98.03921568627452,,
HK,1994,CT-J-Stale,9,4,7,99.39024390243902,0.0,99.39024390243902,99.39024390243902
HK,1994,CT-J-Stale,10,1,10,100.0,0.6666666666666666,99.33333333333333,99.33333333333333
HK,1994,CT-J-Stale,11,6,5,93.44262295081967,0.0,93.44262295081967,93.44262295081967
HK,1994,CT-J-Stale,12,9,2,95.1219512195122,0.0,95.1219512195122,95.1219512195122
HK,1994,CT-J-Stale,13,9,2,96.25,0.0,96.25,96.25
HK,1994,CT-J-Stale,14,1,10,100.0,0.0,100.0,100.0
HK,1994,CT-J-Stale,15,5,6,100.0,0.0,100.0,100.0
HK,1994,CT-J-Stale,16,10,1,100.0,0.0,100.0,100.0
HK,1994,CT-J-Stale,17,7,4,100.0,0.0,100.0,100.0
HK,1994,CT-J-Stale,18,2,9,96.96969696969697,0.0,96.96969696969697,96.96969696969697
HK,1994,CT-J-Stale,19,7,4,0.0,0.0,0.0,0.0
HK,1994,CT-J-Stale,20,0,11,90.9090909090909,90.9090909090909,,
HK,1994,CT-J-Stale,21,8,3,100.0,0.0,100.0,100.0
HK,1994,CT-J-Stale,22,10,1,100.0,0.0,100.0,100.0
HK,1994,PT-CB,0,4,7,71.42857142857143,71.42857142857143,0.0,0.0
HK,1994,PT-CB,1,2,9,99.11504424778761,94.69026548672566,4.424778761061944,4.424778761061944
HK,1994,PT-CB,2,0,11,82.41758241758242,82.41758241758242,,
HK,1994,PT-CB,3,5,6,87.26114649681529,82.1656050955414,5.095541401273891,5.095541401273891
HK,1994,PT-CB,4,8,3,100.0,87.27272727272727,12.727272727272734,12.727272727272734
HK,1994,PT-CB,5,3,8,100.0,0.0,100.0,100.0
HK,1994,PT-CB,6,6,5,0.0,0.0,0.0,0.0
HK,1994,PT-CB,7,3,8,100.0,100.0,0.0,0.0
HK,1994,PT-CB,8,0,11,97.38562091503267,97.38562091503267,,
HK,1994,PT-CB,9,4,7,98.78048780487805,98.78048780487805,0.0,0.0
HK,1994,PT-CB,10,1,10,78.66666666666667,78.66666666666667,0.0,0.0
HK,1994,PT-CB,11,6,5,60.65573770491803,22.950819672131146,37.704918032786885,37.704918032786885
HK,1994,PT-CB,12,9,2,90.2439024390244,82.92682926829268,7.317073170731717,7.317073170731717
HK,1994,PT-CB,13,9,2,97.5,94.375,3.125,3.125
HK,1994,PT-CB,14,1,10,95.0,90.0,5.0,5.0
HK,1994,PT-CB,15,5,6,100.0,99.1869918699187,0.8130081300813004,0.8130081300813004
HK,1994,PT-CB,16,10,1,100.0,37.5,62.5,62.5
HK,1994,PT-CB,17,7,4,80.0,60.0,20.0,20.0
HK,1994,PT-CB,18,2,9,51.515151515151516,33.333333333333336,18.18181818181818,18.18181818181818
HK,1994,PT-CB,19,7,4,0.0,0.0,0.0,0.0
HK,1994,PT-CB,20,0,11,16.666666666666668,16.666666666666668,,
HK,1994,PT-CB,21,8,3,25.0,0.0,25.0,25.0
HK,1994,PT-CB,22,10,1,100.0,76.19047619047619,23.80952380952381,23.80952380952381
HK,1994,CT-Risk,0,4,7,100.0,0.0,100.0,100.0
HK,1994,CT-Risk,1,2,9,98.23008849557522,0.0,98.23008849557522,98.23008849557522
HK,1994,CT-Risk,2,0,11,100.0,100.0,,
HK,1994,CT-Risk,3,5,6,99.36305732484077,0.0,99.36305732484077,99.36305732484077
HK,1994,CT-Risk,4,8,3,99.39393939393939,0.0,99.39393939393939,99.39393939393939
HK,1994,CT-Risk,5,3,8,100.0,0.0,100.0,100.0
HK,1994,CT-Risk,6,6,5,0.0,0.0,0.0,0.0
HK,1994,CT-Risk,7,3,8,100.0,0.0,100.0,100.0
HK,1994,CT-Risk,8,0,11,98.03921568627452,98.03921568627452,,
HK,1994,CT-Risk,9,4,7,99.39024390243902,0.0,99.39024390243902,99.39024390243902
HK,1994,CT-Risk,10,1,10,100.0,35.333333333333336,64.66666666666666,64.66666666666666
HK,1994,CT-Risk,11,6,5,100.0,0.0,100.0,100.0
HK,1994,CT-Risk,12,9,2,90.2439024390244,0.0,90.2439024390244,90.2439024390244
HK,1994,CT-Risk,13,9,2,96.875,0.0,96.875,96.875
HK,1994,CT-Risk,14,1,10,100.0,0.0,100.0,100.0
HK,1994,CT-Risk,15,5,6,100.0,0.0,100.0,100.0
HK,1994,CT-Risk,16,10,1,100.0,0.0,100.0,100.0
HK,1994,CT-Risk,17,7,4,80.0,0.0,80.0,100.0
HK,1994,CT-Risk,18,2,9,96.96969696969697,0.0,96.96969696969697,96.96969696969697
HK,1994,CT-Risk,19,7,4,0.0,0.0,0.0,0.0
HK,1994,CT-Risk,20,0,11,87.87878787878788,87.87878787878788,,
HK,1994,CT-Risk,21,8,3,75.0,0.0,75.0,75.0
HK,1994,CT-Risk,22,10,1,100.0,0.0,100.0,100.0
HK,1994,CT-J-CB,0,4,7,100.0,0.0,100.0,100.0
HK,1994,CT-J-CB,1,2,9,98.23008849557522,0.0,98.23008849557522,98.23008849557522
HK,1994,CT-J-CB,2,0,11,100.0,100.0,,
HK,1994,CT-J-CB,3,5,6,99.36305732484077,0.0,99.36305732484077,99.36305732484077
HK,1994,CT-J-CB,4,8,3,99.39393939393939,0.0,99.39393939393939,99.39393939393939
HK,1994,CT-J-CB,5,3,8,100.0,0.0,100.0,100.0
HK,1994,CT-J-CB,6,6,5,0.0,0.0,0.0,0.0
HK,1994,CT-J-CB,7,3,8,100.0,0.0,100.0,100.0
HK,1994,CT-J-CB,8,0,11,98.03921568627452,98.03921568627452,,
HK,1994,CT-J-CB,9,4,7,99.39024390243902,0.0,99.39024390243902,99.39024390243902
HK,1994,CT-J-CB,10,1,10,100.0,37.333333333333336,62.666666666666664,62.666666666666664
HK,1994,CT-J-CB,11,6,5,100.0,0.0,100.0,100.0
HK,1994,CT-J-CB,12,9,2,90.2439024390244,0.0,90.2439024390244,90.2439024390244
HK,1994,CT-J-CB,13,9,2,96.875,0.0,96.875,96.875
HK,1994,CT-J-CB,14,1,10,100.0,0.0,100.0,100.0
HK,1994,CT-J-CB,15,5,6,100.0,0.0,100.0,100.0
HK,1994,CT-J-CB,16,10,1,100.0,0.0,100.0,100.0
HK,1994,CT-J-CB,17,7,4,80.0,0.0,80.0,100.0
HK,1994,CT-J-CB,18,2,9,96.96969696969697,0.0,96.96969696969697,96.96969696969697
HK,1994,CT-J-CB,19,7,4,0.0,0.0,0.0,0.0
HK,1994,CT-J-CB,20,0,11,87.87878787878788,87.87878787878788,,
HK,1994,CT-J-CB,21,8,3,75.0,0.0,75.0,75.0
HK,1994,CT-J-CB,22,10,1,100.0,0.0,100.0,100.0
HK,1994,CT-ConCM-CB,0,4,7,100.0,0.0,100.0,100.0
HK,1994,CT-ConCM-CB,1,2,9,95.57522123893806,0.0,95.57522123893806,95.57522123893806
HK,1994,CT-ConCM-CB,2,0,11,99.45054945054945,99.45054945054945,,
HK,1994,CT-ConCM-CB,3,5,6,100.0,0.0,100.0,100.0
HK,1994,CT-ConCM-CB,4,8,3,99.39393939393939,0.0,99.39393939393939,99.39393939393939
HK,1994,CT-ConCM-CB,5,3,8,0.0,0.0,0.0,0.0
HK,1994,CT-ConCM-CB,6,6,5,0.0,0.0,0.0,0.0
HK,1994,CT-ConCM-CB,7,3,8,100.0,0.0,100.0,100.0
HK,1994,CT-ConCM-CB,8,0,11,97.38562091503267,97.38562091503267,,
HK,1994,CT-ConCM-CB,9,4,7,99.39024390243902,0.0,99.39024390243902,99.39024390243902
HK,1994,CT-ConCM-CB,10,1,10,100.0,0.6666666666666666,99.33333333333333,99.33333333333333
HK,1994,CT-ConCM-CB,11,6,5,100.0,0.0,100.0,100.0
HK,1994,CT-ConCM-CB,12,9,2,97.5609756097561,0.0,97.5609756097561,97.5609756097561
HK,1994,CT-ConCM-CB,13,9,2,97.5,0.0,97.5,97.5
HK,1994,CT-ConCM-CB,14,1,10,100.0,1.6666666666666667,98.33333333333333,98.33333333333333
HK,1994,CT-ConCM-CB,15,5,6,100.0,0.0,100.0,100.0
HK,1994,CT-ConCM-CB,16,10,1,100.0,0.0,100.0,100.0
HK,1994,CT-ConCM-CB,17,7,4,80.0,0.0,80.0,100.0
HK,1994,CT-ConCM-CB,18,2,9,90.9090909090909,0.0,90.9090909090909,90.9090909090909
HK,1994,CT-ConCM-CB,19,7,4,0.0,0.0,0.0,0.0
HK,1994,CT-ConCM-CB,20,0,11,84.84848484848484,84.84848484848484,,
HK,1994,CT-ConCM-CB,21,8,3,75.0,0.0,75.0,100.0
HK,1994,CT-ConCM-CB,22,10,1,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM,0,3,8,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM,1,7,4,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM,2,1,10,100.0,7.142857142857143,92.85714285714286,92.85714285714286
HK,1995,CT-ConCM,3,2,9,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM,4,0,11,99.39393939393939,99.39393939393939,,
HK,1995,CT-ConCM,5,8,3,0.0,0.0,0.0,0.0
HK,1995,CT-ConCM,6,4,7,0.0,0.0,0.0,0.0
HK,1995,CT-ConCM,7,0,11,71.42857142857143,71.42857142857143,,
HK,1995,CT-ConCM,8,6,5,99.34640522875817,0.0,99.34640522875817,99.34640522875817
HK,1995,CT-ConCM,9,10,1,96.95121951219512,0.0,96.95121951219512,98.78048780487805
HK,1995,CT-ConCM,10,0,11,100.0,100.0,,
HK,1995,CT-ConCM,11,2,9,91.80327868852459,0.0,91.80327868852459,91.80327868852459
HK,1995,CT-ConCM,12,7,4,70.73170731707317,0.0,70.73170731707317,100.0
HK,1995,CT-ConCM,13,10,1,99.375,0.625,98.75,98.75
HK,1995,CT-ConCM,14,9,2,86.66666666666667,0.0,86.66666666666667,95.0
HK,1995,CT-ConCM,15,8,3,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM,16,9,2,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM,17,5,6,20.0,0.0,20.0,20.0
HK,1995,CT-ConCM,18,4,7,63.63636363636363,0.0,63.63636363636363,63.63636363636363
HK,1995,CT-ConCM,19,5,6,0.0,0.0,0.0,0.0
HK,1995,CT-ConCM,20,3,8,100.0,0.0,100.0,100.0
HK,1995,CT-ConCM,21,1,10,0.0,0.0,0.0,0.0
HK,1995,CT-ConCM,22,6,5,100.0,0.0,100.0,100.0
HK,1995,CT-J-Stale,0,3,8,100.0,0.0,100.0,100.0
HK,1995,CT-J-Stale,1,7,4,100.0,0.0,100.0,100.0
HK,1995,CT-J-Stale,2,1,10,100.0,0.0,100.0,100.0
HK,1995,CT-J-Stale,3,2,9,100.0,0.0,100.0,100.0
HK,1995,CT-J-Stale,4,0,11,100.0,100.0,,
HK,1995,CT-J-Stale,5,8,3,0.0,0.0,0.0,0.0
HK,1995,CT-J-Stale,6,4,7,0.0,0.0,0.0,0.0
HK,1995,CT-J-Stale,7,0,11,100.0,100.0,,
HK,1995,CT-J-Stale,8,6,5,99.34640522875817,0.0,99.34640522875817,99.34640522875817
HK,1995,CT-J-Stale,9,10,1,100.0,0.0,100.0,100.0
HK,1995,CT-J-Stale,10,0,11,100.0,100.0,,
HK,1995,CT-J-Stale,11,2,9,100.0,0.0,100.0,100.0
HK,1995,CT-J-Stale,12,7,4,100.0,0.0,100.0,100.0
HK,1995,CT-J-Stale,13,10,1,96.875,0.0,96.875,96.875
HK,1995,CT-J-Stale,14,9,2,100.0,0.0,100.0,100.0
HK,1995,CT-J-Stale,15,8,3,100.0,0.0,100.0,100.0
HK,1995,CT-J-Stale,16,9,2,100.0,0.0,100.0,100.0
HK,1995,CT-J-Stale,17,5,6,100.0,0.0,100.0,100.0
HK,1995,CT-J-Stale,18,4,7,90.9090909090909,0.0,90.9090909090909,90.9090909090909
HK,1995,CT-J-Stale,19,5,6,0.0,0.0,0.0,0.0
HK,1995,CT-J-Stale,20,3,8,100.0,0.0,100.0,100.0
HK,1995,CT-J-Stale,21,1,10,100.0,0.0,100.0,100.0
HK,1995,CT-J-Stale,22,6,5,95.23809523809524,0.0,95.23809523809524,95.23809523809524
HK,1995,PT-CB,0,3,8,71.42857142857143,71.42857142857143,0.0,0.0
HK,1995,PT-CB,1,7,4,100.0,94.69026548672566,5.309734513274336,5.309734513274336
HK,1995,PT-CB,2,1,10,100.0,82.41758241758242,17.582417582417577,17.582417582417577
HK,1995,PT-CB,3,2,9,99.36305732484077,82.1656050955414,17.197452229299373,17.197452229299373
HK,1995,PT-CB,4,0,11,87.27272727272727,87.27272727272727,,
HK,1995,PT-CB,5,8,3,0.0,0.0,0.0,0.0
HK,1995,PT-CB,6,4,7,0.0,0.0,0.0,0.0
HK,1995,PT-CB,7,0,11,100.0,100.0,,
HK,1995,PT-CB,8,6,5,100.0,97.38562091503267,2.614379084967325,2.614379084967325
HK,1995,PT-CB,9,10,1,100.0,98.78048780487805,1.2195121951219505,1.2195121951219505
HK,1995,PT-CB,10,0,11,78.66666666666667,78.66666666666667,,
HK,1995,PT-CB,11,2,9,50.81967213114754,22.950819672131146,27.868852459016395,27.868852459016395
HK,1995,PT-CB,12,7,4,85.36585365853658,82.92682926829268,2.439024390243901,2.439024390243901
HK,1995,PT-CB,13,10,1,96.875,94.375,2.5,2.5
HK,1995,PT-CB,14,9,2,100.0,90.0,10.0,10.0
HK,1995,PT-CB,15,8,3,99.1869918699187,99.1869918699187,0.0,0.0
HK,1995,PT-CB,16,9,2,100.0,37.5,62.5,62.5
HK,1995,PT-CB,17,5,6,100.0,60.0,40.0,40.0
HK,1995,PT-CB,18,4,7,39.39393939393939,33.333333333333336,6.060606060606055,6.060606060606055
HK,1995,PT-CB,19,5,6,0.0,0.0,0.0,0.0
HK,1995,PT-CB,20,3,8,31.818181818181817,16.666666666666668,15.151515151515149,15.151515151515149
HK,1995,PT-CB,21,1,10,0.0,0.0,0.0,0.0
HK,1995,PT-CB,22,6,5,100.0,76.19047619047619,23.80952380952381,23.80952380952381
