dataset,seed,stream,mode,identity,valid_online_CIL,n_images,balanced_accuracy,accuracy,macro_f1,zero_recall_classes,head_recall,mid_recall,tail_recall,old_macro_recall,restricted_old_BA,restricted_old_accuracy,current_macro_recall,restricted_current_BA,restricted_current_accuracy,HM,fit_BA,fit_accuracy,fit_val_BA_gap
HK,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,1698,56.8796742796297,78.79858657243817,51.409630147722396,"[16, 19, 6, 5]",87.05236834533912,54.13663125880389,29.107142857142858,55.86368969716784,56.49794312387942,80.18504240555127,63.652904829375416,90.4040404040404,95.26184538653366,59.50447530400247,78.59388599232813,80.79460489664272,21.71421171269843
HK,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,1698,55.86745823840925,78.79858657243817,51.372796587908695,"[16, 19, 6, 5]",86.97289527064312,54.47303349444642,25.982142857142858,54.623883674006755,56.508137100718336,80.18504240555127,64.15795533442592,90.90909090909092,95.51122194513717,59.00829147292464,78.71156337649302,80.92655035918487,22.84410513808377
HK,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,1698,12.348608197713057,22.85041224970554,6.065037986853493,"[22, 16, 12, 13, 21, 4, 19, 17, 6, 11, 3, 15, 0, 9, 5, 7, 18, 1]",24.687854629031097,12.35930735930736,0.0,0.11666666666666667,11.882720376968162,18.658442559753276,93.89488507135565,93.89488507135567,96.25935162094763,0.23304377080916525,12.369341526751928,23.77950447148512,0.020733329038870707
HK,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,1698,46.33771599723791,68.90459363957598,42.95324576521632,"[21, 19, 6, 5, 20]",77.60915532281483,39.98488933627899,20.625,43.978957322701625,46.840400218877,69.77640709329222,62.06277382747971,84.9525202466379,92.26932668329178,51.47890461391333,62.51115083451143,69.9310951473391,16.173434837273525
HK,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,1698,12.462871030645967,22.791519434628977,6.471051503122349,"[22, 16, 12, 13, 21, 4, 19, 17, 6, 11, 3, 15, 0, 9, 5, 7, 18, 1, 10, 14]",24.27772391007685,13.203463203463203,0.0,0.0,11.281373788453434,15.651503469545103,95.54867790161909,95.54867790161907,96.50872817955111,0.0,12.493129141784646,23.808825685383376,0.0302581111386786
HK,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,1698,50.69988299286102,73.85159010600707,46.83740015065057,"[19, 6, 5]",82.98543927045698,44.34686862663334,23.973214285714285,49.094941378924936,51.20019454337342,75.01927525057826,61.39949375243493,91.73604173604174,95.76059850374065,54.562106098607146,71.8958919806539,76.02990763817623,21.19600898779288
HK,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,1698,14.202102245580507,20.023557126030624,4.257028580730453,"[9, 13, 16, 14, 15, 5, 12, 1, 8, 22, 19, 17, 18, 6, 20, 0, 3, 11]",25.206043956043956,0.0,15.625,1.3324175824175826,11.454237394657405,16.152716593245227,100.0,100.0,100.0,2.62979530974651,13.846875853840606,19.352001172848556,-0.355226391739901
HK,1995,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,1698,53.93916281964691,75.67726737338046,48.1650843056633,"[5, 19, 6, 21]",83.97497007386825,48.45116101686799,28.705357142857142,49.59064330320001,52.41224277412061,81.27753303964758,82.92929292929293,98.02020202020202,97.32142857142857,62.06638943484177,70.05772627860696,76.61633191614133,16.118563458960054
HK,1995,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,1698,14.130434782608695,19.84687868080094,5.561992709195072,"[9, 13, 16, 14, 15, 5, 12, 1, 8, 22, 19, 17, 18, 6, 20, 0, 3, 11, 2]",25.0,0.0,15.625,1.25,9.986600901040857,16.226138032305435,100.0,100.0,100.0,2.4691358024691357,13.296838899390885,19.161413282509894,-0.8335958832178108
HK,1995,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,1698,57.26029289554496,78.56301531213192,50.67138514391455,"[5, 19, 6, 21]",86.99137929167104,53.05897787447266,31.205357142857142,52.99782167836155,56.21591555650986,84.72834067547724,85.67676767676767,99.55555555555556,99.40476190476191,65.486864989859,77.0660742187133,80.45741093681278,19.80578132316834
HK,1995,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,1698,57.48574039183156,78.97526501766784,50.9973724250124,"[5, 19, 6, 21]",87.46908629804045,53.25378306927786,31.205357142857142,53.25708629909114,56.315944508449654,84.87518355359765,85.67676767676767,99.55555555555556,99.40476190476191,65.68442290216245,77.17668654579671,80.64799882715144,19.69094615396515
HK,1995,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,1698,13.043478260869565,19.78798586572438,3.817639977506164,"[9, 13, 16, 14, 15, 5, 12, 1, 8, 22, 19, 17, 18, 6, 20, 0, 3, 11, 2, 21]",25.0,0.0,12.5,0.0,9.835164835164836,13.215859030837004,100.0,100.0,100.0,0.0,13.278078745504775,19.117431461662513,0.23460048463521055
HK,1995,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,1698,46.382486112886205,66.84334511189634,41.592890265097786,"[5, 19, 6, 21]",76.71378898843398,35.84914450657913,25.267857142857142,42.14894993891005,45.95517078552966,74.96328928046991,74.60606060606061,98.46464646464646,97.91666666666666,53.86607562187562,57.01524997902889,67.92259199530861,10.632763866142682
HK,1995,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,1698,13.043478260869565,19.78798586572438,4.207638723073765,"[9, 13, 16, 14, 15, 5, 12, 1, 8, 22, 19, 17, 18, 6, 20, 0, 3, 11, 2, 21]",25.0,0.0,12.5,0.0,8.434065934065934,9.47136563876652,100.0,100.0,100.0,0.0,13.036532851784969,19.102770854713384,-0.006945409084595511
HK,1995,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,1698,49.82031785336077,69.49352179034159,44.094094269434166,"[5, 19, 6, 21]",78.93341029708903,39.96531015824689,29.330357142857142,45.7115473495467,50.06890652916163,78.41409691629956,77.2121212121212,99.57575757575758,99.40476190476191,57.42564594834163,65.65429211323789,72.23281043835215,15.833974259877117
ISIC,1993,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,295,54.11214054639293,53.559322033898304,53.544374450312304,[],55.09828009828009,50.14629488979966,61.05769230769231,44.95602288285215,65.60258279770474,65.09433962264151,81.58049353701527,89.71797884841364,90.36144578313254,57.968002249642986,61.483367450319946,49.877123624318834,7.371226903927017
ISIC,1993,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,295,57.89649259592261,57.28813559322033,58.75684727473518,[],59.70515970515971,53.24809764695767,65.38461538461539,55.87726627360774,65.2560478779991,64.62264150943396,63.95417156286722,91.59811985898942,91.56626506024097,59.64351823271833,71.26790926694265,64.84667165295438,13.371416671020043
ISIC,1993,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,295,47.97677047213102,47.11864406779661,46.459826302881005,[],51.197788697788695,42.87067223639334,54.96794871794872,36.51113462089072,64.51672421184615,64.62264150943396,82.37367802585194,92.94947121034077,92.7710843373494,50.596142276920055,59.316080605292015,41.75659792712897,11.339310133160993
ISIC,1993,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,295,61.17818844621601,61.016949152542374,62.05332007973946,[],65.87837837837839,55.76334154939669,67.3076923076923,61.60421209201697,66.17890532524679,66.0377358490566,59.90011750881316,92.68507638072856,92.7710843373494,60.74021486267192,77.08332351143645,71.81322790896462,15.905135065220435
ISIC,1993,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,295,61.21894931578123,61.016949152542374,62.08474427148975,[],65.87837837837839,55.84486328852713,67.3076923076923,62.02087875868364,66.59557199191345,66.50943396226415,58.81316098707403,92.68507638072856,92.7710843373494,60.37444307364267,77.22431438507877,71.80788545784806,16.00536506929754
ISIC,1993,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,295,24.054797899906596,26.440677966101696,13.63445559108863,"[4, 0, 3, 5]",40.54054054054054,23.91304347826087,7.852564102564102,2.6175213675213675,33.101174259710845,32.075471698113205,88.36662749706228,88.36662749706228,89.1566265060241,5.084435883301379,23.723332744329014,29.18581044983438,-0.3314651555775825
ISIC,1993,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,295,48.192436101701745,46.440677966101696,47.07535981581651,[],54.51474201474201,37.39673196526325,63.46153846153846,48.275382879041416,55.31067482286994,54.71698113207547,47.94359576968273,92.68507638072856,92.7710843373494,48.10891728188417,55.66100772502732,51.43711935035794,7.468571623325573
ISIC,1993,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,295,22.767332549941244,25.76271186440678,10.188014101057579,"[4, 0, 3, 7, 5, 6]",43.24324324324324,23.91304347826087,0.0,0.0,28.142518051054637,28.30188679245283,91.06933019976498,91.06933019976499,91.56626506024097,0.0,22.815120267496468,29.249919863233252,0.04778771755522371
ISIC,1993,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,295,50.41530110856728,49.152542372881356,48.97003818027411,[],59.981572481572485,39.10904674557909,63.46153846153846,51.3273344980662,57.10561768488597,56.60377358490566,47.6792009400705,90.5111633372503,90.36144578313254,49.43605559818119,61.15726426275575,57.16422694732343,10.741963154188475
ISIC,1994,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,295,39.295135436439786,40.33898305084746,35.46455016264338,"[4, 5]",53.71621621621622,26.331521739130434,50.80128205128205,22.62762762762763,49.65225757908685,49.327354260089685,89.29765886287626,90.38461538461539,93.05555555555556,36.10612465020619,44.97926462060052,61.224489795918366,5.6841291841607315
ISIC,1994,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,295,58.156214865188886,57.28813559322033,59.591896218993945,[],63.605651105651106,50.775629818577855,67.46794871794872,56.833704547119176,59.38701450896572,60.0896860986547,62.123745819397996,90.13377926421404,91.66666666666666,59.36110103875905,67.34793430972115,64.42996046586174,9.191719444532268
ISIC,1994,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,295,28.830797580797583,29.830508474576273,24.225164071761995,"[3, 7, 4, 5]",24.93857493857494,25.0,40.38461538461539,8.312858312858314,44.24362278020815,44.39461883408072,90.38461538461539,90.38461538461539,93.05555555555556,15.22540493098221,30.837213112890453,38.5885244150016,2.00641553209287
ISIC,1994,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,295,61.958032417006436,61.016949152542374,62.28497590778292,[],70.85380835380835,52.75198116992921,71.47435897435898,61.26176897518361,63.33691230032693,64.12556053811659,64.04682274247492,92.05685618729098,93.05555555555556,62.62334616742989,74.79753863380233,70.58980660326958,12.839506216795897
ISIC,1994,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,295,61.66921168047891,60.67796610169491,62.116802074742154,[],67.22972972972973,53.98637900891347,71.47435897435898,60.51435581923388,62.996003209417836,63.67713004484305,65.13377926421404,92.05685618729098,93.05555555555556,62.739151546154815,74.94028850064504,70.97980553477936,13.27107682016613
ISIC,1994,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,295,21.206642945773382,21.35593220338983,11.037554157427603,"[3, 7, 4, 5]",5.896805896805898,21.195652173913043,36.53846153846154,1.9656019656019659,28.744723104479203,31.390134529147986,78.92976588628763,81.10367892976589,83.33333333333334,3.835683231075536,23.59345510667204,19.377070199807672,2.386812160898657
ISIC,1994,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,295,32.43488370609261,31.186440677966104,29.87198471823579,[],44.778869778869776,22.929050471468287,39.1025641025641,31.903144829974096,40.19287302823888,40.80717488789238,34.030100334448164,84.69899665551839,84.72222222222221,32.932315612284725,42.74099822648087,35.39908109840795,10.306114520388256
ISIC,1994,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,295,21.60896169048343,21.694915254237287,10.4897030651341,"[3, 7, 4, 5, 1]",3.409090909090909,22.282608695652176,38.46153846153846,1.1363636363636365,26.23224665907593,29.14798206278027,83.02675585284281,84.11371237458194,86.11111111111111,2.2420410927974714,24.139052221484814,19.430494710973395,2.5300905310013846
ISIC,1994,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,295,37.91907660279877,36.271186440677965,35.00994763974304,[],46.13022113022113,28.253811871256197,49.03846153846154,36.56768742134596,42.845403607598726,43.49775784753363,41.97324414715719,83.61204013377926,83.33333333333334,39.08444785110243,49.28174016518381,39.02126295544396,11.362663562385045
ISIC,1995,U,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,295,45.795947255385215,45.42372881355932,44.308181573534945,[],39.004914004914006,39.236873405749336,65.7051282051282,35.39701179945083,57.425725230603284,56.00000000000001,76.9927536231884,81.25,87.14285714285714,48.497537088430235,56.84447665863733,54.5303985468533,11.048529403252118
ISIC,1995,U,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,295,54.82034706120072,53.898305084745765,56.057377437690484,[],61.33292383292383,46.201796308503624,65.5448717948718,55.732684970489835,61.25833406321212,60.0,52.08333333333333,79.07608695652173,84.28571428571429,53.846247608584655,68.77197284426873,63.73544182070734,13.95162578306801
ISIC,1995,U,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,295,40.470363698094346,39.32203389830509,39.48545459418189,[],22.45085995085995,36.78260511306641,65.86538461538461,27.601789278618543,52.229082442497074,50.22222222222222,79.07608695652175,85.41666666666667,90.0,40.92022762696611,52.08569695961201,42.88919756384229,11.615333261517662
ISIC,1995,U,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,295,61.36946188609762,60.33898305084746,62.48811825187865,[],66.0933660933661,52.913394571666046,73.5576923076923,61.98899265972435,65.81419130199619,64.44444444444444,59.51086956521739,85.32608695652173,88.57142857142857,60.72465909174973,74.80539495632304,69.8899455069986,13.435933070225424
ISIC,1995,U,Q11-Risk,ORACLE_MOMENT_DIAGNOSTIC,False,295,60.780492928226224,59.66101694915255,61.915566690929744,[],64.95700245700246,52.30363847410507,73.5576923076923,61.20370071589584,64.5784489077172,63.11111111111111,59.51086956521739,86.41304347826086,90.0,60.345415499228174,74.9163457400949,69.95405492039748,14.135852811868673
ISIC,1995,R,Q00,ORACLE_MOMENT_DIAGNOSTIC,False,295,15.398550724637682,14.237288135593221,5.742971887550201,"[1, 3, 0, 6, 4, 5]",0.0,14.130434782608695,33.333333333333336,0.0,19.738956934078885,19.555555555555557,61.594202898550726,62.68115942028986,61.42857142857143,0.0,18.692672212372187,10.46051928624853,3.2941214877345057
ISIC,1995,R,Q10,ORACLE_MOMENT_DIAGNOSTIC,False,295,26.928979734189173,25.08474576271186,23.968379333177083,[3],40.018427518427515,12.935284170703046,41.82692307692308,28.20603094993339,33.74885140129042,32.88888888888889,23.097826086956523,60.507246376811594,58.57142857142858,25.397622522471032,34.079872814207604,27.70595149054386,7.150893080018431
ISIC,1995,R,Q01,ORACLE_MOMENT_DIAGNOSTIC,False,295,15.759033490011753,14.915254237288137,6.489401665188687,"[1, 3, 0, 6, 4]",0.0,15.893066980023502,31.25,0.45045045045045046,20.83625284844797,20.88888888888889,61.684782608695656,62.77173913043479,62.857142857142854,0.8943698041842323,18.89605660615378,11.315311464900097,3.1370231161420286
ISIC,1995,R,Q11,ORACLE_MOMENT_DIAGNOSTIC,False,295,30.830868405762363,29.152542372881356,28.457363345823804,[],42.50614250614251,18.53366555845347,43.75,32.32159265695851,37.50317881415443,36.44444444444444,26.358695652173914,61.684782608695656,61.42857142857143,29.037179209145727,39.32015534937639,29.490330163479005,8.48928694361403
