dataset,seed,task,method,n_images,balanced_accuracy,accuracy,macro_f1,zero_recall_classes,head_recall,mid_recall,tail_recall,old_macro_recall,current_macro_recall,restricted_current_BA,restricted_current_accuracy,HM,restricted_old_BA,restricted_old_accuracy
HK,1995,1,C2,324,98.4375,98.4567901234568,98.45559845559846,[],98.4375,,,,98.4375,98.4375,98.4567901234568,,,
HK,1995,1,C3,324,98.4375,98.4567901234568,98.45559845559846,[],98.4375,,,,98.4375,98.4375,98.4567901234568,,,
HK,1995,2,C2,392,98.91006097560975,98.21428571428571,97.26422518823097,[],97.8201219512195,100.0,100.0,97.8201219512195,100.0,100.0,100.0,98.89805039685596,98.75,98.76543209876543
HK,1995,2,C3,392,98.91006097560975,98.21428571428571,97.26422518823097,[],97.8201219512195,100.0,100.0,97.8201219512195,100.0,100.0,100.0,98.89805039685596,98.75,98.76543209876543
HK,1995,3,C2,516,82.57537262872629,98.44961240310077,81.36209729964085,[5],98.4840785907859,100.0,50.0,99.06631097560975,49.59349593495935,100.0,100.0,66.09782149947114,99.06631097560977,98.46938775510205
HK,1995,3,C3,516,82.57537262872629,98.44961240310077,81.36209729964085,[5],98.4840785907859,100.0,50.0,99.06631097560975,49.59349593495935,100.0,100.0,66.09782149947114,99.06631097560977,98.46938775510205
ISIC,1993,1,C2,85,97.5609756097561,97.6470588235294,97.63888888888889,[],100.0,95.1219512195122,,,97.5609756097561,97.5609756097561,97.6470588235294,,,
ISIC,1993,1,C3,85,97.5609756097561,97.6470588235294,97.63888888888889,[],100.0,95.1219512195122,,,97.5609756097561,97.5609756097561,97.6470588235294,,,
ISIC,1993,2,C2,149,72.4630450849963,74.49664429530202,73.79040332019868,[],90.9090909090909,70.3048780487805,58.333333333333336,83.25942350332593,61.66666666666667,82.91666666666666,85.9375,70.85447637504143,97.5609756097561,97.6470588235294
ISIC,1993,2,C3,149,72.4630450849963,74.49664429530202,73.79040332019868,[],90.9090909090909,70.3048780487805,58.333333333333336,83.25942350332593,61.66666666666667,82.91666666666666,85.9375,70.85447637504143,97.5609756097561,97.6470588235294
ISIC,1993,3,C2,212,68.6007250641397,68.39622641509435,69.83270701957103,[],88.63636363636364,57.442320369149634,75.32051282051282,66.98632668144863,71.82952182952184,98.64864864864865,98.4126984126984,69.32343628277201,71.66019955654102,73.15436241610739
ISIC,1993,3,C3,212,68.6007250641397,68.39622641509435,69.83270701957103,[],88.63636363636364,57.442320369149634,75.32051282051282,66.98632668144863,71.82952182952184,98.64864864864865,98.4126984126984,69.32343628277201,71.66019955654102,73.15436241610739
ISIC,1994,1,C2,64,73.75,79.6875,75.2895752895753,[],,97.5,50.0,,73.75,73.75,79.6875,,,
ISIC,1994,1,C3,64,73.75,79.6875,75.2895752895753,[],,97.5,50.0,,73.75,73.75,79.6875,,,
ISIC,1994,2,C2,142,59.794138650845966,60.56338028169014,60.740133131904436,[],,61.669962645572404,54.166666666666664,67.08333333333333,52.5049439683586,63.87607119314437,64.1025641025641,58.90555056649448,78.75,82.8125
ISIC,1994,2,C3,142,59.11846297517029,59.859154929577464,60.079658713379644,[],,60.7690617446715,54.166666666666664,67.08333333333333,51.15359261700725,62.52471984179302,62.82051282051282,58.04537756953333,78.75,82.8125
ISIC,1994,3,C2,223,57.72163793505257,58.29596412556054,58.47302595767844,[],66.58476658476658,51.608987035816305,58.333333333333336,53.29007361019556,66.58476658476658,84.85872235872236,85.18518518518519,59.20019758689984,60.99840694352889,60.56338028169014
ISIC,1994,3,C3,223,56.90862980497127,57.399103139013455,57.72160808767951,[],66.58476658476658,49.982970775653705,58.333333333333336,52.07056141507361,66.58476658476658,84.85872235872236,85.18518518518519,58.439957753352616,59.77889474840694,59.154929577464785
ISIC,1995,1,C2,77,85.74324324324324,85.71428571428571,85.70464135021098,[],86.48648648648648,85.0,,,85.74324324324324,85.74324324324326,85.71428571428571,,,
ISIC,1995,1,C3,77,85.74324324324324,85.71428571428571,85.70464135021098,[],86.48648648648648,85.0,,,85.74324324324324,85.74324324324326,85.71428571428571,,,
ISIC,1995,2,C2,147,78.84296446796446,78.2312925170068,79.5499504149486,[],72.2051597051597,82.5,88.46153846153847,73.68243243243244,84.0034965034965,94.66783216783216,94.28571428571428,78.5051906276547,86.89189189189189,87.01298701298701
ISIC,1995,2,C3,147,78.84296446796446,78.2312925170068,79.5499504149486,[],72.2051597051597,82.5,88.46153846153847,73.68243243243244,84.0034965034965,94.66783216783216,94.28571428571428,78.5051906276547,86.89189189189189,87.01298701298701
ISIC,1995,3,C2,225,65.06086036573842,64.0,65.55336518168912,[],67.93611793611794,54.06174467150077,92.3076923076923,70.79498204498205,53.59261700725115,62.65655899802242,62.82051282051282,61.0042864028386,81.9469381969382,80.95238095238095
ISIC,1995,3,C3,225,65.06086036573842,64.0,65.55336518168912,[],67.93611793611794,54.06174467150077,92.3076923076923,70.79498204498205,53.59261700725115,62.65655899802242,62.82051282051282,61.0042864028386,81.9469381969382,80.95238095238095
HK,1993,4,C2,771,85.26580306217721,89.3644617380026,78.5317495220057,[],92.3785816198705,70.59176329468212,85.71428571428572,82.90217478353988,92.35668789808918,98.72611464968153,97.53086419753086,87.37441479881069,85.33433956864585,94.41707717569786
HK,1993,4,C3,771,85.26580306217721,89.3644617380026,78.5317495220057,[],92.3785816198705,70.59176329468212,85.71428571428572,82.90217478353988,92.35668789808918,98.72611464968153,97.53086419753086,87.37441479881069,85.33433956864585,94.41707717569786
HK,1993,5,C2,783,80.67696445999931,88.50574712643679,74.38591406507831,[],92.68872690940881,67.29308276689324,75.35714285714286,82.09620557499915,75.0,100.0,100.0,78.38783114574242,83.32571377172046,89.62386511024644
HK,1993,5,C3,783,80.51303003376981,88.37803320561942,74.20058551723102,[],92.68872690940881,66.4734106357457,75.35714285714286,81.89128754221227,75.0,100.0,100.0,78.29429743207926,83.12079573893357,89.49416342412452
HK,1993,6,C2,964,76.11740469984247,89.41908713692946,70.41320554692051,[],93.14480511370733,73.7520864670005,56.60714285714286,73.74564754457286,87.97619047619048,99.0625,98.34254143646409,80.23481818625359,78.80934181208879,88.88888888888889
HK,1993,6,C3,964,75.78721931367947,89.31535269709543,70.0287877693445,[],93.14480511370733,72.43134492234852,56.60714285714286,73.82561555736774,85.5952380952381,99.0625,98.34254143646409,79.27596668037432,78.88930982488367,88.88888888888889
HK,1993,7,C2,1057,74.32669367027715,88.74172185430463,69.609312008465,[],93.4005240679557,73.42850392310608,51.60714285714286,74.22710221128295,74.92424242424242,96.13636363636364,96.7741935483871,74.57404308512749,75.94684743421288,89.62655601659752
HK,1993,7,C3,1057,74.10698173703408,88.55250709555345,69.39304103188965,[],93.27313553292386,72.9406990450573,51.60714285714286,73.97077162249936,74.92424242424242,96.13636363636364,96.7741935483871,74.44445417913833,75.69051684542929,89.41908713692946
HK,1993,8,C2,1223,70.0898522696227,88.87980376124285,65.87076631523496,[19],93.54736808459943,70.74497127555904,41.28571428571429,73.04693917922036,49.390243902439025,99.6951219512195,99.3975903614458,58.93317783997202,73.41710227177978,87.9848628192999
HK,1993,8,C3,1223,69.9475843360318,88.71627146361406,65.74220225930296,[19],93.44121097207288,70.41710242310002,41.28571428571429,72.88434725511648,49.390243902439025,99.6951219512195,99.3975903614458,58.88019176382796,73.29915320481877,87.89025543992432
HK,1993,9,C2,1347,68.04444242925838,89.82925018559762,64.10645381780141,"[19, 6]",94.35370139977694,71.57909649992817,34.404761904761905,70.35081074104576,49.59349593495935,100.0,100.0,58.176044252463235,70.6484297886648,89.04333605887163
HK,1993,9,C3,1347,68.04444242925838,89.82925018559762,64.18370158398726,"[19, 6]",94.35370139977694,71.57909649992817,34.404761904761905,70.35081074104576,49.59349593495935,100.0,100.0,58.176044252463235,70.6484297886648,89.04333605887163
HK,1993,10,C2,1414,60.99136430655112,86.4922206506365,57.00663773505214,"[21, 19, 6, 5]",94.44028148635701,62.88612404965864,25.918367346938776,66.50555630020831,11.363636363636363,100.0,100.0,19.410627800378144,67.98703778168979,89.82925018559762
HK,1993,10,C3,1414,61.05123126885711,86.56294200848656,57.13184507841847,"[21, 19, 6, 5]",94.52686157293712,62.984670489668495,25.918367346938776,66.57207514721497,11.363636363636363,100.0,100.0,19.4134585873459,68.05355662869646,89.90348923533779
HK,1993,11,C2,1698,62.01357214490241,83.62779740871613,56.61648604301824,"[21, 19, 6, 5]",90.66185557239459,61.72696333214679,33.61607142857143,57.514428025634835,92.00786627335299,99.4827925270403,99.29577464788733,70.78248534615774,60.14332243856564,85.78500707213578
HK,1993,11,C3,1698,61.93810067646501,83.45111896348646,56.51452711531697,"[21, 19, 6, 5]",90.44487510063705,61.72696333214679,33.61607142857143,57.42763583693183,92.00786627335299,99.4827925270403,99.29577464788733,70.7167194389958,59.94754087857817,85.57284299858557
HK,1994,4,C2,406,70.1945412311266,93.8423645320197,64.81526053164148,[19],97.5,80.77816492450638,51.25,80.2593883081688,40.0,75.0,85.71428571428571,53.39085085149535,80.46772164150212,94.9874686716792
HK,1994,4,C3,406,70.1945412311266,93.8423645320197,64.81526053164148,[19],97.5,80.77816492450638,51.25,80.2593883081688,40.0,75.0,85.71428571428571,53.39085085149535,80.46772164150212,94.9874686716792
HK,1994,5,C2,468,60.87377072980331,89.31623931623932,56.405701487058266,"[19, 6]",97.8125,73.5375690993444,38.5,68.10041013356562,31.9672131147541,100.0,100.0,43.51018347941838,70.07141042392566,95.07389162561576
HK,1994,5,C3,468,60.62986829077893,89.1025641025641,56.196300843779625,"[19, 6]",97.8125,72.7245609692631,38.5,67.79553208478514,31.9672131147541,100.0,100.0,43.44776635902929,70.07141042392566,95.07389162561576
HK,1994,6,C2,748,65.00297644060362,87.56684491978609,60.59917244152157,"[19, 6]",92.55042462845012,72.444672924481,38.5,59.15006854401097,94.26751592356688,100.0,100.0,72.68958180645846,60.36218975613219,88.24786324786325
HK,1994,6,C3,748,65.05605499686689,87.70053475935828,60.65107658096777,"[19, 6]",92.70966029723992,72.444672924481,38.5,59.15006854401097,94.5859872611465,100.0,100.0,72.78406617755928,60.36218975613219,88.24786324786325
HK,1994,7,C2,919,64.5010449122054,88.13928182807399,60.1369503854281,"[19, 6]",93.1618831236083,70.25888057475423,37.73809523809524,61.06713079478552,85.10452961672473,100.0,100.0,71.10939872615668,64.66860687102168,86.76470588235294
HK,1994,7,C3,919,64.54654081757391,88.2480957562568,60.18173438317944,"[19, 6]",93.28927165864016,70.25888057475423,37.73809523809524,61.12020935104878,85.10452961672473,100.0,100.0,71.14537120894612,64.72168542728495,86.89839572192514
HK,1994,8,C2,941,68.7684386675094,87.99149840595112,64.91422517468415,"[19, 6]",92.78589393233248,69.97899252997213,53.30357142857143,64.30678704858217,100.0,100.0,100.0,78.27648291797946,64.30678704858217,87.70402611534276
HK,1994,8,C3,941,68.7684386675094,87.99149840595112,64.94865921651952,"[19, 6]",92.78589393233248,69.97899252997213,53.30357142857143,64.30678704858217,100.0,100.0,100.0,78.27648291797946,64.30678704858217,87.70402611534276
HK,1994,9,C2,1087,68.86172423569612,88.04047838086476,65.39476437250946,"[19, 6]",92.52494044844907,74.0915525143427,50.80357142857143,67.48687071179262,79.8605524269241,100.0,100.0,73.15416397250884,68.73687071179262,87.77895855472902
HK,1994,9,C3,1087,67.87535783949366,88.13247470101196,65.07777590553931,"[19, 6]",92.6461525696612,74.4194213668017,48.30357142857143,66.37720851606485,79.8605524269241,100.0,100.0,72.49728806661152,68.87720851606485,87.99149840595112
HK,1994,10,C2,1297,62.94772726012913,86.35312259059369,59.61253541008978,"[19, 6, 5]",91.40611568536069,71.51487994364118,35.17857142857143,59.88636362236569,90.5,99.66666666666666,99.52380952380952,72.07722531856028,67.83114867130907,87.21251149954001
HK,1994,10,C3,1297,61.72651513891701,86.04471858134156,58.57725491356608,"[19, 6, 5]",91.17379245303744,71.00982943859067,32.67857142857143,58.640572376574454,89.5,99.66666666666666,99.52380952380952,70.85609490372585,66.58535742551784,87.12051517939283
HK,1994,11,C2,1698,62.030195951142204,84.15783274440518,57.26827597651077,"[21, 19, 6, 5]",91.15814007345617,63.000116408578556,32.05357142857143,60.817546444281696,70.11452599687895,93.43434343434342,96.75810473815461,65.13596495847511,62.40396584942608,86.04471858134156
HK,1994,11,C3,1698,61.679734818072376,83.80447585394582,56.78964272777646,"[21, 19, 6, 5]",90.90814007345617,62.13431554277769,32.05357142857143,60.566031292766546,69.10442498677793,93.43434343434342,96.75810473815461,64.55411488943876,62.15245069791092,85.73631457208944
HK,1995,4,C2,670,85.0241361788618,97.76119402985076,81.87017027696041,[5],98.27574525745257,95.1219512195122,50.0,82.47120596205961,92.6829268292683,100.0,100.0,87.27938788414968,82.5753726287263,98.44961240310077
HK,1995,4,C3,670,85.0241361788618,97.76119402985076,81.87017027696041,[5],98.27574525745257,95.1219512195122,50.0,82.47120596205961,92.6829268292683,100.0,100.0,87.27938788414968,82.5753726287263,98.44961240310077
HK,1995,5,C2,844,87.29776422764228,97.39336492890996,83.39094433895677,[5],97.9293699186992,95.3150406504065,50.0,84.12220528455285,100.0,100.0,100.0,91.37649112397459,84.56491361788619,97.31343283582089
HK,1995,5,C3,844,87.54166666666667,97.51184834123224,83.80147065474625,[5],97.9293699186992,95.92479674796748,50.0,84.42708333333334,100.0,100.0,100.0,91.55605761084439,84.86979166666666,97.46268656716418
HK,1995,6,C2,851,80.81279225782454,96.59224441833138,75.1870043636586,"[5, 19]",97.12333612306712,95.3150406504065,50.0,86.97535070938945,50.0,75.0,85.71428571428571,63.497081963249485,87.36178861788618,97.51184834123224
HK,1995,6,C3,851,80.9738080530315,96.94477085781433,76.26227821828776,"[5, 19]",97.60638350868803,95.3150406504065,50.0,87.16856966363781,50.0,75.0,85.71428571428571,63.54850085365105,87.36178861788618,97.51184834123224
HK,1995,7,C2,885,68.09319588885073,93.89830508474576,64.17201808669263,"[5, 19, 6]",97.43583612306712,80.71227959032836,32.0,75.65418308244706,22.727272727272727,43.93939393939394,85.29411764705883,34.954011154283485,78.36232189352707,96.59224441833138
HK,1995,7,C3,885,68.30964610530096,94.01129943502825,64.45278493888806,"[5, 19, 6]",97.43583612306712,81.31834019638897,32.0,75.65418308244706,24.242424242424242,43.93939393939394,85.29411764705883,36.718780569479755,78.36232189352707,96.59224441833138
HK,1995,8,C2,958,63.9271969412303,89.77035490605428,59.92806001599882,"[5, 19, 6]",97.58827514745737,72.49700841164255,32.916666666666664,62.67004325750995,72.72727272727272,99.24242424242425,98.63013698630137,67.32513557848014,68.21488314468434,94.23728813559322
HK,1995,8,C3,958,63.13293152626905,89.87473903966597,59.73598374241635,"[5, 19, 6]",97.75167384026783,72.65098722415796,30.53571428571429,62.674494409737285,66.34199134199133,100.0,100.0,64.45611568580127,68.21801447851868,94.23728813559322
HK,1995,9,C2,1176,63.38836914107107,89.28571428571429,60.57887287686845,"[5, 19, 6]",98.06851322166276,70.60278671462768,26.071428571428573,61.14563147875559,81.33027043959487,100.0,100.0,69.80816653776158,63.277055694783456,89.87473903966597
HK,1995,9,C3,1176,63.40216833519813,89.37074829931973,60.42935303133209,"[5, 19, 6]",98.06851322166276,70.63827035666871,26.071428571428573,60.95623753936165,82.96961470188995,100.0,100.0,70.27945936828917,63.08766175538951,89.77035490605428
HK,1995,10,C2,1362,60.71287671801863,88.98678414096916,57.99368841339019,"[5, 19, 6, 21]",98.2862610180523,66.8730566890696,22.346938775510207,61.90319635335403,50.0,100.0,100.0,55.31852384080594,63.10112166632358,88.86054421768708
HK,1995,10,C3,1362,60.864391869533776,89.06020558002938,58.12060463189751,"[5, 19, 6, 21]",98.2862610180523,67.30595712197002,22.346938775510207,62.0715465217042,50.0,100.0,100.0,55.385642875627845,63.26947183467375,88.94557823129252
HK,1995,11,C2,1698,60.80815493460223,83.0977620730271,56.130685672816384,"[5, 19, 6, 21]",89.69636793503196,62.44114979814633,30.49107142857143,56.79907514448954,87.53535353535354,99.55555555555556,99.40476190476191,68.8945412224901,61.126889168316566,88.2525697503671
HK,1995,11,C3,1698,60.84633792764538,83.0977620730271,56.190983571023644,"[5, 19, 6, 21]",89.61675010063705,62.65760001459654,30.49107142857143,56.842985586489156,87.53535353535354,99.55555555555556,99.40476190476191,68.92683306350018,61.28461395718888,88.39941262848751
ISIC,1993,4,C2,295,58.372273410051775,57.28813559322033,58.9056335931336,[],64.3120393120393,48.931475882032615,71.31410256410257,62.38708135049598,46.327849588719154,91.86251468860165,91.56626506024097,53.17134079220397,68.2117745837258,67.9245283018868
ISIC,1993,4,C3,295,58.981850378324395,57.96610169491525,59.58282734937986,[],65.66339066339066,49.47495414290218,71.31410256410257,62.38708135049598,48.76615746180964,91.86251468860165,91.56626506024097,54.742052777398634,68.2117745837258,67.9245283018868
ISIC,1994,4,C2,295,57.291703661666546,56.271186440677965,57.41266915101966,[],65.44840294840296,46.202154567080335,71.31410256410257,53.67433397921203,68.1438127090301,93.9799331103679,94.44444444444444,60.049735797111474,58.12814200009323,58.744394618834086
ISIC,1994,4,C3,295,56.14609125445552,54.91525423728814,56.46907504260446,[],65.44840294840296,43.91092975265828,71.31410256410257,52.87148845075674,65.96989966555185,93.9799331103679,94.44444444444444,58.698856409371714,56.874846021187494,57.399103139013455
ISIC,1995,4,C2,295,61.491248486211376,60.33898305084746,62.05405817782006,[],69.28746928746929,50.67850591843169,75.32051282051282,64.29509459997266,53.07971014492754,83.2427536231884,87.14285714285714,58.151576780459365,65.50721581209386,64.44444444444444
ISIC,1995,4,C3,295,61.491248486211376,60.33898305084746,62.05405817782006,[],69.28746928746929,50.67850591843169,75.32051282051282,64.29509459997266,53.07971014492754,83.2427536231884,87.14285714285714,58.151576780459365,65.50721581209386,64.44444444444444
