dataset,seed,task,method,scope,n_images,n_classes,correct_sample,correct_macro,to_other_sample,to_other_macro,wrong_within_sample,wrong_within_macro
ISIC,1994,3,P,old,142,4,52.816901408450704,52.40606460118655,11.971830985915492,12.677845528455286,35.2112676056338,34.91608987035817
ISIC,1994,3,P,current,81,2,62.96296296296296,61.82432432432432,23.456790123456788,24.600737100737103,13.580246913580247,13.574938574938574
ISIC,1994,4,C0,old,223,6,23.766816143497756,22.627627627627632,63.22869955156951,64.35727579020262,13.004484304932735,13.015096582169756
ISIC,1994,4,C0,current,72,2,91.66666666666666,89.29765886287626,1.3888888888888888,1.0869565217391304,6.944444444444445,9.615384615384617
ISIC,1994,4,P,old,223,6,52.01793721973094,51.365359261700725,6.278026905829597,6.71588162441821,41.70403587443946,41.91875911388107
ISIC,1994,4,P,current,72,2,61.111111111111114,67.89297658862876,36.11111111111111,29.09698996655518,2.7777777777777777,3.0100334448160537
ISIC,1995,1,C0,current,77,2,85.71428571428571,85.74324324324326,0.0,0.0,14.285714285714285,14.256756756756756
ISIC,1995,1,P,current,77,2,83.11688311688312,82.9391891891892,0.0,0.0,16.883116883116884,17.06081081081081
ISIC,1995,2,C0,old,77,2,46.75324675324675,46.41891891891892,49.35064935064935,49.527027027027025,3.896103896103896,4.054054054054054
ISIC,1995,2,C0,current,70,2,94.28571428571428,94.66783216783216,4.285714285714286,3.4090909090909087,1.4285714285714286,1.9230769230769231
ISIC,1995,2,P,old,77,2,74.02597402597402,73.78378378378379,15.584415584415584,15.506756756756756,10.38961038961039,10.70945945945946
ISIC,1995,2,P,current,70,2,85.71428571428571,87.84965034965036,11.428571428571429,9.090909090909092,2.857142857142857,3.0594405594405596
ISIC,1995,3,C0,old,147,4,53.06122448979592,55.517269892269894,27.89115646258503,26.23487998487998,19.047619047619047,18.247850122850124
ISIC,1995,3,C0,current,78,2,60.256410256410255,60.21753460777851,5.128205128205128,5.009887936717205,34.61538461538461,34.77257745550428
ISIC,1995,3,P,old,147,4,63.26530612244898,65.17612455112456,15.646258503401361,14.952631827631826,21.08843537414966,19.87124362124362
ISIC,1995,3,P,current,78,2,53.84615384615385,53.59261700725115,12.82051282051282,12.590639419907712,33.33333333333333,33.81674357284113
ISIC,1995,4,C0,old,225,6,33.77777777777778,35.39701179945083,48.888888888888886,47.824200629078675,17.333333333333336,16.7787875714705
ISIC,1995,4,C0,current,70,2,82.85714285714286,76.9927536231884,4.285714285714286,4.257246376811594,12.857142857142856,18.75
ISIC,1995,4,P,old,225,6,56.888888888888886,58.416641312982776,8.0,7.9087090672456535,35.11111111111111,33.67464961977157
ISIC,1995,4,P,current,70,2,45.714285714285715,46.7391304347826,50.0,47.01086956521739,4.285714285714286,6.25
