dataset,seed,task,method,head_index,original_label,n_images,n_correct,recall,margin_mean,n_components
ISIC,1995,4,C3,2,0,44,36,81.81818181818181,0.1489267975032949,44
ISIC,1995,4,C3,3,6,26,24,92.3076923076923,0.3985290190680798,24
ISIC,1995,4,C3,4,4,41,24,58.53658536585366,0.03185686198319479,38
ISIC,1995,4,C3,5,5,37,19,51.351351351351354,0.013736882433431342,34
ISIC,1995,4,C3,6,2,46,22,47.82608695652174,-0.010601081924709915,45
ISIC,1995,4,C3,7,7,24,14,58.333333333333336,0.030866926529270634,20
HK,1993,4,F1,0,0,7,5,71.42857142857143,0.15617220512221236,7
HK,1993,4,F1,1,4,165,143,86.66666666666667,0.35881278152719015,165
HK,1993,4,F1,2,12,41,31,75.60975609756098,0.2614822944232214,41
HK,1993,4,F1,3,8,153,151,98.69281045751634,0.6005940212657722,153
HK,1993,4,F1,4,2,182,182,100.0,0.7735961110525754,182
HK,1993,4,F1,5,11,61,40,65.57377049180327,0.09419046322893111,61
HK,1993,4,F1,6,17,5,5,100.0,0.3498436924568768,5
HK,1993,4,F1,7,3,157,133,84.71337579617834,0.2990297831441756,157
HK,1994,4,F1,0,22,21,16,76.19047619047619,0.2227755868827307,21
HK,1994,4,F1,1,16,8,8,100.0,0.3577272915746055,8
HK,1994,4,F1,2,12,41,35,85.36585365853658,0.3531859280757701,41
HK,1994,4,F1,3,13,160,153,95.625,0.5727824218552019,160
HK,1994,4,F1,4,21,4,1,25.0,-0.1868224068881542,4
HK,1994,4,F1,5,4,165,165,100.0,0.7174185433264005,165
HK,1994,4,F1,6,19,2,0,0.0,-0.2194531056143868,2
HK,1994,4,F1,7,17,5,4,80.0,0.23908860665079296,5
HK,1995,4,F1,0,9,164,163,99.39024390243902,0.6291136715708036,164
HK,1995,4,F1,1,13,160,154,96.25,0.6329599305806661,160
HK,1995,4,F1,2,16,8,8,100.0,0.34263735775090537,8
HK,1995,4,F1,3,14,60,60,100.0,0.4886816788081353,60
HK,1995,4,F1,4,15,123,122,99.1869918699187,0.7041401491606245,123
HK,1995,4,F1,5,5,1,0,0.0,-0.27837266184847964,1
HK,1995,4,F1,6,12,41,35,85.36585365853658,0.3744298583156232,41
HK,1995,4,F1,7,1,113,113,100.0,0.7681673178681744,113
ISIC,1993,4,F1,0,4,41,25,60.97560975609756,0.04886352423631088,38
ISIC,1993,4,F1,1,0,44,35,79.54545454545455,0.1682931796934798,44
ISIC,1993,4,F1,2,3,40,19,47.5,0.0054415535021630265,37
ISIC,1993,4,F1,3,7,24,13,54.166666666666664,0.06831146789509664,20
ISIC,1993,4,F1,4,5,37,17,45.945945945945944,0.0426815707100433,34
ISIC,1993,4,F1,5,6,26,23,88.46153846153847,0.4022305712594748,24
ISIC,1993,4,F1,6,2,46,19,41.30434782608695,-0.02096303430539057,45
ISIC,1993,4,F1,7,1,37,20,54.054054054054056,0.08024025574537091,36
ISIC,1994,4,F1,0,3,40,12,30.0,-0.03666453558737304,37
ISIC,1994,4,F1,1,7,24,13,54.166666666666664,0.02331013591342283,20
ISIC,1994,4,F1,2,4,41,25,60.97560975609756,0.028122370654642608,38
ISIC,1994,4,F1,3,5,37,18,48.648648648648646,0.008553642272407208,34
ISIC,1994,4,F1,4,1,37,19,51.351351351351354,0.07150741287986485,36
ISIC,1994,4,F1,5,0,44,33,75.0,0.1376625038382359,44
ISIC,1994,4,F1,6,6,26,22,84.61538461538461,0.37561177534437157,24
ISIC,1994,4,F1,7,2,46,17,36.95652173913044,-0.029549486491843836,45
ISIC,1995,4,F1,0,1,37,21,56.75675675675676,0.08843748481115483,36
ISIC,1995,4,F1,1,3,40,18,45.0,0.010977018426704918,37
ISIC,1995,4,F1,2,0,44,34,77.27272727272727,0.1496339475103004,44
ISIC,1995,4,F1,3,6,26,24,92.3076923076923,0.3928859667660586,24
ISIC,1995,4,F1,4,4,41,23,56.09756097560975,0.030946988590018064,38
ISIC,1995,4,F1,5,5,37,19,51.351351351351354,0.012852183214019644,34
ISIC,1995,4,F1,6,2,46,22,47.82608695652174,-0.012497185626912136,45
ISIC,1995,4,F1,7,7,24,14,58.333333333333336,0.03187851000609423,20
