contrast,order_seed,session,metric,difference_pp,std_across_fixed_pairs
S-M-CB minus S-M-U,1993,1,tail_rank2,75.32051282051282,
S-M-CB minus S-M-U,1994,1,tail_rank2,54.166666666666664,
S-M-CB minus S-M-U,1995,1,tail_rank2,92.3076923076923,
S-M-CB minus S-M-U,fixed_pair_mean,1,tail_rank2,73.93162393162392,19.108407010962562
S-M-CB minus S-M-U,1993,1,old_macro_recall,32.06670362158167,
S-M-CB minus S-M-U,1994,1,old_macro_recall,49.18438255328499,
S-M-CB minus S-M-U,1995,1,old_macro_recall,27.11715649215649,
S-M-CB minus S-M-U,fixed_pair_mean,1,old_macro_recall,36.12274755567438,11.579258862496552
S-M-CB minus S-M-U,1993,1,current_macro_recall,71.82952182952182,
S-M-CB minus S-M-U,1994,1,current_macro_recall,-12.5,
S-M-CB minus S-M-U,1995,1,current_macro_recall,48.714568226763355,
S-M-CB minus S-M-U,fixed_pair_mean,1,current_macro_recall,36.01469668542839,43.57559082644499
S-M-CB minus S-M-U,1993,1,label_6_recall,92.3076923076923,
S-M-CB minus S-M-U,1994,1,label_6_recall,,
S-M-CB minus S-M-U,1995,1,label_6_recall,92.3076923076923,
S-M-CB minus S-M-U,fixed_pair_mean,1,label_6_recall,,
S-M-CB minus S-M-U,1993,1,label_7_recall,58.333333333333336,
S-M-CB minus S-M-U,1994,1,label_7_recall,54.166666666666664,
S-M-CB minus S-M-U,1995,1,label_7_recall,,
S-M-CB minus S-M-U,fixed_pair_mean,1,label_7_recall,,
S-M-CB minus S-M-U,1993,1,base_macro_recall,32.06670362158167,
S-M-CB minus S-M-U,1994,1,base_macro_recall,49.18438255328499,
S-M-CB minus S-M-U,1995,1,base_macro_recall,27.11715649215649,
S-M-CB minus S-M-U,fixed_pair_mean,1,base_macro_recall,36.12274755567438,11.579258862496552
S-M-CB minus S-M-U,1993,1,post_base_macro_recall,71.82952182952182,
S-M-CB minus S-M-U,1994,1,post_base_macro_recall,-12.5,
S-M-CB minus S-M-U,1995,1,post_base_macro_recall,48.714568226763355,
S-M-CB minus S-M-U,fixed_pair_mean,1,post_base_macro_recall,36.01469668542839,43.57559082644499
S-M-CB minus S-M-U,1993,1,tail_base_macro_recall,58.333333333333336,
S-M-CB minus S-M-U,1994,1,tail_base_macro_recall,54.166666666666664,
S-M-CB minus S-M-U,1995,1,tail_base_macro_recall,92.3076923076923,
S-M-CB minus S-M-U,fixed_pair_mean,1,tail_base_macro_recall,68.26923076923077,20.92190246200973
S-M-CB minus S-M-U,1993,1,tail_post_base_macro_recall,92.3076923076923,
S-M-CB minus S-M-U,1994,1,tail_post_base_macro_recall,,
S-M-CB minus S-M-U,1995,1,tail_post_base_macro_recall,,
S-M-CB minus S-M-U,fixed_pair_mean,1,tail_post_base_macro_recall,,
S-M-CB minus S-M-U,1993,2,balanced_accuracy,35.47852558423873,
S-M-CB minus S-M-U,1994,2,balanced_accuracy,29.387376017479404,
S-M-CB minus S-M-U,1995,2,balanced_accuracy,32.50601834741548,
S-M-CB minus S-M-U,fixed_pair_mean,2,balanced_accuracy,32.45730664971121,3.045866934598097
S-M-CB minus S-M-U,1993,2,tail_rank2,75.32051282051282,
S-M-CB minus S-M-U,1994,2,tail_rank2,69.23076923076923,
S-M-CB minus S-M-U,1995,2,tail_rank2,75.32051282051282,
S-M-CB minus S-M-U,fixed_pair_mean,2,tail_rank2,73.29059829059828,3.5159151008342606
S-M-CB minus S-M-U,1993,2,old_macro_recall,49.85072506413971,
S-M-CB minus S-M-U,1994,2,old_macro_recall,28.787404366672664,
S-M-CB minus S-M-U,1995,2,old_macro_recall,37.24232398012886,
S-M-CB minus S-M-U,fixed_pair_mean,2,old_macro_recall,38.62681780364708,10.599692781472772
S-M-CB minus S-M-U,1993,2,current_macro_recall,-7.638072855464159,
S-M-CB minus S-M-U,1994,2,current_macro_recall,31.187290969899657,
S-M-CB minus S-M-U,1995,2,current_macro_recall,18.297101449275367,
S-M-CB minus S-M-U,fixed_pair_mean,2,current_macro_recall,13.94877318790362,19.77455911125329
S-M-CB minus S-M-U,1993,2,label_6_recall,92.3076923076923,
S-M-CB minus S-M-U,1994,2,label_6_recall,88.46153846153845,
S-M-CB minus S-M-U,1995,2,label_6_recall,92.3076923076923,
S-M-CB minus S-M-U,fixed_pair_mean,2,label_6_recall,91.02564102564104,2.220577958421642
S-M-CB minus S-M-U,1993,2,label_7_recall,58.333333333333336,
S-M-CB minus S-M-U,1994,2,label_7_recall,50.0,
S-M-CB minus S-M-U,1995,2,label_7_recall,58.333333333333336,
S-M-CB minus S-M-U,fixed_pair_mean,2,label_7_recall,55.555555555555564,4.811252243246883
S-M-CB minus S-M-U,1993,2,base_macro_recall,38.86132668144863,
S-M-CB minus S-M-U,1994,2,base_macro_recall,46.267715886618326,
S-M-CB minus S-M-U,1995,2,base_macro_recall,29.611013986013987,
S-M-CB minus S-M-U,fixed_pair_mean,2,base_macro_recall,38.24668551802698,8.345344053496435
S-M-CB minus S-M-U,1993,2,post_base_macro_recall,32.09572448702883,
S-M-CB minus S-M-U,1994,2,post_base_macro_recall,12.50703614834049,
S-M-CB minus S-M-U,1995,2,post_base_macro_recall,35.40102270881699,
S-M-CB minus S-M-U,fixed_pair_mean,2,post_base_macro_recall,26.667927781395434,12.374545970098588
S-M-CB minus S-M-U,1993,2,tail_base_macro_recall,58.333333333333336,
S-M-CB minus S-M-U,1994,2,tail_base_macro_recall,50.0,
S-M-CB minus S-M-U,1995,2,tail_base_macro_recall,92.3076923076923,
S-M-CB minus S-M-U,fixed_pair_mean,2,tail_base_macro_recall,66.88034188034187,22.41146410718339
S-M-CB minus S-M-U,1993,2,tail_post_base_macro_recall,92.3076923076923,
S-M-CB minus S-M-U,1994,2,tail_post_base_macro_recall,88.46153846153845,
S-M-CB minus S-M-U,1995,2,tail_post_base_macro_recall,58.333333333333336,
S-M-CB minus S-M-U,fixed_pair_mean,2,tail_post_base_macro_recall,79.7008547008547,18.604473975248066
S-F-CB minus S-F-U,1993,0,balanced_accuracy,33.32363266814487,
S-F-CB minus S-F-U,1994,0,balanced_accuracy,20.424906613931,
S-F-CB minus S-F-U,1995,0,balanced_accuracy,37.31194481194481,
S-F-CB minus S-F-U,fixed_pair_mean,0,balanced_accuracy,30.353494698006894,8.8266247482566
S-F-CB minus S-F-U,1993,0,tail_rank2,45.83333333333333,
S-F-CB minus S-F-U,1994,0,tail_rank2,54.166666666666664,
S-F-CB minus S-F-U,1995,0,tail_rank2,88.46153846153845,
S-F-CB minus S-F-U,fixed_pair_mean,0,tail_rank2,62.82051282051282,22.59331224176552
S-F-CB minus S-F-U,1993,0,old_macro_recall,,
S-F-CB minus S-F-U,1994,0,old_macro_recall,,
S-F-CB minus S-F-U,1995,0,old_macro_recall,,
S-F-CB minus S-F-U,fixed_pair_mean,0,old_macro_recall,,
S-F-CB minus S-F-U,1993,0,current_macro_recall,33.32363266814487,
S-F-CB minus S-F-U,1994,0,current_macro_recall,20.424906613931,
S-F-CB minus S-F-U,1995,0,current_macro_recall,37.31194481194481,
S-F-CB minus S-F-U,fixed_pair_mean,0,current_macro_recall,30.353494698006894,8.8266247482566
S-F-CB minus S-F-U,1993,0,label_6_recall,,
S-F-CB minus S-F-U,1994,0,label_6_recall,,
S-F-CB minus S-F-U,1995,0,label_6_recall,88.46153846153845,
S-F-CB minus S-F-U,fixed_pair_mean,0,label_6_recall,,
S-F-CB minus S-F-U,1993,0,label_7_recall,45.83333333333333,
S-F-CB minus S-F-U,1994,0,label_7_recall,54.166666666666664,
S-F-CB minus S-F-U,1995,0,label_7_recall,,
S-F-CB minus S-F-U,fixed_pair_mean,0,label_7_recall,,
S-F-CB minus S-F-U,1993,0,base_macro_recall,33.32363266814487,
S-F-CB minus S-F-U,1994,0,base_macro_recall,20.424906613931,
S-F-CB minus S-F-U,1995,0,base_macro_recall,37.31194481194481,
S-F-CB minus S-F-U,fixed_pair_mean,0,base_macro_recall,30.353494698006894,8.8266247482566
S-F-CB minus S-F-U,1993,0,post_base_macro_recall,,
S-F-CB minus S-F-U,1994,0,post_base_macro_recall,,
S-F-CB minus S-F-U,1995,0,post_base_macro_recall,,
S-F-CB minus S-F-U,fixed_pair_mean,0,post_base_macro_recall,,
S-F-CB minus S-F-U,1993,0,tail_base_macro_recall,45.83333333333333,
S-F-CB minus S-F-U,1994,0,tail_base_macro_recall,54.166666666666664,
S-F-CB minus S-F-U,1995,0,tail_base_macro_recall,88.46153846153845,
S-F-CB minus S-F-U,fixed_pair_mean,0,tail_base_macro_recall,62.82051282051282,22.59331224176552
S-F-CB minus S-F-U,1993,0,tail_post_base_macro_recall,,
S-F-CB minus S-F-U,1994,0,tail_post_base_macro_recall,,
S-F-CB minus S-F-U,1995,0,tail_post_base_macro_recall,,
S-F-CB minus S-F-U,fixed_pair_mean,0,tail_post_base_macro_recall,,
S-F-CB minus S-F-U,1993,1,balanced_accuracy,41.51974014778892,
S-F-CB minus S-F-U,1994,1,balanced_accuracy,31.155906460784504,
S-F-CB minus S-F-U,1995,1,balanced_accuracy,30.850341429609724,
S-F-CB minus S-F-U,fixed_pair_mean,1,balanced_accuracy,34.508662679394384,6.073693106170364
S-F-CB minus S-F-U,1993,1,tail_rank2,67.3076923076923,
S-F-CB minus S-F-U,1994,1,tail_rank2,54.166666666666664,
S-F-CB minus S-F-U,1995,1,tail_rank2,76.92307692307693,
S-F-CB minus S-F-U,fixed_pair_mean,1,tail_rank2,66.13247863247864,11.423633280455064
S-F-CB minus S-F-U,1993,1,old_macro_recall,27.612250554323722,
S-F-CB minus S-F-U,1994,1,old_macro_recall,50.388650845967916,
S-F-CB minus S-F-U,1995,1,old_macro_recall,19.957120582120588,
S-F-CB minus S-F-U,fixed_pair_mean,1,old_macro_recall,32.65267399413741,15.829526521324995
S-F-CB minus S-F-U,1993,1,current_macro_recall,69.33471933471934,
S-F-CB minus S-F-U,1994,1,current_macro_recall,-7.309582309582311,
S-F-CB minus S-F-U,1995,1,current_macro_recall,52.63678312458801,
S-F-CB minus S-F-U,fixed_pair_mean,1,current_macro_recall,38.22064004990835,40.30454229361625
S-F-CB minus S-F-U,1993,1,label_6_recall,84.61538461538461,
S-F-CB minus S-F-U,1994,1,label_6_recall,,
S-F-CB minus S-F-U,1995,1,label_6_recall,76.92307692307693,
S-F-CB minus S-F-U,fixed_pair_mean,1,label_6_recall,,
S-F-CB minus S-F-U,1993,1,label_7_recall,50.0,
S-F-CB minus S-F-U,1994,1,label_7_recall,54.166666666666664,
S-F-CB minus S-F-U,1995,1,label_7_recall,,
S-F-CB minus S-F-U,fixed_pair_mean,1,label_7_recall,,
S-F-CB minus S-F-U,1993,1,base_macro_recall,27.612250554323722,
S-F-CB minus S-F-U,1994,1,base_macro_recall,50.388650845967916,
S-F-CB minus S-F-U,1995,1,base_macro_recall,19.957120582120588,
S-F-CB minus S-F-U,fixed_pair_mean,1,base_macro_recall,32.65267399413741,15.829526521324995
S-F-CB minus S-F-U,1993,1,post_base_macro_recall,69.33471933471934,
S-F-CB minus S-F-U,1994,1,post_base_macro_recall,-7.309582309582311,
S-F-CB minus S-F-U,1995,1,post_base_macro_recall,52.63678312458801,
S-F-CB minus S-F-U,fixed_pair_mean,1,post_base_macro_recall,38.22064004990835,40.30454229361625
S-F-CB minus S-F-U,1993,1,tail_base_macro_recall,50.0,
S-F-CB minus S-F-U,1994,1,tail_base_macro_recall,54.166666666666664,
S-F-CB minus S-F-U,1995,1,tail_base_macro_recall,76.92307692307693,
S-F-CB minus S-F-U,fixed_pair_mean,1,tail_base_macro_recall,60.363247863247864,14.491764269606625
S-F-CB minus S-F-U,1993,1,tail_post_base_macro_recall,84.61538461538461,
S-F-CB minus S-F-U,1994,1,tail_post_base_macro_recall,,
S-F-CB minus S-F-U,1995,1,tail_post_base_macro_recall,,
S-F-CB minus S-F-U,fixed_pair_mean,1,tail_post_base_macro_recall,,
S-F-CB minus S-F-U,1993,2,balanced_accuracy,27.88042400979834,
S-F-CB minus S-F-U,1994,2,balanced_accuracy,30.7496404762444,
S-F-CB minus S-F-U,1995,2,balanced_accuracy,26.01912666964363,
S-F-CB minus S-F-U,fixed_pair_mean,2,balanced_accuracy,28.216397051895456,2.3830859473321824
S-F-CB minus S-F-U,1993,2,tail_rank2,69.23076923076923,
S-F-CB minus S-F-U,1994,2,tail_rank2,71.15384615384616,
S-F-CB minus S-F-U,1995,2,tail_rank2,71.7948717948718,
S-F-CB minus S-F-U,fixed_pair_mean,2,tail_rank2,70.72649572649573,1.3344012817090631
S-F-CB minus S-F-U,1993,2,old_macro_recall,38.8092296628882,
S-F-CB minus S-F-U,1994,2,old_macro_recall,29.600412496753965,
S-F-CB minus S-F-U,1995,2,old_macro_recall,28.65352154986301,
S-F-CB minus S-F-U,fixed_pair_mean,2,old_macro_recall,32.354387903168394,5.610070162091829
S-F-CB minus S-F-U,1993,2,current_macro_recall,-4.905992949471219,
S-F-CB minus S-F-U,1994,2,current_macro_recall,34.19732441471571,
S-F-CB minus S-F-U,1995,2,current_macro_recall,18.1159420289855,
S-F-CB minus S-F-U,fixed_pair_mean,2,current_macro_recall,15.802424498076663,19.654048685842
S-F-CB minus S-F-U,1993,2,label_6_recall,88.46153846153845,
S-F-CB minus S-F-U,1994,2,label_6_recall,92.3076923076923,
S-F-CB minus S-F-U,1995,2,label_6_recall,76.92307692307693,
S-F-CB minus S-F-U,fixed_pair_mean,2,label_6_recall,85.89743589743591,8.006407690254349
S-F-CB minus S-F-U,1993,2,label_7_recall,50.0,
S-F-CB minus S-F-U,1994,2,label_7_recall,50.0,
S-F-CB minus S-F-U,1995,2,label_7_recall,66.66666666666666,
S-F-CB minus S-F-U,fixed_pair_mean,2,label_7_recall,55.55555555555555,9.622504486493757
S-F-CB minus S-F-U,1993,2,base_macro_recall,24.6119733924612,
S-F-CB minus S-F-U,1994,2,base_macro_recall,47.48722808174028,
S-F-CB minus S-F-U,1995,2,base_macro_recall,18.820756945756948,
S-F-CB minus S-F-U,fixed_pair_mean,2,base_macro_recall,30.306652806652806,15.157957384501206
S-F-CB minus S-F-U,1993,2,post_base_macro_recall,31.148874627135488,
S-F-CB minus S-F-U,1994,2,post_base_macro_recall,14.01205287074852,
S-F-CB minus S-F-U,1995,2,post_base_macro_recall,33.217496393530325,
S-F-CB minus S-F-U,fixed_pair_mean,2,post_base_macro_recall,26.12614129713811,10.54197101138541
S-F-CB minus S-F-U,1993,2,tail_base_macro_recall,50.0,
S-F-CB minus S-F-U,1994,2,tail_base_macro_recall,50.0,
S-F-CB minus S-F-U,1995,2,tail_base_macro_recall,76.92307692307693,
S-F-CB minus S-F-U,fixed_pair_mean,2,tail_base_macro_recall,58.97435897435898,15.544045708951469
S-F-CB minus S-F-U,1993,2,tail_post_base_macro_recall,88.46153846153845,
S-F-CB minus S-F-U,1994,2,tail_post_base_macro_recall,92.3076923076923,
S-F-CB minus S-F-U,1995,2,tail_post_base_macro_recall,66.66666666666666,
S-F-CB minus S-F-U,fixed_pair_mean,2,tail_post_base_macro_recall,82.47863247863248,13.827939903729435
S-J-CB minus S-M-CB,1993,0,balanced_accuracy,-0.9622135994087131,
S-J-CB minus S-M-CB,1994,0,balanced_accuracy,-1.8597560975609753,
S-J-CB minus S-M-CB,1995,0,balanced_accuracy,-0.180967680967683,
S-J-CB minus S-M-CB,fixed_pair_mean,0,balanced_accuracy,-1.0009791259791239,0.8400653019019797
S-J-CB minus S-M-CB,1993,0,tail_rank2,-8.333333333333336,
S-J-CB minus S-M-CB,1994,0,tail_rank2,0.0,
S-J-CB minus S-M-CB,1995,0,tail_rank2,3.846153846153854,
S-J-CB minus S-M-CB,fixed_pair_mean,0,tail_rank2,-1.495726495726494,6.225983882193793
S-J-CB minus S-M-CB,1993,0,old_macro_recall,,
S-J-CB minus S-M-CB,1994,0,old_macro_recall,,
S-J-CB minus S-M-CB,1995,0,old_macro_recall,,
S-J-CB minus S-M-CB,fixed_pair_mean,0,old_macro_recall,,
S-J-CB minus S-M-CB,1993,0,current_macro_recall,-0.9622135994087131,
S-J-CB minus S-M-CB,1994,0,current_macro_recall,-1.8597560975609753,
S-J-CB minus S-M-CB,1995,0,current_macro_recall,-0.180967680967683,
S-J-CB minus S-M-CB,fixed_pair_mean,0,current_macro_recall,-1.0009791259791239,0.8400653019019797
S-J-CB minus S-M-CB,1993,0,label_6_recall,,
S-J-CB minus S-M-CB,1994,0,label_6_recall,,
S-J-CB minus S-M-CB,1995,0,label_6_recall,3.846153846153854,
S-J-CB minus S-M-CB,fixed_pair_mean,0,label_6_recall,,
S-J-CB minus S-M-CB,1993,0,label_7_recall,-8.333333333333336,
S-J-CB minus S-M-CB,1994,0,label_7_recall,0.0,
S-J-CB minus S-M-CB,1995,0,label_7_recall,,
S-J-CB minus S-M-CB,fixed_pair_mean,0,label_7_recall,,
S-J-CB minus S-M-CB,1993,0,base_macro_recall,-0.9622135994087131,
S-J-CB minus S-M-CB,1994,0,base_macro_recall,-1.8597560975609753,
S-J-CB minus S-M-CB,1995,0,base_macro_recall,-0.180967680967683,
S-J-CB minus S-M-CB,fixed_pair_mean,0,base_macro_recall,-1.0009791259791239,0.8400653019019797
S-J-CB minus S-M-CB,1993,0,post_base_macro_recall,,
S-J-CB minus S-M-CB,1994,0,post_base_macro_recall,,
S-J-CB minus S-M-CB,1995,0,post_base_macro_recall,,
S-J-CB minus S-M-CB,fixed_pair_mean,0,post_base_macro_recall,,
S-J-CB minus S-M-CB,1993,0,tail_base_macro_recall,-8.333333333333336,
S-J-CB minus S-M-CB,1994,0,tail_base_macro_recall,0.0,
S-J-CB minus S-M-CB,1995,0,tail_base_macro_recall,3.846153846153854,
S-J-CB minus S-M-CB,fixed_pair_mean,0,tail_base_macro_recall,-1.495726495726494,6.225983882193793
S-J-CB minus S-M-CB,1993,0,tail_post_base_macro_recall,,
S-J-CB minus S-M-CB,1994,0,tail_post_base_macro_recall,,
S-J-CB minus S-M-CB,1995,0,tail_post_base_macro_recall,,
S-J-CB minus S-M-CB,fixed_pair_mean,0,tail_post_base_macro_recall,,
S-J-CB minus S-M-CB,1993,1,balanced_accuracy,-3.4363570034301745,
S-J-CB minus S-M-CB,1994,1,balanced_accuracy,0.867117117117111,
S-J-CB minus S-M-CB,1995,1,balanced_accuracy,-1.144553644553639,
S-J-CB minus S-M-CB,fixed_pair_mean,1,balanced_accuracy,-1.2379311769555674,2.1532561155661822
S-J-CB minus S-M-CB,1993,1,tail_rank2,-4.006410256410263,
S-J-CB minus S-M-CB,1994,1,tail_rank2,0.0,
S-J-CB minus S-M-CB,1995,1,tail_rank2,0.0,
S-J-CB minus S-M-CB,fixed_pair_mean,1,tail_rank2,-1.3354700854700876,2.313102040022543
S-J-CB minus S-M-CB,1993,1,old_macro_recall,-4.192997043606795,
S-J-CB minus S-M-CB,1994,1,old_macro_recall,0.625,
S-J-CB minus S-M-CB,1995,1,old_macro_recall,-2.392506142506136,
S-J-CB minus S-M-CB,fixed_pair_mean,1,old_macro_recall,-1.9868343953709768,2.434481680536685
S-J-CB minus S-M-CB,1993,1,current_macro_recall,-1.9230769230769198,
S-J-CB minus S-M-CB,1994,1,current_macro_recall,1.3513513513513544,
S-J-CB minus S-M-CB,1995,1,current_macro_recall,1.3513513513513473,
S-J-CB minus S-M-CB,fixed_pair_mean,1,current_macro_recall,0.25987525987526067,1.8904920456832837
S-J-CB minus S-M-CB,1993,1,label_6_recall,-3.846153846153854,
S-J-CB minus S-M-CB,1994,1,label_6_recall,,
S-J-CB minus S-M-CB,1995,1,label_6_recall,0.0,
S-J-CB minus S-M-CB,fixed_pair_mean,1,label_6_recall,,
S-J-CB minus S-M-CB,1993,1,label_7_recall,-4.166666666666671,
S-J-CB minus S-M-CB,1994,1,label_7_recall,0.0,
S-J-CB minus S-M-CB,1995,1,label_7_recall,,
S-J-CB minus S-M-CB,fixed_pair_mean,1,label_7_recall,,
S-J-CB minus S-M-CB,1993,1,base_macro_recall,-4.192997043606795,
S-J-CB minus S-M-CB,1994,1,base_macro_recall,0.625,
S-J-CB minus S-M-CB,1995,1,base_macro_recall,-2.392506142506136,
S-J-CB minus S-M-CB,fixed_pair_mean,1,base_macro_recall,-1.9868343953709768,2.434481680536685
S-J-CB minus S-M-CB,1993,1,post_base_macro_recall,-1.9230769230769198,
S-J-CB minus S-M-CB,1994,1,post_base_macro_recall,1.3513513513513544,
S-J-CB minus S-M-CB,1995,1,post_base_macro_recall,1.3513513513513473,
S-J-CB minus S-M-CB,fixed_pair_mean,1,post_base_macro_recall,0.25987525987526067,1.8904920456832837
S-J-CB minus S-M-CB,1993,1,tail_base_macro_recall,-4.166666666666671,
S-J-CB minus S-M-CB,1994,1,tail_base_macro_recall,0.0,
S-J-CB minus S-M-CB,1995,1,tail_base_macro_recall,0.0,
S-J-CB minus S-M-CB,fixed_pair_mean,1,tail_base_macro_recall,-1.3888888888888904,2.4056261216234436
S-J-CB minus S-M-CB,1993,1,tail_post_base_macro_recall,-3.846153846153854,
S-J-CB minus S-M-CB,1994,1,tail_post_base_macro_recall,,
S-J-CB minus S-M-CB,1995,1,tail_post_base_macro_recall,,
S-J-CB minus S-M-CB,fixed_pair_mean,1,tail_post_base_macro_recall,,
S-J-CB minus S-M-CB,1993,2,balanced_accuracy,-2.8183616614820153,
S-J-CB minus S-M-CB,1994,2,balanced_accuracy,-1.1275382620159888,
S-J-CB minus S-M-CB,1995,2,balanced_accuracy,-1.797394678492232,
S-J-CB minus S-M-CB,fixed_pair_mean,2,balanced_accuracy,-1.9144315339967453,0.8514658896310825
S-J-CB minus S-M-CB,1993,2,tail_rank2,-1.9230769230769198,
S-J-CB minus S-M-CB,1994,2,tail_rank2,0.0,
S-J-CB minus S-M-CB,1995,2,tail_rank2,0.0,
S-J-CB minus S-M-CB,fixed_pair_mean,2,tail_rank2,-0.64102564102564,1.1102889792108168
S-J-CB minus S-M-CB,1993,2,old_macro_recall,-4.844772070381829,
S-J-CB minus S-M-CB,1994,2,old_macro_recall,-0.05410898703581779,
S-J-CB minus S-M-CB,1995,2,old_macro_recall,-2.3965262379896473,
S-J-CB minus S-M-CB,fixed_pair_mean,2,old_macro_recall,-2.4318024318024314,2.3955263517484036
S-J-CB minus S-M-CB,1993,2,current_macro_recall,3.2608695652173907,
S-J-CB minus S-M-CB,1994,2,current_macro_recall,-4.347826086956516,
S-J-CB minus S-M-CB,1995,2,current_macro_recall,0.0,
S-J-CB minus S-M-CB,fixed_pair_mean,2,current_macro_recall,-0.3623188405797085,3.817265852482873
S-J-CB minus S-M-CB,1993,2,label_6_recall,-3.846153846153854,
S-J-CB minus S-M-CB,1994,2,label_6_recall,0.0,
S-J-CB minus S-M-CB,1995,2,label_6_recall,0.0,
S-J-CB minus S-M-CB,fixed_pair_mean,2,label_6_recall,-1.2820512820512846,2.220577958421642
S-J-CB minus S-M-CB,1993,2,label_7_recall,0.0,
S-J-CB minus S-M-CB,1994,2,label_7_recall,0.0,
S-J-CB minus S-M-CB,1995,2,label_7_recall,0.0,
S-J-CB minus S-M-CB,fixed_pair_mean,2,label_7_recall,0.0,0.0
S-J-CB minus S-M-CB,1993,2,base_macro_recall,-4.954268292682919,
S-J-CB minus S-M-CB,1994,2,base_macro_recall,0.5945121951219505,
S-J-CB minus S-M-CB,1995,2,base_macro_recall,-4.204545454545453,
S-J-CB minus S-M-CB,fixed_pair_mean,2,base_macro_recall,-2.854767184035474,3.0105925098087742
S-J-CB minus S-M-CB,1993,2,post_base_macro_recall,-0.682455030281119,
S-J-CB minus S-M-CB,1994,2,post_base_macro_recall,-2.849588719153928,
S-J-CB minus S-M-CB,1995,2,post_base_macro_recall,0.6097560975609753,
S-J-CB minus S-M-CB,fixed_pair_mean,2,post_base_macro_recall,-0.9740958839580239,1.7480152833665707
S-J-CB minus S-M-CB,1993,2,tail_base_macro_recall,0.0,
S-J-CB minus S-M-CB,1994,2,tail_base_macro_recall,0.0,
S-J-CB minus S-M-CB,1995,2,tail_base_macro_recall,0.0,
S-J-CB minus S-M-CB,fixed_pair_mean,2,tail_base_macro_recall,0.0,0.0
S-J-CB minus S-M-CB,1993,2,tail_post_base_macro_recall,-3.846153846153854,
S-J-CB minus S-M-CB,1994,2,tail_post_base_macro_recall,0.0,
S-J-CB minus S-M-CB,1995,2,tail_post_base_macro_recall,0.0,
S-J-CB minus S-M-CB,fixed_pair_mean,2,tail_post_base_macro_recall,-1.2820512820512846,2.220577958421642
S-J-CB minus S-F-CB,1993,0,balanced_accuracy,11.17008499630451,
S-J-CB minus S-F-CB,1994,0,balanced_accuracy,-0.6604317732366525,
S-J-CB minus S-F-CB,1995,0,balanced_accuracy,6.8539737289737275,
S-J-CB minus S-F-CB,fixed_pair_mean,0,balanced_accuracy,5.787875650680529,5.986877783369559
S-J-CB minus S-F-CB,1993,0,tail_rank2,8.333333333333336,
S-J-CB minus S-F-CB,1994,0,tail_rank2,0.0,
S-J-CB minus S-F-CB,1995,0,tail_rank2,7.692307692307708,
S-J-CB minus S-F-CB,fixed_pair_mean,0,tail_rank2,5.341880341880348,4.637293678250155
S-J-CB minus S-F-CB,1993,0,old_macro_recall,,
S-J-CB minus S-F-CB,1994,0,old_macro_recall,,
S-J-CB minus S-F-CB,1995,0,old_macro_recall,,
S-J-CB minus S-F-CB,fixed_pair_mean,0,old_macro_recall,,
S-J-CB minus S-F-CB,1993,0,current_macro_recall,11.17008499630451,
S-J-CB minus S-F-CB,1994,0,current_macro_recall,-0.6604317732366525,
S-J-CB minus S-F-CB,1995,0,current_macro_recall,6.8539737289737275,
S-J-CB minus S-F-CB,fixed_pair_mean,0,current_macro_recall,5.787875650680529,5.986877783369559
S-J-CB minus S-F-CB,1993,0,label_6_recall,,
S-J-CB minus S-F-CB,1994,0,label_6_recall,,
S-J-CB minus S-F-CB,1995,0,label_6_recall,7.692307692307708,
S-J-CB minus S-F-CB,fixed_pair_mean,0,label_6_recall,,
S-J-CB minus S-F-CB,1993,0,label_7_recall,8.333333333333336,
S-J-CB minus S-F-CB,1994,0,label_7_recall,0.0,
S-J-CB minus S-F-CB,1995,0,label_7_recall,,
S-J-CB minus S-F-CB,fixed_pair_mean,0,label_7_recall,,
S-J-CB minus S-F-CB,1993,0,base_macro_recall,11.17008499630451,
S-J-CB minus S-F-CB,1994,0,base_macro_recall,-0.6604317732366525,
S-J-CB minus S-F-CB,1995,0,base_macro_recall,6.8539737289737275,
S-J-CB minus S-F-CB,fixed_pair_mean,0,base_macro_recall,5.787875650680529,5.986877783369559
S-J-CB minus S-F-CB,1993,0,post_base_macro_recall,,
S-J-CB minus S-F-CB,1994,0,post_base_macro_recall,,
S-J-CB minus S-F-CB,1995,0,post_base_macro_recall,,
S-J-CB minus S-F-CB,fixed_pair_mean,0,post_base_macro_recall,,
S-J-CB minus S-F-CB,1993,0,tail_base_macro_recall,8.333333333333336,
S-J-CB minus S-F-CB,1994,0,tail_base_macro_recall,0.0,
S-J-CB minus S-F-CB,1995,0,tail_base_macro_recall,7.692307692307708,
S-J-CB minus S-F-CB,fixed_pair_mean,0,tail_base_macro_recall,5.341880341880348,4.637293678250155
S-J-CB minus S-F-CB,1993,0,tail_post_base_macro_recall,,
S-J-CB minus S-F-CB,1994,0,tail_post_base_macro_recall,,
S-J-CB minus S-F-CB,1995,0,tail_post_base_macro_recall,,
S-J-CB minus S-F-CB,fixed_pair_mean,0,tail_post_base_macro_recall,,
S-J-CB minus S-F-CB,1993,1,balanced_accuracy,5.740895466505229,
S-J-CB minus S-F-CB,1994,1,balanced_accuracy,1.3318251732885855,
S-J-CB minus S-F-CB,1995,1,balanced_accuracy,8.70243879390221,
S-J-CB minus S-F-CB,fixed_pair_mean,1,balanced_accuracy,5.258386477898675,3.708921336340037
