contrast,order_seed,session,metric,point_pp,lower95,upper95,resamples,seed,unit,parents_resampled,independent_confirmation,interpretation
A-CB minus A-U,1993,0,balanced_accuracy,37.92544345898004,29.503854164523496,46.12538612423489,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,0,label_7_recall,54.166666666666664,29.618055555555557,76.92307692307692,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,0,base_macro_recall,37.92544345898004,29.503854164523496,46.12538612423489,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,0,base_macro_recall,21.64441880905295,12.986417958656322,29.90500992063492,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,0,base_macro_recall,39.12752787752788,33.237911899557446,44.82336251190551,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,0,base_macro_recall,32.89913004852029,27.354747310025964,38.31662687267307,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,0,tail_base_macro_recall,50.0,28.0,72.01818181818172,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,0,tail_base_macro_recall,54.166666666666664,29.618055555555557,76.92307692307692,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,0,tail_base_macro_recall,96.15384615384616,87.5,100.0,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,0,tail_base_macro_recall,66.77350427350427,51.499893162393164,81.97720797720797,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,1,balanced_accuracy,44.7721216013899,38.06469442269881,51.310845404595405,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,1,balanced_accuracy,27.762854317732366,20.625187078612942,34.59897875564351,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,1,balanced_accuracy,33.53232517866664,27.541917327495796,39.410554105902946,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,1,balanced_accuracy,35.3557670325963,29.622354125613,40.83354273869638,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,1,tail_rank2,71.31410256410255,57.56209886128364,83.93035714285713,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,1,tail_rank2,50.0,25.0,72.72727272727273,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,1,tail_rank2,92.3076923076923,80.0,100.0,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,1,tail_rank2,71.20726495726495,58.148042929292934,83.0168269230769,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,1,old_macro_recall,32.880635624538066,24.15518027813194,41.32853084415585,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,1,old_macro_recall,49.921308503625575,40.42017738359202,58.87572834917187,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,1,old_macro_recall,24.111935361935366,17.720097692353793,30.492558428413698,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,1,old_macro_recall,35.637959830033004,29.17911907182083,41.64743016974248,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,1,current_macro_recall,68.55509355509355,57.976495726495735,78.18045715249661,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,1,current_macro_recall,-16.554054054054063,-26.934889434889442,-6.5656565656565675,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,1,current_macro_recall,52.3731048121292,40.7245400995401,64.26922425474254,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,1,current_macro_recall,34.7913814377229,27.343580674721025,41.76729138571244,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,1,label_6_recall,88.46153846153845,76.0,100.0,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,1,label_6_recall,92.3076923076923,80.0,100.0,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,1,label_7_recall,54.166666666666664,29.618055555555557,76.92307692307692,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,1,label_7_recall,50.0,25.0,72.72727272727273,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,1,base_macro_recall,32.880635624538066,24.15518027813194,41.32853084415585,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,1,base_macro_recall,49.921308503625575,40.42017738359202,58.87572834917187,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,1,base_macro_recall,24.111935361935366,17.720097692353793,30.492558428413698,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,1,base_macro_recall,35.637959830033004,29.17911907182083,41.64743016974248,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,1,post_base_macro_recall,68.55509355509355,57.976495726495735,78.18045715249661,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,1,post_base_macro_recall,-16.554054054054063,-26.934889434889442,-6.5656565656565675,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,1,post_base_macro_recall,52.3731048121292,40.7245400995401,64.26922425474254,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,1,post_base_macro_recall,34.7913814377229,27.343580674721025,41.76729138571244,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,1,tail_base_macro_recall,54.166666666666664,29.618055555555557,76.92307692307692,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,1,tail_base_macro_recall,50.0,25.0,72.72727272727273,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,1,tail_base_macro_recall,92.3076923076923,80.0,100.0,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,1,tail_base_macro_recall,65.49145299145299,49.33188405797102,80.61841168091168,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,1,tail_post_base_macro_recall,88.46153846153845,76.0,100.0,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,2,balanced_accuracy,28.50462124752952,22.943485920499683,34.032865974218396,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,2,balanced_accuracy,28.504621247529517,22.94348592049968,34.0328659742184,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,2,balanced_accuracy,28.504621247529517,22.943485920499686,34.032865974218396,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,2,balanced_accuracy,28.504621247529517,22.943485920499686,34.0328659742184,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,2,tail_rank2,71.15384615384616,58.97321428571429,83.33333333333334,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,2,tail_rank2,71.15384615384616,58.97321428571429,83.33333333333334,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,2,tail_rank2,71.15384615384616,58.97321428571429,83.33333333333334,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,2,tail_rank2,71.15384615384616,58.97321428571429,83.33333333333334,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,2,old_macro_recall,41.903537299878764,35.29090801956655,48.335617556028325,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,2,old_macro_recall,26.969372365713827,20.220692491100838,34.011267192188235,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,2,old_macro_recall,34.02065441699588,28.05624446153729,39.98059759901865,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,2,old_macro_recall,34.297854694196154,28.286804940727464,40.432148219937446,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,2,current_macro_recall,-11.692126909518208,-22.343612870324254,-0.584347774197403,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,2,current_macro_recall,33.11036789297658,23.3493961352657,41.71244934143868,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,2,current_macro_recall,11.956521739130437,-1.4200157604412864,25.75117753623187,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,2,current_macro_recall,11.124920907529605,2.018908812658814,20.162733540485625,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,2,label_6_recall,92.3076923076923,80.0,100.0,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,2,label_6_recall,92.3076923076923,80.0,100.0,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,2,label_6_recall,92.3076923076923,80.0,100.0,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,2,label_6_recall,92.3076923076923,80.0,100.0,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,2,label_7_recall,50.0,28.0,72.01818181818172,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,2,label_7_recall,50.0,28.0,72.01818181818172,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,2,label_7_recall,50.0,28.0,72.01818181818172,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,2,label_7_recall,50.0,28.0,72.01818181818172,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,2,base_macro_recall,28.967572062084255,20.669637907823887,37.30298587996672,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,2,base_macro_recall,45.46020105471325,36.46676581787882,54.10251545518314,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,2,base_macro_recall,26.19578057078057,19.37482233213941,32.71385732323233,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,2,base_macro_recall,33.54118456252603,27.217847429488955,40.019317151335976,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,2,post_base_macro_recall,28.041670432974783,20.746427419982915,35.10542502088554,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,2,post_base_macro_recall,11.549041440345782,4.628756077160332,18.094634368089732,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,2,post_base_macro_recall,30.81346192427847,21.76817366439329,39.3448983629608,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,2,post_base_macro_recall,23.468057932533014,17.311634181298817,29.585454807634672,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,2,tail_base_macro_recall,50.0,28.0,72.01818181818172,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,2,tail_base_macro_recall,50.0,28.0,72.01818181818172,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,2,tail_base_macro_recall,92.3076923076923,80.0,100.0,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,2,tail_base_macro_recall,64.1025641025641,49.330158730158736,79.27469135802468,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1993,2,tail_post_base_macro_recall,92.3076923076923,80.0,100.0,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1994,2,tail_post_base_macro_recall,92.3076923076923,80.0,100.0,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,1995,2,tail_post_base_macro_recall,50.0,28.0,72.01818181818172,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
A-CB minus A-U,fixed_pair_mean,2,tail_post_base_macro_recall,78.2051282051282,67.90123456790124,87.92916666666665,2000,43001,class-stratified identity_component,False,False,fixed parent pairs; adaptively reused development validation; conditional descriptive interval
