dataset,seed,task,method,scope,n_images,n_classes,correct_sample,correct_macro,to_other_sample,to_other_macro,wrong_within_sample,wrong_within_macro
ISIC,1993,3,C3,current,63,2,68.25396825396825,71.82952182952182,31.746031746031743,28.170478170478177,0.0,0.0
ISIC,1994,1,C0,current,64,2,79.6875,73.75,0.0,0.0,20.3125,26.25
ISIC,1994,1,P,current,64,2,81.25,75.83333333333333,0.0,0.0,18.75,24.166666666666668
ISIC,1994,1,C1,current,64,2,79.6875,73.75,0.0,0.0,20.3125,26.25
ISIC,1994,1,C2,current,64,2,79.6875,73.75,0.0,0.0,20.3125,26.25
ISIC,1994,1,C3,current,64,2,79.6875,73.75,0.0,0.0,20.3125,26.25
ISIC,1994,2,C0,old,64,2,60.9375,60.41666666666667,29.6875,30.41666666666667,9.375,9.166666666666668
ISIC,1994,2,C0,current,78,2,55.12820512820513,55.207646671061305,17.94871794871795,17.600527356624916,26.923076923076923,27.191825972313776
ISIC,1994,2,P,old,64,2,68.75,65.83333333333333,20.3125,22.083333333333332,10.9375,12.083333333333332
ISIC,1994,2,P,current,78,2,51.28205128205128,51.28543177323665,17.94871794871795,17.73236651285432,30.76923076923077,30.98220171390903
ISIC,1994,2,C1,old,64,2,56.25,55.00000000000001,34.375,35.833333333333336,9.375,9.166666666666668
ISIC,1994,2,C1,current,78,2,56.41025641025641,56.558998022412666,16.666666666666664,16.381015161502965,26.923076923076923,27.05998681608438
ISIC,1994,2,C2,old,64,2,70.3125,67.08333333333334,20.3125,22.083333333333332,9.375,10.833333333333334
ISIC,1994,2,C2,current,78,2,52.56410256410257,52.50494396835861,17.94871794871795,17.73236651285432,29.48717948717949,29.762689518787077
ISIC,1994,2,C3,old,64,2,70.3125,67.08333333333334,20.3125,22.083333333333332,9.375,10.833333333333334
ISIC,1994,2,C3,current,78,2,51.28205128205128,51.15359261700725,16.666666666666664,16.512854317732366,32.05128205128205,32.33355306526038
ISIC,1994,3,C0,old,142,4,40.140845070422536,41.064051856734785,28.169014084507044,27.99741814985717,31.690140845070424,30.938529993408043
ISIC,1994,3,C0,current,81,2,80.24691358024691,79.66830466830467,4.938271604938271,5.190417690417691,14.814814814814813,15.141277641277643
ISIC,1994,3,P,old,142,4,52.816901408450704,52.40606460118655,11.971830985915492,12.677845528455286,35.2112676056338,34.91608987035817
ISIC,1994,3,P,current,81,2,62.96296296296296,61.82432432432432,23.456790123456788,24.600737100737103,13.580246913580247,13.574938574938574
ISIC,1994,3,C1,old,142,4,35.91549295774648,36.46053065260382,41.54929577464789,41.29957701604043,22.535211267605636,22.239892331355748
ISIC,1994,3,C1,current,81,2,81.48148148148148,81.01965601965601,2.4691358024691357,2.487714987714988,16.049382716049383,16.492628992628994
ISIC,1994,3,C2,old,142,4,52.816901408450704,53.29007361019556,12.676056338028168,12.886178861788618,34.50704225352113,33.82374752801582
ISIC,1994,3,C2,current,81,2,67.90123456790124,66.58476658476658,19.753086419753085,20.761670761670764,12.345679012345679,12.653562653562656
ISIC,1994,3,C3,old,142,4,51.40845070422535,52.07056141507361,12.676056338028168,12.886178861788618,35.91549295774648,35.04325972313778
ISIC,1994,3,C3,current,81,2,67.90123456790124,66.58476658476658,19.753086419753085,20.761670761670764,12.345679012345679,12.653562653562656
ISIC,1995,1,C0,current,77,2,85.71428571428571,85.74324324324326,0.0,0.0,14.285714285714285,14.256756756756756
ISIC,1995,1,P,current,77,2,83.11688311688312,82.9391891891892,0.0,0.0,16.883116883116884,17.06081081081081
ISIC,1995,1,C1,current,77,2,85.71428571428571,85.74324324324326,0.0,0.0,14.285714285714285,14.256756756756756
ISIC,1995,1,C2,current,77,2,85.71428571428571,85.74324324324326,0.0,0.0,14.285714285714285,14.256756756756756
ISIC,1995,1,C3,current,77,2,85.71428571428571,85.74324324324326,0.0,0.0,14.285714285714285,14.256756756756756
ISIC,1995,2,C0,old,77,2,46.75324675324675,46.41891891891892,49.35064935064935,49.527027027027025,3.896103896103896,4.054054054054054
ISIC,1995,2,C0,current,70,2,94.28571428571428,94.66783216783216,4.285714285714286,3.4090909090909087,1.4285714285714286,1.9230769230769231
ISIC,1995,2,P,old,77,2,74.02597402597402,73.78378378378379,15.584415584415584,15.506756756756756,10.38961038961039,10.70945945945946
ISIC,1995,2,P,current,70,2,85.71428571428571,87.84965034965036,11.428571428571429,9.090909090909092,2.857142857142857,3.0594405594405596
ISIC,1995,2,C1,old,77,2,42.857142857142854,42.66891891891892,53.246753246753244,53.27702702702703,3.896103896103896,4.054054054054054
ISIC,1995,2,C1,current,70,2,94.28571428571428,93.88111888111888,4.285714285714286,4.195804195804196,1.4285714285714286,1.9230769230769231
ISIC,1995,2,C2,old,77,2,74.02597402597402,73.68243243243244,15.584415584415584,15.70945945945946,10.38961038961039,10.608108108108109
ISIC,1995,2,C2,current,70,2,82.85714285714286,84.0034965034965,15.714285714285714,14.073426573426573,1.4285714285714286,1.9230769230769231
ISIC,1995,2,C3,old,77,2,74.02597402597402,73.68243243243244,15.584415584415584,15.70945945945946,10.38961038961039,10.608108108108109
ISIC,1995,2,C3,current,70,2,82.85714285714286,84.0034965034965,15.714285714285714,14.073426573426573,1.4285714285714286,1.9230769230769231
ISIC,1995,3,C0,old,147,4,53.06122448979592,55.517269892269894,27.89115646258503,26.23487998487998,19.047619047619047,18.247850122850124
ISIC,1995,3,C0,current,78,2,60.256410256410255,60.21753460777851,5.128205128205128,5.009887936717205,34.61538461538461,34.77257745550428
ISIC,1995,3,P,old,147,4,63.26530612244898,65.17612455112456,15.646258503401361,14.952631827631826,21.08843537414966,19.87124362124362
ISIC,1995,3,P,current,78,2,53.84615384615385,53.59261700725115,12.82051282051282,12.590639419907712,33.33333333333333,33.81674357284113
ISIC,1995,3,C1,old,147,4,51.70068027210885,53.873913248913254,31.292517006802722,29.848445473445473,17.006802721088434,16.277641277641276
ISIC,1995,3,C1,current,78,2,60.256410256410255,60.21753460777851,5.128205128205128,5.009887936717205,34.61538461538461,34.77257745550428
ISIC,1995,3,C2,old,147,4,69.38775510204081,70.79498204498205,13.60544217687075,13.071489321489322,17.006802721088434,16.13352863352863
ISIC,1995,3,C2,current,78,2,53.84615384615385,53.59261700725115,12.82051282051282,12.722478576137114,33.33333333333333,33.68490441661174
ISIC,1995,3,C3,old,147,4,69.38775510204081,70.79498204498205,13.60544217687075,13.071489321489322,17.006802721088434,16.13352863352863
ISIC,1995,3,C3,current,78,2,53.84615384615385,53.59261700725115,12.82051282051282,12.722478576137114,33.33333333333333,33.68490441661174
