dataset,seed,task,contrast,metric,difference_pp,low,high
ISIC,1995,2,C2-F1,tail,0.0,0.0,0.0
ISIC,fixed_three_mean,2,C2-F1,tail,0.0,0.0,0.0
ISIC,1993,2,F1-P,BA,5.776515151515156,2.3536879786879936,9.792090311004774
ISIC,1994,2,F1-P,BA,1.8951878707976277,-1.7006987780970382,5.5775512047314315
ISIC,1995,2,F1-P,BA,-1.9737525987526112,-6.875797672672673,2.5050874631667313
ISIC,fixed_three_mean,2,F1-P,BA,1.8993168078533909,-0.43933068412235143,4.209689366220175
ISIC,1993,2,F1-P,old,1.1363636363636545,0.0,3.4090909090909207
ISIC,1994,2,F1-P,old,0.0,-6.09756097560976,5.4054054054054035
ISIC,1995,2,F1-P,old,-0.10135135135134021,-6.453451887381597,6.517361111111117
ISIC,fixed_three_mean,2,F1-P,old,0.3450040950041047,-2.748775347459547,3.4489633173843663
ISIC,1993,2,F1-P,current,10.416666666666671,3.6585365853658587,17.89502288329519
ISIC,1994,2,F1-P,current,3.7903757415952555,0.0,8.7518854300385
ISIC,1995,2,F1-P,current,-3.8461538461538396,-11.111111111111114,0.0
ISIC,fixed_three_mean,2,F1-P,current,3.453629520702696,-0.16945861686124095,7.0391372819164895
ISIC,1993,2,F1-P,HM,7.89697055671563,2.970054062080391,13.469569591046582
ISIC,1994,2,F1-P,HM,2.3201621107834924,-1.172948314136703,6.238836815132135
ISIC,1995,2,F1-P,HM,-1.6994977356276735,-6.532812610453442,2.994250733564392
ISIC,fixed_three_mean,2,F1-P,HM,2.8392116439571495,0.305029434837462,5.487240660913259
ISIC,1993,2,F1-P,tail,8.333333333333336,0.0,20.0
ISIC,1994,2,F1-P,tail,0.0,0.0,0.0
ISIC,1995,2,F1-P,tail,-7.692307692307693,-22.22222222222223,0.0
ISIC,fixed_three_mean,2,F1-P,tail,0.2136752136752141,-5.8201058201058204,5.797101449275362
ISIC,1993,2,F1-C0,BA,4.32880635624538,-1.3549587572098836,9.753972712585517
ISIC,1994,2,F1-C0,BA,2.6424137552186266,-4.17473069693465,9.333909759679349
ISIC,1995,2,F1-C0,BA,8.299588924588917,1.7214846566590527,14.939474273355856
ISIC,fixed_three_mean,2,F1-C0,BA,5.090269678684308,1.2754103278774338,8.934499410771073
ISIC,1993,2,F1-C0,old,16.57427937915743,9.090909090909108,25.0006929046563
ISIC,1994,2,F1-C0,old,5.416666666666657,-5.983333333333333,16.132556620209055
ISIC,1995,2,F1-C0,old,27.263513513513516,17.47049916457811,38.25336356092933
ISIC,fixed_three_mean,2,F1-C0,old,16.418153186445867,10.65507474882475,22.291492684063286
ISIC,1993,2,F1-C0,current,-7.916666666666657,-15.796341463414635,-0.640789473684206
ISIC,1994,2,F1-C0,current,-0.1318391562293968,-6.904761904761898,6.625546438608057
ISIC,1995,2,F1-C0,current,-10.664335664335667,-19.7564935064935,-3.4090909090909065
ISIC,fixed_three_mean,2,F1-C0,current,-6.23761382907724,-10.704546480594527,-1.955738783041413
ISIC,1993,2,F1-C0,HM,2.38279575309069,-4.9793891728653215,9.078674979301208
ISIC,1994,2,F1-C0,HM,2.281190996644142,-4.228452825408422,8.978859454109609
ISIC,1995,2,F1-C0,HM,16.211908065262698,7.744632309322534,26.190651083357633
ISIC,fixed_three_mean,2,F1-C0,HM,6.9586316049991765,2.4310405841077554,11.528745624450268
ISIC,1993,2,F1-C0,tail,4.166666666666671,0.0,12.5
ISIC,1994,2,F1-C0,tail,-4.166666666666671,-24.0,12.0
ISIC,1995,2,F1-C0,tail,-7.692307692307693,-22.22222222222223,0.0
ISIC,fixed_three_mean,2,F1-C0,tail,-2.5641025641025643,-10.925306577480491,5.79710144927536
ISIC,1993,3,C3-F1,BA,-0.37878787878787534,-1.6609848484848546,0.854700854700852
ISIC,1994,3,C3-F1,BA,3.0196493611127835,0.448227344969966,5.811754671952046
ISIC,1995,3,C3-F1,BA,-0.033783783783789545,-1.3513513513513473,1.2502237814737873
ISIC,fixed_three_mean,3,C3-F1,BA,0.8690258995137062,-0.08622292799563996,1.9246846817608751
ISIC,1993,3,C3-F1,old,-0.568181818181813,-2.4914772727272716,1.2820512820512846
ISIC,1994,3,C3-F1,old,2.1492529114480377,-0.6578947368421026,5.675829238329239
ISIC,1995,3,C3-F1,old,-0.05067567567567721,-2.0270270270270174,1.8753356722106704
ISIC,fixed_three_mean,3,C3-F1,old,0.5101318058635158,-0.8292318915513682,1.9996072189101775
ISIC,1993,3,C3-F1,current,0.0,0.0,0.0
ISIC,1994,3,C3-F1,current,4.760442260442261,1.136363636363626,9.595959595959599
ISIC,1995,3,C3-F1,current,0.0,0.0,0.0
ISIC,fixed_three_mean,3,C3-F1,current,1.586814086814087,0.37878787878787534,3.1986531986531994
ISIC,1993,3,C3-F1,HM,-0.3030199403400786,-1.4146470061650285,0.7279878474654663
ISIC,1994,3,C3-F1,HM,3.201089092154483,0.5907333776508873,6.085163403932023
ISIC,1995,3,C3-F1,HM,-0.018806518562570318,-0.7122533792989237,0.6853999975335747
ISIC,fixed_three_mean,3,C3-F1,HM,0.9597542110839447,0.06196545210976647,1.9489926308578316
ISIC,1993,3,C3-F1,tail,0.0,0.0,0.0
ISIC,1994,3,C3-F1,tail,8.333333333333336,0.0,20.0
ISIC,1995,3,C3-F1,tail,0.0,0.0,0.0
ISIC,fixed_three_mean,3,C3-F1,tail,2.7777777777777786,0.0,6.666666666666667
ISIC,1993,3,C2-F1,BA,-0.37878787878787534,-1.6609848484848546,0.854700854700852
ISIC,1994,3,C2-F1,BA,3.832657491194084,1.147328548644335,6.872633729319781
ISIC,1995,3,C2-F1,BA,-0.033783783783789545,-1.3513513513513473,1.2502237814737873
ISIC,fixed_three_mean,3,C2-F1,BA,1.1400286095408063,0.19971137527032076,2.221748341814135
ISIC,1993,3,C2-F1,old,-0.568181818181813,-2.4914772727272716,1.2820512820512846
ISIC,1994,3,C2-F1,old,3.368765106569988,0.0,7.3297451943365814
ISIC,1995,3,C2-F1,old,-0.05067567567567721,-2.0270270270270174,1.8753356722106704
ISIC,fixed_three_mean,3,C2-F1,old,0.916635870904166,-0.4247438737730723,2.3579133237563488
ISIC,1993,3,C2-F1,current,0.0,0.0,0.0
ISIC,1994,3,C2-F1,current,4.760442260442261,1.136363636363626,9.595959595959599
ISIC,1995,3,C2-F1,current,0.0,0.0,0.0
ISIC,fixed_three_mean,3,C2-F1,current,1.586814086814087,0.37878787878787534,3.1986531986531994
ISIC,1993,3,C2-F1,HM,-0.3030199403400786,-1.4146470061650285,0.7279878474654663
ISIC,1994,3,C2-F1,HM,3.9613289257017072,1.2363479627058243,7.0301578156452464
ISIC,1995,3,C2-F1,HM,-0.018806518562570318,-0.7122533792989237,0.6853999975335747
ISIC,fixed_three_mean,3,C2-F1,HM,1.2131674889330195,0.3356039866345272,2.2040449710910295
ISIC,1993,3,C2-F1,tail,0.0,0.0,0.0
ISIC,1994,3,C2-F1,tail,8.333333333333336,0.0,20.0
ISIC,1995,3,C2-F1,tail,0.0,0.0,0.0
