dataset,comparison,seed,task,metric,difference_pp,new_zero_recall_classes
HK,CT-Risk minus CT-J-CB,1995,10,HM,-0.17803714021241612,[]
HK,CT-Risk minus CT-J-CB,1993,11,BA,0.0,[]
HK,CT-Risk minus CT-J-CB,1994,11,BA,-0.08695652173913082,[]
HK,CT-Risk minus CT-J-CB,1995,11,BA,0.0,[]
HK,CT-Risk minus CT-J-CB,1993,11,tail,0.0,[]
HK,CT-Risk minus CT-J-CB,1994,11,tail,0.0,[]
HK,CT-Risk minus CT-J-CB,1995,11,tail,0.0,[]
HK,CT-Risk minus CT-J-CB,1993,11,old,0.0,[]
HK,CT-Risk minus CT-J-CB,1994,11,old,-0.09999999999999987,[]
HK,CT-Risk minus CT-J-CB,1995,11,old,0.0,[]
HK,CT-Risk minus CT-J-CB,1993,11,current,0.0,[]
HK,CT-Risk minus CT-J-CB,1994,11,current,0.0,[]
HK,CT-Risk minus CT-J-CB,1995,11,current,0.0,[]
HK,CT-Risk minus CT-J-CB,1993,11,HM,0.0,[]
HK,CT-Risk minus CT-J-CB,1994,11,HM,-0.19258807832155567,[]
HK,CT-Risk minus CT-J-CB,1995,11,HM,0.0,[]
HK,CT-ConCM minus CT-J-CB,1993,1,BA,0.0,[]
HK,CT-ConCM minus CT-J-CB,1994,1,BA,0.0,[]
HK,CT-ConCM minus CT-J-CB,1995,1,BA,-0.27439024390244526,[]
HK,CT-ConCM minus CT-J-CB,1993,1,tail,0.0,[]
HK,CT-ConCM minus CT-J-CB,1994,1,tail,0.0,[]
HK,CT-ConCM minus CT-J-CB,1993,1,current,0.0,[]
HK,CT-ConCM minus CT-J-CB,1994,1,current,0.0,[]
HK,CT-ConCM minus CT-J-CB,1995,1,current,-0.27439024390244526,[]
HK,CT-ConCM minus CT-J-CB,1993,2,BA,-22.057332910991448,[]
HK,CT-ConCM minus CT-J-CB,1994,2,BA,-24.377722125435554,[]
HK,CT-ConCM minus CT-J-CB,1995,2,BA,-10.810467479674784,[]
HK,CT-ConCM minus CT-J-CB,1993,2,tail,-57.14285714285714,[]
HK,CT-ConCM minus CT-J-CB,1994,2,tail,12.5,[]
HK,CT-ConCM minus CT-J-CB,1995,2,tail,0.0,[]
HK,CT-ConCM minus CT-J-CB,1993,2,old,-29.480519480519483,[]
HK,CT-ConCM minus CT-J-CB,1994,2,old,-29.464285714285722,[]
HK,CT-ConCM minus CT-J-CB,1995,2,old,-14.954268292682912,[]
HK,CT-ConCM minus CT-J-CB,1993,2,current,-14.63414634146342,[]
HK,CT-ConCM minus CT-J-CB,1994,2,current,-19.29115853658537,[]
HK,CT-ConCM minus CT-J-CB,1995,2,current,-6.666666666666657,[]
HK,CT-ConCM minus CT-J-CB,1993,2,HM,-22.939630755025092,[]
HK,CT-ConCM minus CT-J-CB,1994,2,HM,-24.737239023413096,[]
HK,CT-ConCM minus CT-J-CB,1995,2,HM,-11.125090576710022,[]
HK,CT-ConCM minus CT-J-CB,1993,3,BA,-15.352649082686483,[0]
HK,CT-ConCM minus CT-J-CB,1994,3,BA,-19.609069791996625,[16]
HK,CT-ConCM minus CT-J-CB,1995,3,BA,-5.241361788617894,[]
HK,CT-ConCM minus CT-J-CB,1993,3,tail,-42.857142857142854,[0]
HK,CT-ConCM minus CT-J-CB,1994,3,tail,-43.75,[16]
HK,CT-ConCM minus CT-J-CB,1995,3,tail,0.0,[]
HK,CT-ConCM minus CT-J-CB,1993,3,old,-25.07815395189857,[0]
HK,CT-ConCM minus CT-J-CB,1994,3,old,-27.292392566782823,[16]
HK,CT-ConCM minus CT-J-CB,1995,3,old,-8.065294715447166,[]
HK,CT-ConCM minus CT-J-CB,1993,3,current,4.098360655737707,[0]
HK,CT-ConCM minus CT-J-CB,1994,3,current,-4.242424242424235,[16]
HK,CT-ConCM minus CT-J-CB,1995,3,current,0.4065040650406502,[]
HK,CT-ConCM minus CT-J-CB,1993,3,HM,-15.889615083360965,[0]
HK,CT-ConCM minus CT-J-CB,1994,3,HM,-19.493654330348683,[16]
HK,CT-ConCM minus CT-J-CB,1995,3,HM,-1.5673994202111317,[]
HK,CT-ConCM minus CT-J-CB,1993,4,BA,-21.955818048716964,[0]
HK,CT-ConCM minus CT-J-CB,1994,4,BA,-15.777892711962835,[16]
HK,CT-ConCM minus CT-J-CB,1995,4,BA,3.6953760162601696,[]
HK,CT-ConCM minus CT-J-CB,1993,4,tail,-24.285714285714278,[0]
HK,CT-ConCM minus CT-J-CB,1994,4,tail,-23.75,[16]
HK,CT-ConCM minus CT-J-CB,1995,4,tail,43.75,[]
HK,CT-ConCM minus CT-J-CB,1993,4,old,-25.410305168989915,[0]
HK,CT-ConCM minus CT-J-CB,1994,4,old,-17.703856949283775,[16]
HK,CT-ConCM minus CT-J-CB,1995,4,old,9.805216802168026,[]
HK,CT-ConCM minus CT-J-CB,1993,4,current,-11.592356687898075,[0]
HK,CT-ConCM minus CT-J-CB,1994,4,current,-10.0,[16]
HK,CT-ConCM minus CT-J-CB,1995,4,current,-14.634146341463406,[]
HK,CT-ConCM minus CT-J-CB,1993,4,HM,-22.886261593343825,[0]
HK,CT-ConCM minus CT-J-CB,1994,4,HM,-12.814518142144301,[16]
HK,CT-ConCM minus CT-J-CB,1995,4,HM,1.4378948696529363,[]
HK,CT-ConCM minus CT-J-CB,1993,5,BA,-13.006140858515842,"[16, 21]"
HK,CT-ConCM minus CT-J-CB,1994,5,BA,-11.467451980246857,[21]
HK,CT-ConCM minus CT-J-CB,1995,5,BA,8.471639789090688,[]
HK,CT-ConCM minus CT-J-CB,1993,5,tail,-47.85714285714286,"[16, 21]"
HK,CT-ConCM minus CT-J-CB,1994,5,tail,-10.0,[21]
HK,CT-ConCM minus CT-J-CB,1995,5,tail,6.25,[]
HK,CT-ConCM minus CT-J-CB,1993,5,old,8.7423239268552,"[16, 21]"
HK,CT-ConCM minus CT-J-CB,1994,5,old,-13.10480677858726,[21]
HK,CT-ConCM minus CT-J-CB,1995,5,old,9.994311641125265,[]
HK,CT-ConCM minus CT-J-CB,1993,5,current,-100.0,"[16, 21]"
HK,CT-ConCM minus CT-J-CB,1994,5,current,-4.918032786885249,[21]
HK,CT-ConCM minus CT-J-CB,1995,5,current,2.3809523809523796,[]
HK,CT-ConCM minus CT-J-CB,1993,5,HM,-68.35215668758899,"[16, 21]"
HK,CT-ConCM minus CT-J-CB,1994,5,HM,-9.16137878024503,[21]
HK,CT-ConCM minus CT-J-CB,1995,5,HM,8.17442721045066,[]
HK,CT-ConCM minus CT-J-CB,1993,6,BA,-54.942729931071455,"[0, 2, 3, 11, 12, 16, 17]"
HK,CT-ConCM minus CT-J-CB,1994,6,BA,-14.157198231818384,"[17, 21]"
HK,CT-ConCM minus CT-J-CB,1995,6,BA,4.895818281266031,[5]
HK,CT-ConCM minus CT-J-CB,1993,6,tail,-43.57142857142857,"[0, 2, 3, 11, 12, 16, 17]"
HK,CT-ConCM minus CT-J-CB,1994,6,tail,-12.0,"[17, 21]"
HK,CT-ConCM minus CT-J-CB,1995,6,tail,-45.0,[5]
HK,CT-ConCM minus CT-J-CB,1993,6,old,-57.54734734585717,"[0, 2, 3, 11, 12, 16, 17]"
HK,CT-ConCM minus CT-J-CB,1994,6,old,-16.33823137411702,"[17, 21]"
HK,CT-ConCM minus CT-J-CB,1995,6,old,13.874981937519237,[5]
HK,CT-ConCM minus CT-J-CB,1993,6,current,-41.91964285714286,"[0, 2, 3, 11, 12, 16, 17]"
HK,CT-ConCM minus CT-J-CB,1994,6,current,-3.2520325203252014,"[17, 21]"
HK,CT-ConCM minus CT-J-CB,1995,6,current,-40.0,[5]
HK,CT-ConCM minus CT-J-CB,1993,6,HM,-70.38040749762085,"[0, 2, 3, 11, 12, 16, 17]"
HK,CT-ConCM minus CT-J-CB,1994,6,HM,-22.369874573423452,"[17, 21]"
HK,CT-ConCM minus CT-J-CB,1995,6,HM,-35.42411651399093,[5]
HK,CT-ConCM minus CT-J-CB,1993,7,BA,-56.6682783055338,"[0, 2, 3, 8, 11, 12, 16, 18, 21, 22]"
HK,CT-ConCM minus CT-J-CB,1994,7,BA,-6.7671136731840456,[13]
HK,CT-ConCM minus CT-J-CB,1995,7,BA,9.592119671518443,[]
HK,CT-ConCM minus CT-J-CB,1993,7,tail,-36.60714285714286,"[0, 2, 3, 8, 11, 12, 16, 18, 21, 22]"
HK,CT-ConCM minus CT-J-CB,1994,7,tail,-9.523809523809526,[13]
HK,CT-ConCM minus CT-J-CB,1995,7,tail,0.0,[]
HK,CT-ConCM minus CT-J-CB,1993,7,old,-58.53723378069852,"[0, 2, 3, 8, 11, 12, 16, 18, 21, 22]"
HK,CT-ConCM minus CT-J-CB,1994,7,old,-2.929809157622966,[13]
HK,CT-ConCM minus CT-J-CB,1995,7,old,12.453432546064452,[]
HK,CT-ConCM minus CT-J-CB,1993,7,current,-45.45454545454546,"[0, 2, 3, 8, 11, 12, 16, 18, 21, 22]"
HK,CT-ConCM minus CT-J-CB,1994,7,current,-29.79094076655052,[13]
HK,CT-ConCM minus CT-J-CB,1995,7,current,-7.575757575757574,[]
HK,CT-ConCM minus CT-J-CB,1993,7,HM,-71.09661691109598,"[0, 2, 3, 8, 11, 12, 16, 18, 21, 22]"
HK,CT-ConCM minus CT-J-CB,1994,7,HM,-5.641700185520207,[13]
HK,CT-ConCM minus CT-J-CB,1995,7,HM,4.657975525531704,[]
HK,CT-ConCM minus CT-J-CB,1993,8,BA,-29.234661932002,"[14, 18, 19, 21, 22]"
HK,CT-ConCM minus CT-J-CB,1994,8,BA,-1.0090471869542093,[5]
HK,CT-ConCM minus CT-J-CB,1995,8,BA,-7.280463876442333,"[1, 8, 13, 14]"
HK,CT-ConCM minus CT-J-CB,1993,8,tail,-15.0,"[14, 18, 19, 21, 22]"
HK,CT-ConCM minus CT-J-CB,1994,8,tail,-12.5,[5]
HK,CT-ConCM minus CT-J-CB,1995,8,tail,0.0,"[1, 8, 13, 14]"
HK,CT-ConCM minus CT-J-CB,1993,8,old,-29.839613636573716,"[14, 18, 19, 21, 22]"
HK,CT-ConCM minus CT-J-CB,1994,8,old,5.989660357766622,[5]
HK,CT-ConCM minus CT-J-CB,1995,8,old,-8.428755252730635,"[1, 8, 13, 14]"
HK,CT-ConCM minus CT-J-CB,1993,8,current,-25.0,"[14, 18, 19, 21, 22]"
HK,CT-ConCM minus CT-J-CB,1994,8,current,-50.0,[5]
HK,CT-ConCM minus CT-J-CB,1995,8,current,0.7575757575757507,"[1, 8, 13, 14]"
HK,CT-ConCM minus CT-J-CB,1993,8,HM,-34.77174773779784,"[14, 18, 19, 21, 22]"
HK,CT-ConCM minus CT-J-CB,1994,8,HM,3.1331873475192857,[5]
HK,CT-ConCM minus CT-J-CB,1995,8,HM,-15.22791289216722,"[1, 8, 13, 14]"
HK,CT-ConCM minus CT-J-CB,1993,9,BA,-27.15559435483427,"[2, 6, 8, 9, 13, 14, 18, 22]"
HK,CT-ConCM minus CT-J-CB,1994,9,BA,2.283140559585437,[]
HK,CT-ConCM minus CT-J-CB,1995,9,BA,1.2916087193909238,"[0, 20]"
HK,CT-ConCM minus CT-J-CB,1993,9,tail,-16.666666666666668,"[2, 6, 8, 9, 13, 14, 18, 22]"
HK,CT-ConCM minus CT-J-CB,1994,9,tail,-2.9761904761904763,[]
HK,CT-ConCM minus CT-J-CB,1995,9,tail,-0.29761904761904745,"[0, 20]"
HK,CT-ConCM minus CT-J-CB,1993,9,old,-24.198417632928397,"[2, 6, 8, 9, 13, 14, 18, 22]"
HK,CT-ConCM minus CT-J-CB,1994,9,old,3.5942772968707013,[]
HK,CT-ConCM minus CT-J-CB,1995,9,old,1.9653548912820042,"[0, 20]"
HK,CT-ConCM minus CT-J-CB,1993,9,current,-50.8130081300813,"[2, 6, 8, 9, 13, 14, 18, 22]"
HK,CT-ConCM minus CT-J-CB,1994,9,current,-8.205953338696702,[]
HK,CT-ConCM minus CT-J-CB,1995,9,current,-4.098360655737707,"[0, 20]"
HK,CT-ConCM minus CT-J-CB,1993,9,HM,-38.536525233504015,"[2, 6, 8, 9, 13, 14, 18, 22]"
HK,CT-ConCM minus CT-J-CB,1994,9,HM,5.960457611099482,[]
HK,CT-ConCM minus CT-J-CB,1995,9,HM,3.5344858276288083,"[0, 20]"
HK,CT-ConCM minus CT-J-CB,1993,10,BA,-3.7810351059535465,[15]
HK,CT-ConCM minus CT-J-CB,1994,10,BA,6.286423807502384,[]
HK,CT-ConCM minus CT-J-CB,1995,10,BA,-1.9147257508732363,"[11, 21]"
HK,CT-ConCM minus CT-J-CB,1993,10,tail,0.0,[15]
HK,CT-ConCM minus CT-J-CB,1994,10,tail,8.928571428571427,[]
HK,CT-ConCM minus CT-J-CB,1995,10,tail,-14.285714285714286,"[11, 21]"
HK,CT-ConCM minus CT-J-CB,1993,10,old,-4.116975033551078,[15]
HK,CT-ConCM minus CT-J-CB,1994,10,old,7.0775079342619085,[]
HK,CT-ConCM minus CT-J-CB,1995,10,old,3.4280824990297365,"[11, 21]"
HK,CT-ConCM minus CT-J-CB,1993,10,current,-0.7575757575757578,[15]
HK,CT-ConCM minus CT-J-CB,1994,10,current,-0.8333333333333428,[]
HK,CT-ConCM minus CT-J-CB,1995,10,current,-50.0,"[11, 21]"
HK,CT-ConCM minus CT-J-CB,1993,10,HM,-6.981692320201948,[15]
HK,CT-ConCM minus CT-J-CB,1994,10,HM,13.212072526026384,[]
HK,CT-ConCM minus CT-J-CB,1995,10,HM,6.102152954809585,"[11, 21]"
HK,CT-ConCM minus CT-J-CB,1993,11,BA,-0.18970650123344868,"[15, 20]"
HK,CT-ConCM minus CT-J-CB,1994,11,BA,7.4680949754680235,[]
HK,CT-ConCM minus CT-J-CB,1995,11,BA,-2.089477551434072,[21]
HK,CT-ConCM minus CT-J-CB,1993,11,tail,-1.1904761904761898,"[15, 20]"
HK,CT-ConCM minus CT-J-CB,1994,11,tail,3.571428571428571,[]
HK,CT-ConCM minus CT-J-CB,1995,11,tail,-6.696428571428571,[21]
HK,CT-ConCM minus CT-J-CB,1993,11,old,0.08103684932953226,"[15, 20]"
HK,CT-ConCM minus CT-J-CB,1994,11,old,9.53675619964697,[]
HK,CT-ConCM minus CT-J-CB,1995,11,old,-0.9440247252747255,[21]
HK,CT-ConCM minus CT-J-CB,1993,11,current,-1.9946621716533173,"[15, 20]"
HK,CT-ConCM minus CT-J-CB,1994,11,current,-6.322979852391612,[]
HK,CT-ConCM minus CT-J-CB,1995,11,current,-9.725829725829726,[21]
HK,CT-ConCM minus CT-J-CB,1993,11,HM,0.16082095510483319,"[15, 20]"
HK,CT-ConCM minus CT-J-CB,1994,11,HM,16.554479692325003,[]
HK,CT-ConCM minus CT-J-CB,1995,11,HM,-1.8563372977950239,[21]
HK,CT-ConCM-CB minus CT-J-CB,1993,1,BA,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1994,1,BA,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,1,BA,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,1,tail,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1994,1,tail,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,1,current,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1994,1,current,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,1,current,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,2,BA,-5.313588850174227,[]
HK,CT-ConCM-CB minus CT-J-CB,1994,2,BA,-13.639481707317074,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,2,BA,0.15625,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,2,tail,-28.57142857142857,[]
HK,CT-ConCM-CB minus CT-J-CB,1994,2,tail,-62.5,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,2,tail,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,2,old,-14.285714285714292,[]
HK,CT-ConCM-CB minus CT-J-CB,1994,2,old,-31.25,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,2,old,0.3125,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,2,current,3.6585365853658516,[]
HK,CT-ConCM-CB minus CT-J-CB,1994,2,current,3.9710365853658516,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,2,current,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,2,HM,-6.334333525252077,[]
HK,CT-ConCM-CB minus CT-J-CB,1994,2,HM,-17.47345132057319,[]
HK,CT-ConCM-CB minus CT-J-CB,1995,2,HM,0.15996526584065407,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,3,BA,-15.563899104365262,[0]
HK,CT-ConCM-CB minus CT-J-CB,1994,3,BA,-16.275527487417733,[22]
HK,CT-ConCM-CB minus CT-J-CB,1995,3,BA,0.09908536585365368,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,3,tail,-42.857142857142854,[0]
HK,CT-ConCM-CB minus CT-J-CB,1994,3,tail,-31.25,[22]
HK,CT-ConCM-CB minus CT-J-CB,1995,3,tail,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,3,old,-27.034373246711837,[0]
HK,CT-ConCM-CB minus CT-J-CB,1994,3,old,-24.413291231126607,[22]
HK,CT-ConCM-CB minus CT-J-CB,1995,3,old,0.14862804878048053,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,3,current,7.377049180327873,[0]
HK,CT-ConCM-CB minus CT-J-CB,1994,3,current,0.0,[22]
HK,CT-ConCM-CB minus CT-J-CB,1995,3,current,0.0,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,3,HM,-16.72124706718388,[0]
HK,CT-ConCM-CB minus CT-J-CB,1994,3,HM,-16.053589547930912,[22]
HK,CT-ConCM-CB minus CT-J-CB,1995,3,HM,0.0331849665041517,[]
HK,CT-ConCM-CB minus CT-J-CB,1993,4,BA,-22.630414148905103,[0]
HK,CT-ConCM-CB minus CT-J-CB,1994,4,BA,-12.441020615563303,"[16, 22]"
