dataset,method,seed,original_label,arrival_task,first_quality,final_quality,signed_first_to_final,max_observed_to_final
HK,CT-J-CB,1994,22,1,100.0,0.0,100.0,100.0
HK,CT-J-CB,1995,0,8,100.0,0.0,100.0,100.0
HK,CT-J-CB,1995,1,4,100.0,0.0,100.0,100.0
HK,CT-J-CB,1995,2,10,100.0,1.6483516483516485,98.35164835164835,98.35164835164835
HK,CT-J-CB,1995,3,9,100.0,0.0,100.0,100.0
HK,CT-J-CB,1995,4,11,100.0,100.0,,
HK,CT-J-CB,1995,5,3,0.0,0.0,0.0,100.0
HK,CT-J-CB,1995,6,7,0.0,0.0,0.0,0.0
HK,CT-J-CB,1995,7,11,100.0,100.0,,
HK,CT-J-CB,1995,8,5,99.34640522875817,0.0,99.34640522875817,99.34640522875817
HK,CT-J-CB,1995,9,1,100.0,0.0,100.0,100.0
HK,CT-J-CB,1995,10,11,100.0,100.0,,
HK,CT-J-CB,1995,11,9,100.0,0.0,100.0,100.0
HK,CT-J-CB,1995,12,4,100.0,0.0,100.0,100.0
HK,CT-J-CB,1995,13,1,96.875,0.0,96.875,96.875
HK,CT-J-CB,1995,14,2,100.0,0.0,100.0,100.0
HK,CT-J-CB,1995,15,3,99.1869918699187,0.0,99.1869918699187,99.1869918699187
HK,CT-J-CB,1995,16,2,100.0,0.0,100.0,100.0
HK,CT-J-CB,1995,17,6,100.0,0.0,100.0,100.0
HK,CT-J-CB,1995,18,7,78.78787878787878,0.0,78.78787878787878,78.78787878787878
HK,CT-J-CB,1995,19,6,0.0,0.0,0.0,0.0
HK,CT-J-CB,1995,20,8,98.48484848484848,0.0,98.48484848484848,98.48484848484848
HK,CT-J-CB,1995,21,10,100.0,25.0,75.0,75.0
HK,CT-J-CB,1995,22,5,95.23809523809523,0.0,95.23809523809523,95.23809523809523
HK,CT-Risk,1993,0,1,100.0,0.0,100.0,100.0
HK,CT-Risk,1993,1,11,84.95575221238938,84.95575221238938,,
HK,CT-Risk,1993,2,3,100.0,0.0,100.0,100.0
HK,CT-Risk,1993,3,4,96.17834394904459,0.0,96.17834394904459,97.45222929936305
HK,CT-Risk,1993,4,1,100.0,0.0,100.0,100.0
HK,CT-Risk,1993,5,10,0.0,0.0,0.0,0.0
HK,CT-Risk,1993,6,9,100.0,0.0,100.0,100.0
HK,CT-Risk,1993,7,11,100.0,100.0,,
HK,CT-Risk,1993,8,2,100.0,0.0,100.0,100.0
HK,CT-Risk,1993,9,8,100.0,0.0,100.0,100.0
HK,CT-Risk,1993,10,11,100.0,100.0,,
HK,CT-Risk,1993,11,3,83.60655737704919,0.0,83.60655737704919,88.52459016393442
HK,CT-Risk,1993,12,2,87.8048780487805,0.0,87.8048780487805,87.8048780487805
HK,CT-Risk,1993,13,6,98.125,0.0,98.125,98.125
HK,CT-Risk,1993,14,7,98.33333333333333,0.0,98.33333333333333,98.33333333333333
HK,CT-Risk,1993,15,9,100.0,1.6260162601626018,98.3739837398374,98.3739837398374
HK,CT-Risk,1993,16,5,100.0,0.0,100.0,100.0
HK,CT-Risk,1993,17,4,100.0,0.0,100.0,100.0
HK,CT-Risk,1993,18,7,90.9090909090909,0.0,90.9090909090909,90.9090909090909
HK,CT-Risk,1993,19,8,50.0,0.0,50.0,50.0
HK,CT-Risk,1993,20,10,96.96969696969697,4.545454545454546,92.42424242424242,92.42424242424242
HK,CT-Risk,1993,21,5,100.0,0.0,100.0,100.0
HK,CT-Risk,1993,22,6,90.47619047619048,0.0,90.47619047619048,90.47619047619048
HK,CT-Risk,1994,0,7,100.0,0.0,100.0,100.0
HK,CT-Risk,1994,1,9,98.23008849557522,0.0,98.23008849557522,98.23008849557522
HK,CT-Risk,1994,2,11,100.0,100.0,,
HK,CT-Risk,1994,3,6,99.36305732484077,0.0,99.36305732484077,99.36305732484077
HK,CT-Risk,1994,4,3,99.39393939393939,0.0,99.39393939393939,99.39393939393939
HK,CT-Risk,1994,5,8,100.0,0.0,100.0,100.0
HK,CT-Risk,1994,6,5,0.0,0.0,0.0,0.0
HK,CT-Risk,1994,7,8,100.0,0.0,100.0,100.0
HK,CT-Risk,1994,8,11,98.0392156862745,98.0392156862745,,
HK,CT-Risk,1994,9,7,99.39024390243902,0.0,99.39024390243902,99.39024390243902
HK,CT-Risk,1994,10,10,100.0,35.333333333333336,64.66666666666666,64.66666666666666
HK,CT-Risk,1994,11,5,100.0,0.0,100.0,100.0
HK,CT-Risk,1994,12,2,90.2439024390244,0.0,90.2439024390244,90.2439024390244
HK,CT-Risk,1994,13,2,96.875,0.0,96.875,96.875
HK,CT-Risk,1994,14,10,100.0,0.0,100.0,100.0
HK,CT-Risk,1994,15,6,100.0,0.0,100.0,100.0
HK,CT-Risk,1994,16,1,100.0,0.0,100.0,100.0
HK,CT-Risk,1994,17,4,80.0,0.0,80.0,100.0
HK,CT-Risk,1994,18,9,96.96969696969697,0.0,96.96969696969697,96.96969696969697
HK,CT-Risk,1994,19,4,0.0,0.0,0.0,0.0
HK,CT-Risk,1994,20,11,87.87878787878788,87.87878787878788,,
HK,CT-Risk,1994,21,3,75.0,0.0,75.0,75.0
HK,CT-Risk,1994,22,1,100.0,0.0,100.0,100.0
HK,CT-Risk,1995,0,8,100.0,0.0,100.0,100.0
HK,CT-Risk,1995,1,4,100.0,0.0,100.0,100.0
HK,CT-Risk,1995,2,10,100.0,1.6483516483516485,98.35164835164835,98.35164835164835
HK,CT-Risk,1995,3,9,100.0,0.0,100.0,100.0
HK,CT-Risk,1995,4,11,100.0,100.0,,
HK,CT-Risk,1995,5,3,0.0,0.0,0.0,100.0
HK,CT-Risk,1995,6,7,0.0,0.0,0.0,0.0
HK,CT-Risk,1995,7,11,100.0,100.0,,
HK,CT-Risk,1995,8,5,99.34640522875817,0.0,99.34640522875817,99.34640522875817
HK,CT-Risk,1995,9,1,100.0,0.0,100.0,100.0
HK,CT-Risk,1995,10,11,100.0,100.0,,
HK,CT-Risk,1995,11,9,100.0,0.0,100.0,100.0
HK,CT-Risk,1995,12,4,100.0,0.0,100.0,100.0
HK,CT-Risk,1995,13,1,96.875,0.0,96.875,96.875
HK,CT-Risk,1995,14,2,100.0,0.0,100.0,100.0
HK,CT-Risk,1995,15,3,99.1869918699187,0.0,99.1869918699187,99.1869918699187
HK,CT-Risk,1995,16,2,100.0,0.0,100.0,100.0
HK,CT-Risk,1995,17,6,100.0,0.0,100.0,100.0
HK,CT-Risk,1995,18,7,78.78787878787878,0.0,78.78787878787878,78.78787878787878
HK,CT-Risk,1995,19,6,0.0,0.0,0.0,0.0
HK,CT-Risk,1995,20,8,98.48484848484848,0.0,98.48484848484848,98.48484848484848
HK,CT-Risk,1995,21,10,100.0,25.0,75.0,75.0
HK,CT-Risk,1995,22,5,95.23809523809523,0.0,95.23809523809523,95.23809523809523
HK,CT-ConCM,1993,0,1,100.0,0.0,100.0,100.0
HK,CT-ConCM,1993,1,11,88.49557522123894,88.49557522123894,,
HK,CT-ConCM,1993,2,3,100.0,0.0,100.0,100.0
HK,CT-ConCM,1993,3,4,92.99363057324841,0.0,92.99363057324841,94.26751592356688
HK,CT-ConCM,1993,4,1,100.0,3.0303030303030303,96.96969696969697,96.96969696969697
HK,CT-ConCM,1993,5,10,0.0,0.0,0.0,0.0
HK,CT-ConCM,1993,6,9,0.0,0.0,0.0,0.0
HK,CT-ConCM,1993,7,11,90.47619047619048,90.47619047619048,,
HK,CT-ConCM,1993,8,2,100.0,0.0,100.0,100.0
HK,CT-ConCM,1993,9,8,100.0,0.0,100.0,100.0
HK,CT-ConCM,1993,10,11,100.0,100.0,,
HK,CT-ConCM,1993,11,3,91.80327868852459,0.0,91.80327868852459,98.36065573770492
HK,CT-ConCM,1993,12,2,58.536585365853654,0.0,58.536585365853654,73.17073170731707
HK,CT-ConCM,1993,13,6,100.0,0.0,100.0,100.0
HK,CT-ConCM,1993,14,7,98.33333333333333,0.0,98.33333333333333,98.33333333333333
HK,CT-ConCM,1993,15,9,98.3739837398374,0.0,98.3739837398374,98.3739837398374
HK,CT-ConCM,1993,16,5,0.0,0.0,0.0,0.0
HK,CT-ConCM,1993,17,4,80.0,0.0,80.0,80.0
HK,CT-ConCM,1993,18,7,0.0,0.0,0.0,0.0
HK,CT-ConCM,1993,19,8,0.0,0.0,0.0,0.0
HK,CT-ConCM,1993,20,10,95.45454545454545,0.0,95.45454545454545,95.45454545454545
HK,CT-ConCM,1993,21,5,0.0,0.0,0.0,0.0
HK,CT-ConCM,1993,22,6,4.761904761904762,4.761904761904762,0.0,0.0
HK,CT-ConCM,1994,0,7,42.857142857142854,28.57142857142857,14.285714285714285,71.42857142857143
HK,CT-ConCM,1994,1,9,100.0,15.929203539823009,84.070796460177,84.070796460177
HK,CT-ConCM,1994,2,11,99.45054945054946,99.45054945054946,,
HK,CT-ConCM,1994,3,6,99.36305732484077,5.095541401273886,94.26751592356688,94.26751592356688
HK,CT-ConCM,1994,4,3,90.9090909090909,1.8181818181818181,89.0909090909091,90.9090909090909
HK,CT-ConCM,1994,5,8,0.0,0.0,0.0,0.0
HK,CT-ConCM,1994,6,5,0.0,0.0,0.0,0.0
HK,CT-ConCM,1994,7,8,100.0,0.0,100.0,100.0
HK,CT-ConCM,1994,8,11,94.77124183006535,94.77124183006535,,
HK,CT-ConCM,1994,9,7,96.95121951219512,31.097560975609756,65.85365853658537,65.85365853658537
HK,CT-ConCM,1994,10,10,100.0,56.00000000000001,43.99999999999999,43.99999999999999
HK,CT-ConCM,1994,11,5,90.1639344262295,0.0,90.1639344262295,90.1639344262295
HK,CT-ConCM,1994,12,2,58.536585365853654,21.951219512195124,36.58536585365853,70.73170731707317
HK,CT-ConCM,1994,13,2,90.0,0.0,90.0,90.0
HK,CT-ConCM,1994,14,10,98.33333333333333,23.333333333333332,75.0,75.0
HK,CT-ConCM,1994,15,6,93.4959349593496,38.21138211382114,55.28455284552846,55.28455284552846
HK,CT-ConCM,1994,16,1,100.0,0.0,100.0,100.0
HK,CT-ConCM,1994,17,4,60.0,0.0,60.0,100.0
HK,CT-ConCM,1994,18,9,78.78787878787878,6.0606060606060606,72.72727272727272,72.72727272727272
HK,CT-ConCM,1994,19,4,0.0,0.0,0.0,0.0
HK,CT-ConCM,1994,20,11,72.72727272727273,72.72727272727273,,
HK,CT-ConCM,1994,21,3,75.0,0.0,75.0,75.0
HK,CT-ConCM,1994,22,1,100.0,0.0,100.0,100.0
HK,CT-ConCM,1995,0,8,100.0,0.0,100.0,100.0
HK,CT-ConCM,1995,1,4,100.0,0.0,100.0,100.0
HK,CT-ConCM,1995,2,10,100.0,7.142857142857142,92.85714285714286,92.85714285714286
HK,CT-ConCM,1995,3,9,100.0,0.0,100.0,100.0
HK,CT-ConCM,1995,4,11,99.39393939393939,99.39393939393939,,
HK,CT-ConCM,1995,5,3,0.0,0.0,0.0,0.0
HK,CT-ConCM,1995,6,7,0.0,0.0,0.0,0.0
HK,CT-ConCM,1995,7,11,71.42857142857143,71.42857142857143,,
HK,CT-ConCM,1995,8,5,99.34640522875817,0.0,99.34640522875817,99.34640522875817
HK,CT-ConCM,1995,9,1,96.95121951219512,0.0,96.95121951219512,98.78048780487805
HK,CT-ConCM,1995,10,11,100.0,100.0,,
HK,CT-ConCM,1995,11,9,91.80327868852459,0.0,91.80327868852459,91.80327868852459
HK,CT-ConCM,1995,12,4,70.73170731707317,0.0,70.73170731707317,100.0
HK,CT-ConCM,1995,13,1,99.375,0.625,98.75,98.75
HK,CT-ConCM,1995,14,2,86.66666666666667,0.0,86.66666666666667,95.0
HK,CT-ConCM,1995,15,3,100.0,0.0,100.0,100.0
HK,CT-ConCM,1995,16,2,100.0,0.0,100.0,100.0
HK,CT-ConCM,1995,17,6,20.0,0.0,20.0,20.0
HK,CT-ConCM,1995,18,7,63.63636363636363,0.0,63.63636363636363,63.63636363636363
HK,CT-ConCM,1995,19,6,0.0,0.0,0.0,0.0
HK,CT-ConCM,1995,20,8,100.0,0.0,100.0,100.0
HK,CT-ConCM,1995,21,10,0.0,0.0,0.0,0.0
HK,CT-ConCM,1995,22,5,100.0,0.0,100.0,100.0
HK,PT-CB,1993,0,1,100.0,71.42857142857143,28.57142857142857,28.57142857142857
HK,PT-CB,1993,1,11,94.69026548672566,94.69026548672566,,
HK,PT-CB,1993,2,3,100.0,82.41758241758241,17.58241758241759,17.58241758241759
HK,PT-CB,1993,3,4,84.71337579617835,82.16560509554141,2.5477707006369457,4.458598726114644
HK,PT-CB,1993,4,1,100.0,87.27272727272727,12.727272727272734,12.727272727272734
HK,PT-CB,1993,5,10,0.0,0.0,0.0,0.0
HK,PT-CB,1993,6,9,0.0,0.0,0.0,0.0
HK,PT-CB,1993,7,11,100.0,100.0,,
HK,PT-CB,1993,8,2,100.0,97.38562091503267,2.614379084967325,2.614379084967325
HK,PT-CB,1993,9,8,98.78048780487805,98.78048780487805,0.0,0.0
HK,PT-CB,1993,10,11,78.66666666666666,78.66666666666666,,
HK,PT-CB,1993,11,3,65.57377049180327,22.950819672131146,42.62295081967213,42.62295081967213
HK,PT-CB,1993,12,2,87.8048780487805,82.92682926829268,4.878048780487816,4.878048780487816
HK,PT-CB,1993,13,6,95.0,94.375,0.625,1.25
HK,PT-CB,1993,14,7,98.33333333333333,90.0,8.333333333333329,8.333333333333329
HK,PT-CB,1993,15,9,99.1869918699187,99.1869918699187,0.0,0.0
HK,PT-CB,1993,16,5,50.0,37.5,12.5,12.5
HK,PT-CB,1993,17,4,100.0,60.0,40.0,40.0
HK,PT-CB,1993,18,7,51.515151515151516,33.33333333333333,18.181818181818187,18.181818181818187
HK,PT-CB,1993,19,8,0.0,0.0,0.0,0.0
HK,PT-CB,1993,20,10,22.727272727272727,16.666666666666664,6.060606060606062,6.060606060606062
HK,PT-CB,1993,21,5,100.0,0.0,100.0,100.0
HK,PT-CB,1993,22,6,76.19047619047619,76.19047619047619,0.0,0.0
HK,PT-CB,1994,0,7,71.42857142857143,71.42857142857143,0.0,0.0
HK,PT-CB,1994,1,9,99.11504424778761,94.69026548672566,4.424778761061944,4.424778761061944
HK,PT-CB,1994,2,11,82.41758241758241,82.41758241758241,,
HK,PT-CB,1994,3,6,87.26114649681529,82.16560509554141,5.095541401273877,5.095541401273877
HK,PT-CB,1994,4,3,100.0,87.27272727272727,12.727272727272734,12.727272727272734
HK,PT-CB,1994,5,8,100.0,0.0,100.0,100.0
HK,PT-CB,1994,6,5,0.0,0.0,0.0,0.0
HK,PT-CB,1994,7,8,100.0,100.0,0.0,0.0
HK,PT-CB,1994,8,11,97.38562091503267,97.38562091503267,,
HK,PT-CB,1994,9,7,98.78048780487805,98.78048780487805,0.0,0.0
HK,PT-CB,1994,10,10,78.66666666666666,78.66666666666666,0.0,0.0
HK,PT-CB,1994,11,5,60.65573770491803,22.950819672131146,37.704918032786885,37.704918032786885
HK,PT-CB,1994,12,2,90.2439024390244,82.92682926829268,7.317073170731717,7.317073170731717
HK,PT-CB,1994,13,2,97.5,94.375,3.125,3.125
HK,PT-CB,1994,14,10,95.0,90.0,5.0,5.0
HK,PT-CB,1994,15,6,100.0,99.1869918699187,0.8130081300813004,0.8130081300813004
HK,PT-CB,1994,16,1,100.0,37.5,62.5,62.5
HK,PT-CB,1994,17,4,80.0,60.0,20.0,20.0
HK,PT-CB,1994,18,9,51.515151515151516,33.33333333333333,18.181818181818187,18.181818181818187
HK,PT-CB,1994,19,4,0.0,0.0,0.0,0.0
HK,PT-CB,1994,20,11,16.666666666666664,16.666666666666664,,
HK,PT-CB,1994,21,3,25.0,0.0,25.0,25.0
HK,PT-CB,1994,22,1,100.0,76.19047619047619,23.80952380952381,23.80952380952381
HK,PT-CB,1995,0,8,71.42857142857143,71.42857142857143,0.0,0.0
HK,PT-CB,1995,1,4,100.0,94.69026548672566,5.309734513274336,5.309734513274336
HK,PT-CB,1995,2,10,100.0,82.41758241758241,17.58241758241759,17.58241758241759
HK,PT-CB,1995,3,9,99.36305732484077,82.16560509554141,17.19745222929936,17.19745222929936
HK,PT-CB,1995,4,11,87.27272727272727,87.27272727272727,,
HK,PT-CB,1995,5,3,0.0,0.0,0.0,0.0
HK,PT-CB,1995,6,7,0.0,0.0,0.0,0.0
HK,PT-CB,1995,7,11,100.0,100.0,,
HK,PT-CB,1995,8,5,100.0,97.38562091503267,2.614379084967325,2.614379084967325
HK,PT-CB,1995,9,1,100.0,98.78048780487805,1.2195121951219505,1.2195121951219505
HK,PT-CB,1995,10,11,78.66666666666666,78.66666666666666,,
HK,PT-CB,1995,11,9,50.81967213114754,22.950819672131146,27.868852459016395,27.868852459016395
HK,PT-CB,1995,12,4,85.36585365853658,82.92682926829268,2.439024390243901,2.439024390243901
HK,PT-CB,1995,13,1,96.875,94.375,2.5,2.5
HK,PT-CB,1995,14,2,100.0,90.0,10.0,10.0
HK,PT-CB,1995,15,3,99.1869918699187,99.1869918699187,0.0,0.0
HK,PT-CB,1995,16,2,100.0,37.5,62.5,62.5
HK,PT-CB,1995,17,6,100.0,60.0,40.0,40.0
HK,PT-CB,1995,18,7,39.39393939393939,33.33333333333333,6.060606060606062,6.060606060606062
HK,PT-CB,1995,19,6,0.0,0.0,0.0,0.0
HK,PT-CB,1995,20,8,31.818181818181817,16.666666666666664,15.151515151515152,15.151515151515152
HK,PT-CB,1995,21,10,0.0,0.0,0.0,0.0
HK,PT-CB,1995,22,5,100.0,76.19047619047619,23.80952380952381,23.80952380952381
HK,CT-J-Stale,1993,0,1,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1993,1,11,87.61061946902655,87.61061946902655,,
HK,CT-J-Stale,1993,2,3,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1993,3,4,92.35668789808918,0.0,92.35668789808918,92.35668789808918
HK,CT-J-Stale,1993,4,1,100.0,0.6060606060606061,99.39393939393939,99.39393939393939
HK,CT-J-Stale,1993,5,10,0.0,0.0,0.0,0.0
HK,CT-J-Stale,1993,6,9,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1993,7,11,100.0,100.0,,
HK,CT-J-Stale,1993,8,2,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1993,9,8,99.39024390243902,0.0,99.39024390243902,99.39024390243902
HK,CT-J-Stale,1993,10,11,100.0,100.0,,
HK,CT-J-Stale,1993,11,3,98.36065573770492,0.0,98.36065573770492,100.0
HK,CT-J-Stale,1993,12,2,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1993,13,6,97.5,0.0,97.5,97.5
HK,CT-J-Stale,1993,14,7,98.33333333333333,0.0,98.33333333333333,98.33333333333333
HK,CT-J-Stale,1993,15,9,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1993,16,5,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1993,17,4,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1993,18,7,96.96969696969697,0.0,96.96969696969697,96.96969696969697
HK,CT-J-Stale,1993,19,8,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1993,20,10,98.48484848484848,0.0,98.48484848484848,98.48484848484848
HK,CT-J-Stale,1993,21,5,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1993,22,6,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1994,0,7,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1994,1,9,98.23008849557522,0.0,98.23008849557522,98.23008849557522
HK,CT-J-Stale,1994,2,11,100.0,100.0,,
HK,CT-J-Stale,1994,3,6,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1994,4,3,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1994,5,8,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1994,6,5,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1994,7,8,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1994,8,11,98.0392156862745,98.0392156862745,,
HK,CT-J-Stale,1994,9,7,99.39024390243902,0.0,99.39024390243902,99.39024390243902
HK,CT-J-Stale,1994,10,10,100.0,0.6666666666666667,99.33333333333333,99.33333333333333
HK,CT-J-Stale,1994,11,5,93.44262295081968,0.0,93.44262295081968,93.44262295081968
HK,CT-J-Stale,1994,12,2,95.1219512195122,0.0,95.1219512195122,95.1219512195122
HK,CT-J-Stale,1994,13,2,96.25,0.0,96.25,96.25
HK,CT-J-Stale,1994,14,10,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1994,15,6,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1994,16,1,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1994,17,4,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1994,18,9,96.96969696969697,0.0,96.96969696969697,96.96969696969697
HK,CT-J-Stale,1994,19,4,0.0,0.0,0.0,0.0
HK,CT-J-Stale,1994,20,11,90.9090909090909,90.9090909090909,,
HK,CT-J-Stale,1994,21,3,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1994,22,1,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1995,0,8,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1995,1,4,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1995,2,10,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1995,3,9,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1995,4,11,100.0,100.0,,
HK,CT-J-Stale,1995,5,3,0.0,0.0,0.0,0.0
HK,CT-J-Stale,1995,6,7,0.0,0.0,0.0,0.0
HK,CT-J-Stale,1995,7,11,100.0,100.0,,
HK,CT-J-Stale,1995,8,5,99.34640522875817,0.0,99.34640522875817,99.34640522875817
HK,CT-J-Stale,1995,9,1,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1995,10,11,100.0,100.0,,
HK,CT-J-Stale,1995,11,9,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1995,12,4,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1995,13,1,96.875,0.0,96.875,96.875
HK,CT-J-Stale,1995,14,2,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1995,15,3,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1995,16,2,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1995,17,6,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1995,18,7,90.9090909090909,0.0,90.9090909090909,90.9090909090909
HK,CT-J-Stale,1995,19,6,0.0,0.0,0.0,0.0
HK,CT-J-Stale,1995,20,8,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1995,21,10,100.0,0.0,100.0,100.0
HK,CT-J-Stale,1995,22,5,95.23809523809523,0.0,95.23809523809523,95.23809523809523
HK,CT-ConCM-CB,1993,0,1,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1993,1,11,94.69026548672566,94.69026548672566,,
HK,CT-ConCM-CB,1993,2,3,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1993,3,4,98.08917197452229,0.0,98.08917197452229,98.08917197452229
HK,CT-ConCM-CB,1993,4,1,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1993,5,10,0.0,0.0,0.0,0.0
HK,CT-ConCM-CB,1993,6,9,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1993,7,11,100.0,100.0,,
HK,CT-ConCM-CB,1993,8,2,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1993,9,8,95.73170731707317,0.0,95.73170731707317,95.73170731707317
HK,CT-ConCM-CB,1993,10,11,100.0,100.0,,
HK,CT-ConCM-CB,1993,11,3,98.36065573770492,0.0,98.36065573770492,98.36065573770492
HK,CT-ConCM-CB,1993,12,2,95.1219512195122,0.0,95.1219512195122,95.1219512195122
HK,CT-ConCM-CB,1993,13,6,80.625,0.0,80.625,80.625
HK,CT-ConCM-CB,1993,14,7,78.33333333333333,0.0,78.33333333333333,78.33333333333333
HK,CT-ConCM-CB,1993,15,9,99.1869918699187,0.0,99.1869918699187,99.1869918699187
HK,CT-ConCM-CB,1993,16,5,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1993,17,4,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1993,18,7,90.9090909090909,0.0,90.9090909090909,90.9090909090909
HK,CT-ConCM-CB,1993,19,8,100.0,0.0,100.0,100.0
HK,CT-ConCM-CB,1993,20,10,93.93939393939394,0.0,93.93939393939394,93.93939393939394
HK,CT-ConCM-CB,1993,21,5,100.0,0.0,100.0,100.0
