dataset,comparison,task,metric,mean_difference_pp,paired_sd,low,high,resamples,bootstrap_seed,fixed_models_not_resampled
HK,CT-Risk minus CT-J-CB,10,current,0.0,0.0,0.0,0.0,2000,45001,True
HK,CT-Risk minus CT-J-CB,10,HM,-0.05934571340413871,0.1027897908273896,-0.17895053830308225,0.0,2000,45001,True
HK,CT-Risk minus CT-J-CB,11,BA,-0.02898550724637694,0.050204371233880725,-0.06763285024154501,0.0,2000,45001,True
HK,CT-Risk minus CT-J-CB,11,tail,0.0,0.0,0.0,0.0,2000,45001,True
HK,CT-Risk minus CT-J-CB,11,old,-0.03333333333333329,0.05773502691896249,-0.07777777777777772,0.0,2000,45001,True
HK,CT-Risk minus CT-J-CB,11,current,0.0,0.0,0.0,0.0,2000,45001,True
HK,CT-Risk minus CT-J-CB,11,HM,-0.06419602610718522,0.1111907788616629,-0.14902715895279087,0.0,2000,45001,True
HK,CT-Risk minus CT-J-CB,all,Average_BA,0.0727964623901985,0.11085985186408708,-0.004281400968850057,0.15206152231282183,2000,45001,True
HK,CT-ConCM minus CT-J-CB,1,BA,-0.09146341463414842,0.15841928118008383,-0.7037601626016254,0.5233739837398351,2000,45001,True
HK,CT-ConCM minus CT-J-CB,1,current,-0.09146341463414842,0.15841928118008383,-0.7037601626016254,0.5233739837398351,2000,45001,True
HK,CT-ConCM minus CT-J-CB,2,BA,-19.081840838700597,7.256566988592373,-23.330461353517762,-14.257931558617535,2000,45001,True
HK,CT-ConCM minus CT-J-CB,2,tail,-14.88095238095238,37.1296908898826,-28.57142857142857,-0.5952380952380937,2000,45001,True
HK,CT-ConCM minus CT-J-CB,2,old,-24.633024495829375,8.382052679013125,-31.988948720656033,-16.030878526114805,2000,45001,True
HK,CT-ConCM minus CT-J-CB,2,current,-13.530657181571817,6.384176923293216,-17.78019139566396,-9.385141429539301,2000,45001,True
HK,CT-ConCM minus CT-J-CB,2,HM,-19.60065345171607,7.394878187487595,-24.314189099278746,-14.591239391656242,2000,45001,True
HK,CT-ConCM minus CT-J-CB,3,BA,-13.401026887767001,7.379998659306454,-16.721096269950326,-10.132779994334028,2000,45001,True
HK,CT-ConCM minus CT-J-CB,3,tail,-28.86904761904762,25.005314061065437,-43.154761904761905,-16.666666666666668,2000,45001,True
HK,CT-ConCM minus CT-J-CB,3,old,-20.145280411376188,10.519993059470071,-24.934966946097244,-15.227013410993868,2000,45001,True
HK,CT-ConCM minus CT-J-CB,3,current,0.0874801594513741,4.179534109037113,-1.8205202767377895,1.9641365675951818,2000,45001,True
HK,CT-ConCM minus CT-J-CB,3,HM,-12.316889611306927,9.482137377712132,-15.470628709497067,-8.927597748836781,2000,45001,True
HK,CT-ConCM minus CT-J-CB,4,BA,-11.34611158147321,13.38754840257179,-14.724808060408543,-7.859058985452932,2000,45001,True
HK,CT-ConCM minus CT-J-CB,4,tail,-1.428571428571426,39.126707434869566,-11.07291666666667,8.035714285714285,2000,45001,True
HK,CT-ConCM minus CT-J-CB,4,old,-11.102981772035221,18.51247989207521,-14.933322623686063,-6.963813572418538,2000,45001,True
HK,CT-ConCM minus CT-J-CB,4,current,-12.07550100978716,2.3545486627706205,-19.76749003158821,-4.895720055926672,2000,45001,True
HK,CT-ConCM minus CT-J-CB,4,HM,-11.420961621945063,12.221810289000935,-19.09601409179168,-7.277133645640028,2000,45001,True
HK,CT-ConCM minus CT-J-CB,5,BA,-5.33398434989067,11.980748485221854,-8.283892391613959,-2.421195776198216,2000,45001,True
HK,CT-ConCM minus CT-J-CB,5,tail,-17.202380952380953,27.763311142193242,-23.575892857142858,-10.238095238095239,2000,45001,True
HK,CT-ConCM minus CT-J-CB,5,old,1.877276263131068,12.989956794034333,-1.6867980027437066,5.54001349893254,2000,45001,True
HK,CT-ConCM minus CT-J-CB,5,current,-34.17902680197762,57.1193415637047,-36.01021465052323,-32.0192557897476,2000,45001,True
HK,CT-ConCM minus CT-J-CB,5,HM,-23.11303608579445,40.12562855525809,-25.450307089191732,-20.73058028042475,2000,45001,True
HK,CT-ConCM minus CT-J-CB,6,BA,-21.40136996054127,30.569944080198777,-24.44565858541941,-18.385201048670968,2000,45001,True
HK,CT-ConCM minus CT-J-CB,6,tail,-33.523809523809526,18.653846423581324,-40.714285714285715,-26.357142857142858,2000,45001,True
HK,CT-ConCM minus CT-J-CB,6,old,-20.003532260818318,35.85196093672286,-23.734505865967144,-16.21170881877161,2000,45001,True
HK,CT-ConCM minus CT-J-CB,6,current,-28.390558459156022,21.79175008937321,-33.59261716813881,-21.857402701643036,2000,45001,True
HK,CT-ConCM minus CT-J-CB,6,HM,-42.72479952834507,24.823935974647938,-50.79671642414638,-35.44784455093122,2000,45001,True
HK,CT-ConCM minus CT-J-CB,7,BA,-17.947757435733134,34.51615826287897,-20.066843564158876,-15.923912735185697,2000,45001,True
HK,CT-ConCM minus CT-J-CB,7,tail,-15.376984126984128,18.992510806690426,-20.48611111111111,-10.66468253968254,2000,45001,True
HK,CT-ConCM minus CT-J-CB,7,old,-16.337870130752346,37.34636194696635,-18.725309051784723,-14.004536229024115,2000,45001,True
HK,CT-ConCM minus CT-J-CB,7,current,-27.60708126561785,19.033590689394696,-34.541919631858654,-20.56550258684405,2000,45001,True
HK,CT-ConCM minus CT-J-CB,7,HM,-24.02678052369483,41.087686149146236,-26.61212394720614,-21.696739687987485,2000,45001,True
HK,CT-ConCM minus CT-J-CB,8,BA,-12.508057665132847,14.821171834528858,-14.28471447613662,-10.696258683458641,2000,45001,True
HK,CT-ConCM minus CT-J-CB,8,tail,-9.166666666666666,8.036375634160796,-14.166666666666666,-4.166666666666667,2000,45001,True
HK,CT-ConCM minus CT-J-CB,8,old,-10.759569510512577,18.02799878157828,-12.145586430756346,-9.528078123052914,2000,45001,True
HK,CT-ConCM minus CT-J-CB,8,current,-24.74747474747475,25.37973011970148,-33.333333333333336,-16.161616161616163,2000,45001,True
HK,CT-ConCM minus CT-J-CB,8,HM,-15.622157760815258,18.95554266482149,-18.251566296449504,-12.153653795625058,2000,45001,True
HK,CT-ConCM minus CT-J-CB,9,BA,-7.860281691952636,16.71758361475426,-9.234186189461886,-6.575157381905746,2000,45001,True
HK,CT-ConCM minus CT-J-CB,9,tail,-6.646825396825398,8.780182260585514,-9.523809523809524,-3.968253968253967,2000,45001,True
HK,CT-ConCM minus CT-J-CB,9,old,-6.212928481591898,15.597170001653806,-7.666046447024607,-4.804228651864132,2000,45001,True
HK,CT-ConCM minus CT-J-CB,9,current,-21.03910737483857,25.866618527545445,-23.731827149358363,-18.627159621536215,2000,45001,True
HK,CT-ConCM minus CT-J-CB,9,HM,-9.680527264925244,25.019448412095652,-12.123146357214083,-7.249598219283702,2000,45001,True
HK,CT-ConCM minus CT-J-CB,10,BA,0.19688765022520047,5.355615334422806,-0.5085651994538095,0.9490144366831655,2000,45001,True
HK,CT-ConCM minus CT-J-CB,10,tail,-1.7857142857142865,11.709711650539287,-3.1746031746031753,-0.1984126984126989,2000,45001,True
HK,CT-ConCM minus CT-J-CB,10,old,2.129538466580189,5.709095785001466,1.350070521995998,3.0029221579529413,2000,45001,True
HK,CT-ConCM minus CT-J-CB,10,current,-17.1969696969697,28.408282816789793,-18.48484848484848,-15.934343434343438,2000,45001,True
HK,CT-ConCM minus CT-J-CB,10,HM,4.110844386878007,10.243096066411272,2.7283507436693952,5.598852053323057,2000,45001,True
HK,CT-ConCM minus CT-J-CB,11,BA,1.7296369742668343,5.05961536922102,0.7575214555743595,2.6989250279629697,2000,45001,True
HK,CT-ConCM minus CT-J-CB,11,tail,-1.4384920634920633,5.138419648246091,-3.918650793650793,0.9437003968253901,2000,45001,True
HK,CT-ConCM minus CT-J-CB,11,old,2.891256107900592,5.777948719916384,1.8365440541305103,3.865990384566714,2000,45001,True
HK,CT-ConCM minus CT-J-CB,11,current,-6.014490583291551,3.874804789863604,-9.177296763493187,-3.010520205817797,2000,45001,True
HK,CT-ConCM minus CT-J-CB,11,HM,4.952987783211603,10.097682543149602,3.080820889078846,6.6551514385058255,2000,45001,True
HK,CT-ConCM minus CT-J-CB,all,Average_BA,-9.731397200121226,11.368480252755253,-10.574694559634775,-8.921751392537473,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,1,BA,0.0,0.0,0.0,0.0,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,1,current,0.0,0.0,0.0,0.0,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,2,BA,-6.2656068524971005,6.946963872270284,-10.49999092624855,-2.3569024027293906,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,2,tail,-30.357142857142858,31.2882419070272,-47.63392857142857,-16.666666666666668,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,2,old,-15.074404761904765,15.796024058696705,-23.707589285714285,-8.125,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,2,current,2.5431910569105676,2.2080035385982555,0.19817073170731683,5.180386178861785,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,2,HM,-7.8826065266615375,8.918083151253626,-13.542460112371748,-3.1439228130597345,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,3,BA,-10.580113741976447,9.255299775123488,-13.955780906750705,-7.458350099131465,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,3,tail,-24.702380952380953,22.166126406387416,-38.988095238095234,-11.592261904761985,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,3,old,-17.099678809685987,14.99485194478332,-22.11398903496173,-12.52919497590857,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,3,current,2.4590163934426243,4.259141330087406,1.0928961748633885,4.098360655737707,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,3,HM,-10.913883882870214,9.486315350833573,-14.259919786832835,-7.561162426774453,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,4,BA,-12.083008742627678,10.730891373490174,-14.944655020650316,-9.337623654141359,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,4,tail,-8.928571428571425,7.783748113465485,-15.773809523809524,-2.0833333333333335,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,4,old,-16.081334081016557,14.670933380099747,-19.94360698164275,-12.42365623672213,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,4,current,-0.08803272746103137,1.0901322503431035,-1.1314794676609192,0.7430997876857788,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,4,HM,-10.32147322115208,13.047004549752874,-12.356813321584204,-8.394342869131961,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,5,BA,-5.679140157680675,11.856968720146547,-8.09531290595861,-3.3803441648847503,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,5,tail,14.166666666666666,32.24257020358851,10.0,19.166666666666668,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,5,old,-7.324571010981953,14.43194120492487,-10.336525579997144,-4.429823950340756,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,5,current,0.9025832555244335,1.5633200566292416,0.0,2.59881730469966,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,5,HM,-5.185587175645414,11.400095114546414,-7.082087268923345,-3.076739132390775,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,6,BA,-21.13940808445867,29.548325939873475,-24.19206520701139,-18.052058425589223,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,6,tail,-20.19047619047619,21.960229977854787,-27.38095238095238,-12.523809523809524,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,6,old,-25.122648107982684,35.08461849946114,-28.679895460716185,-21.501780187510672,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,6,current,-1.2232079668385438,2.399751490317886,-3.3333333333333335,1.263901526640377,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,6,HM,-37.090723513682185,38.64016900640516,-40.57538081144317,-33.304953274557995,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,7,BA,-16.837039600563116,30.102901351072358,-18.824342712283997,-14.870071388682172,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,7,tail,-12.202380952380954,21.135143782834515,-17.55952380952381,-6.9940476190476195,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,7,old,-19.34018256429333,33.88331577105488,-21.560221304816274,-17.08716866638829,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,7,current,-1.8181818181818177,7.441229792611319,-5.3295146587829505,2.147681079083521,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,7,HM,-24.868959380160735,39.38380550732251,-26.85960539541124,-22.865557629902476,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,8,BA,-15.833662867805602,14.88020707646074,-17.571905512323944,-14.112761101355526,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,8,tail,-2.5,9.013878188659973,-7.5,2.5,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,8,old,-16.803512499327187,21.202049675267215,-18.12720385582947,-15.64419578302857,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,8,current,-9.044715447154468,37.2654439861759,-17.682926829268293,-0.4065040650406502,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,8,HM,-24.0951707530032,25.47766679157422,-26.656647925706615,-20.75735148859005,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,9,BA,-9.687301726377685,10.766425838269319,-10.762489076072992,-8.6596464836696,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,9,tail,-3.1746031746031744,3.6369648372665395,-5.5555555555555545,-0.9920634920634918,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,9,old,-10.699704412022301,12.235382016393165,-11.904101725292007,-9.524223079691456,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,9,current,-1.5880802412207562,2.4071890020438733,-3.250724381740999,-0.2949852507374639,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,9,HM,-17.78897551090965,19.043989444697278,-19.817866960892292,-15.750779072226647,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,10,BA,-2.092259120285489,2.7771315699643693,-2.3517750575250824,-1.8476086371730667,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,10,tail,0.0,0.0,0.0,0.0,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,10,old,-2.2686156330893765,2.9902579068443393,-2.5255684075351534,-2.0335018269172638,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,10,current,-0.5050505050505052,0.8747731351357969,-1.7676767676767682,0.7575757575757578,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,10,HM,-4.0534197145209925,5.181295189881496,-4.519409410984659,-3.6137618093419857,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,11,BA,-0.9031689497192458,0.9562979882726825,-1.6250571357112715,-0.3968627922949153,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,11,tail,-1.0416666666666667,1.8042195912175805,-3.125,0.0,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,11,old,-1.1303303742328132,0.7416582700129157,-1.9638991767040548,-0.5973639504127309,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,11,current,0.6112405470378803,2.387401909303631,-0.39442373296267885,1.599026443508479,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,11,HM,-2.2245056659686493,1.4498392617454727,-3.8082183502154625,-1.1741462879297808,2000,45001,True
HK,CT-ConCM-CB minus CT-J-CB,all,Average_BA,-9.190973622181064,10.29679263874475,-10.036919554522381,-8.3820915230243,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,1,BA,0.0,0.0,0.0,0.0,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,1,current,0.0,0.0,0.0,0.0,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,2,BA,3.598286875725904,6.668660965971112,0.282706337108014,6.738925486353076,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,2,tail,19.047619047619047,32.991443953692894,4.761904761904764,28.57142857142857,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,2,old,9.937935540069688,16.149030085930804,3.201709494773518,15.116506968641112,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,2,current,-2.7413617886178847,3.094928308159852,-5.180386178861785,-0.7088414634146337,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,2,HM,4.901175756691804,8.886772104301812,0.7315631464017995,9.338363450284618,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,3,BA,8.131978938658714,6.2314948940037365,4.299956176439962,11.768698704586907,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,3,tail,12.20238095238095,26.731095106228462,-2.976190476190476,27.976190476190478,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,3,old,15.629065666054549,10.659138919097703,11.491100544908159,20.12420882063099,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,3,current,-6.862194516132945,6.214279699709692,-15.060833242460594,-1.6392887289528646,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,3,HM,7.47582706869738,7.889855995997397,2.6720459199809254,11.217524966323824,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,4,BA,20.143414599465512,4.894945660956627,16.896525816693806,23.575838553655892,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,4,tail,7.261904761904759,7.1458327135518624,0.0892857142857153,15.446428571428575,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,4,old,27.75668301867871,5.172907483945845,24.061880615035573,31.985958561023573,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,4,current,-2.6963906581741006,6.396862355814971,-9.469214437367308,1.0615711252653928,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,4,HM,18.109903825794525,15.874261960462313,10.58118593914067,22.515129133791742,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,5,BA,22.042853841001065,11.663941848942255,19.55359454293752,24.384672041143787,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,5,tail,2.1666666666666665,11.89887949906769,-2.5,6.666666666666667,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,5,old,31.44700992420216,8.583494191239163,28.34673005181205,34.34691242643811,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,5,current,-15.573770491803279,26.97456175722022,-16.39344262295082,-14.48087431693989,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,5,HM,27.487225493390415,18.915416292266716,24.657101983250072,29.945299170400084,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,6,BA,31.273632703743818,11.206716056576637,28.171936673215622,34.4090857569692,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,6,tail,21.232142857142858,4.02015807131602,13.56547619047619,28.75,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,6,old,37.846217651124874,13.76315962375713,34.22419169517978,41.52684085653282,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,6,current,-1.5892920331614562,2.482043435166785,-3.9702941752603325,0.10416666666666667,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,6,HM,39.362969463765346,13.279038164487028,35.32567303833251,43.253928393349966,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,7,BA,25.82604519343131,21.258768145485725,23.84733868349914,27.75955667524395,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,7,tail,12.202380952380954,21.135143782834515,6.9940476190476195,17.55952380952381,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,7,old,30.635436564053695,24.86887948484928,28.3626347940565,32.91184860481728,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,7,current,-3.030303030303031,3.030303030303031,-5.0505050505050555,-1.0101010101010104,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,7,HM,38.980580708017214,28.717421369005056,36.80605842296975,41.06301978504748,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,8,BA,17.025453412458504,13.285828510058602,15.211679686659382,18.831960314240483,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,8,tail,1.904761904761905,8.02843585718446,-3.214285714285713,7.5,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,8,old,20.669694267038064,17.149819459884778,19.28626240601141,22.155038880909018,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,8,current,-8.484232569598419,14.044151137198826,-17.171717171717173,0.2032520325203251,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,8,HM,29.757311200956206,19.271841890534056,26.00364276977851,32.53410001077587,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,9,BA,10.267270504778006,10.172466612386776,9.241789154924977,11.363560825345491,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,9,tail,4.9603174603174605,6.637193922094338,2.7777777777777772,7.346230158730132,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,9,old,11.550679317875256,11.444024938935126,10.3970127992906,12.784005928513679,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,9,current,0.0,0.0,0.0,0.0,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,9,HM,19.438823739997357,17.51975820691349,17.412237327050036,21.568005559197974,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,10,BA,1.8845109064397143,2.544613068959291,1.6455982533320073,2.1389342289526954,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,10,tail,0.0,0.0,0.0,0.0,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,10,old,2.1219593685469333,2.875120398700914,1.8611042561751026,2.391822506558936,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,10,current,-0.2525252525252526,0.43738656756789845,-0.7575757575757578,0.0,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,10,HM,3.7654921140810926,4.958118794819713,3.275993201548424,4.272094243346367,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,11,BA,0.9158733076468787,0.7002546865342844,0.44395883070373476,1.639054606911851,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,11,tail,1.0416666666666667,1.8042195912175805,0.0,3.125,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,11,old,1.148007141909581,0.793763506387051,0.6178466519929934,1.982312910666569,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,11,current,-0.6316855874378101,0.5506226883497362,-1.2350645094007955,-0.1683501683501684,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,11,HM,2.2597767520619096,1.5536121397990852,1.2173238798782675,3.8467658281368045,2000,45001,True
HK,CT-J-CB minus CT-J-Stale,all,Average_BA,12.82812002575904,6.53040636817632,11.924437702541196,13.717631711859202,2000,45001,True
HK,CT-J-CB minus PT-CB,1,BA,0.0,0.0,0.0,0.0,2000,45001,True
HK,CT-J-CB minus PT-CB,1,current,0.0,0.0,0.0,0.0,2000,45001,True
HK,CT-J-CB minus PT-CB,2,BA,-2.28422619047619,1.9835114992790202,-5.654761904761902,0.0,2000,45001,True
HK,CT-J-CB minus PT-CB,2,tail,-8.92857142857143,7.7837481134654904,-22.023809523809522,0.0,2000,45001,True
