avg_ba_all,avg_ba_inc,dataset,final_ba,final_macro_f1,final_tail,method,seed
0.7575013517650049,0.6847985503208197,ISIC,0.6110312926590763,0.6168658254926898,0.6923076923076923,G.L-permute,1993
0.621918228267645,0.5722798599124156,ISIC,0.5679642909229335,0.5774224479890087,0.6506410256410257,G.L-permute,1994
0.7253982475201326,0.6813868525493657,ISIC,0.593039684728444,0.6010019421976788,0.6730769230769231,G.L-permute,1995
0.3120045647675221,0.19963505901005899,ISIC,0.16248050935550934,0.11855207135298858,0.057692307692307696,G.template-0,1993
0.26835098319473316,0.19252353314853318,ISIC,0.16248050935550937,0.11855207135298856,0.057692307692307696,G.template-0,1994
0.32483811936936935,0.23886073573573577,ISIC,0.16248050935550937,0.11855207135298859,0.057692307692307696,G.template-0,1995
0.37262053479328794,0.24257756449895898,ISIC,0.18608547425819433,0.1603256429629294,0.038461538461538464,G.template-1,1993
0.2823697585287922,0.20982634470505626,ISIC,0.1860854742581943,0.1603256429629294,0.038461538461538464,G.template-1,1994
0.3630973645993861,0.260030720366749,ISIC,0.1860854742581943,0.1603256429629294,0.038461538461538464,G.template-1,1995
0.6483742649602936,0.5704302838051513,ISIC,0.5108398055375786,0.4946028317948572,0.6939102564102564,B.V,1993
0.5543490142277258,0.5057986856369677,ISIC,0.5108398055375786,0.4946028317948572,0.6939102564102564,B.V,1994
0.6522510208949763,0.6011995593915,ISIC,0.5108398055375786,0.49460283179485715,0.6939102564102564,B.V,1995
0.7516469959255616,0.6769927425348952,ISIC,0.62613560995719,0.6349655079636796,0.733974358974359,B.J,1993
0.607221845946329,0.5665735723728831,ISIC,0.5775998712173156,0.5876438107682445,0.6538461538461539,B.J,1994
0.720603999878092,0.679161189026645,ISIC,0.6262904822588016,0.6381064087491541,0.6955128205128205,B.J,1995
0.7573477046269994,0.6845936874701456,ISIC,0.6123623176380335,0.6211160308530084,0.7147435897435898,B.J1,1993
0.602243800276177,0.5613250670349027,ISIC,0.5721872490728536,0.5795858007107066,0.6330128205128205,B.J1,1994
0.7213483839536001,0.6801537011273225,ISIC,0.6188100465174962,0.6268924404573359,0.7355769230769231,B.J1,1995
0.43374681990883607,0.32001423733594997,ISIC,0.23239363298681964,0.22127793294632064,0.26121794871794873,B.Z,1993
0.38622583237260466,0.29413444316347287,ISIC,0.23239363298681964,0.22127793294632064,0.26121794871794873,B.Z,1994
0.3999687062907835,0.34432764442374736,ISIC,0.23239363298681964,0.22127793294632064,0.26121794871794873,B.Z,1995
0.7482490476724304,0.6765271855144602,ISIC,0.6165072315788116,0.6237811295847011,0.733974358974359,B.L,1993
0.6083914828480046,0.5611886437973395,ISIC,0.574678191101839,0.5837583173821894,0.6538461538461539,B.L,1994
0.7270954491435999,0.6878164547139892,ISIC,0.6470462125254013,0.6589601456870349,0.7355769230769231,B.L,1995
0.7508024013309671,0.6758666164087691,ISIC,0.6227572315788117,0.6315521544799936,0.733974358974359,B.R,1993
0.607221845946329,0.5665735723728831,ISIC,0.5775998712173156,0.5876438107682445,0.6538461538461539,B.R,1994
0.720603999878092,0.679161189026645,ISIC,0.6262904822588016,0.6381064087491541,0.6955128205128205,B.R,1995
0.7499578067363725,0.6747404902826429,ISIC,0.6193788532004332,0.6284510500092279,0.733974358974359,B.R-no-gate,1993
0.6055326567571397,0.5643213201206309,ISIC,0.5775998712173156,0.5876438107682445,0.6538461538461539,B.R-no-gate,1994
0.7231080062883484,0.6824998642403202,ISIC,0.6363065078998271,0.6466647708634099,0.7355769230769231,B.R-no-gate,1995
0.7508024013309671,0.6758666164087691,ISIC,0.6227572315788117,0.6315521544799936,0.733974358974359,B.R-identity,1993
0.607221845946329,0.5665735723728831,ISIC,0.5775998712173156,0.5876438107682445,0.6538461538461539,B.R-identity,1994
0.720603999878092,0.679161189026645,ISIC,0.6262904822588016,0.6381064087491541,0.6955128205128205,B.R-identity,1995
0.7516469959255616,0.6769927425348952,ISIC,0.62613560995719,0.6349655079636796,0.733974358974359,B.R-zero-prior,1993
0.607221845946329,0.5665735723728831,ISIC,0.5775998712173156,0.5876438107682445,0.6538461538461539,B.R-zero-prior,1994
0.720603999878092,0.679161189026645,ISIC,0.6262904822588016,0.6381064087491541,0.6955128205128205,B.R-zero-prior,1995
0.7574058498791731,0.6846712144730437,ISIC,0.6186416466142075,0.6291887692565906,0.733974358974359,B.L-permute,1993
0.6082692725695443,0.5679701412038368,ISIC,0.5712039921245913,0.5787440033702015,0.6330128205128205,B.L-permute,1994
0.7162240274954021,0.6691545591830587,ISIC,0.6201050915625412,0.6317488971253131,0.7147435897435898,B.L-permute,1995
0.4423553109305032,0.34202437614089254,ISIC,0.29218840368429444,0.24470720637595902,0.5592948717948718,B.template-0,1993
0.3803232032429076,0.3237642709905435,ISIC,0.29218840368429444,0.244707206375959,0.5592948717948718,B.template-0,1994
0.40437806944716415,0.3693509394430657,ISIC,0.29218840368429444,0.24470720637595902,0.5592948717948718,B.template-0,1995
0.3962987424885953,0.275257155542813,ISIC,0.1893300885712073,0.1664882390718997,0.060897435897435896,B.template-1,1993
0.35022613776507594,0.266968183686768,ISIC,0.18933008857120737,0.1664882390718997,0.060897435897435896,B.template-1,1994
0.3412360583862771,0.26252645622674786,ISIC,0.18933008857120734,0.1664882390718997,0.060897435897435896,B.template-1,1995
0.7800833554466451,0.7580916909913096,HK,0.6112772365602366,0.5552510872088553,0.33616071428571426,P,1993
0.7268960634575712,0.6995856698033283,HK,0.6112772365602367,0.5552510872088553,0.3361607142857143,P,1994
0.7727657051284574,0.7516047756413032,HK,0.6112772365602367,0.5552510872088553,0.3361607142857143,P,1995
0.7795471548015788,0.7575018702817368,HK,0.6121035818021747,0.5562712802796661,0.33616071428571426,F,1993
0.7261883484150135,0.6988071832565148,HK,0.6110958757646037,0.5559491555030193,0.3361607142857143,F,1994
0.7720670445110482,0.7508362489621532,HK,0.6131857149582831,0.5571741053813829,0.3361607142857143,F,1995
0.7747891540883637,0.7522680694972002,HK,0.5937634336011328,0.5388756058732264,0.32053571428571426,F2,1993
0.7190737101516391,0.6909810811668029,HK,0.603938104629644,0.543089978402841,0.3517857142857143,F2,1994
0.7674389224074702,0.7457453146482174,HK,0.6087719877254576,0.5468005774888757,0.3517857142857143,F2,1995
0.7353799306029193,0.7089179236632113,HK,0.5821091587975448,0.5203282691695976,0.33169642857142856,G.V,1993
0.7405626824799967,0.7146189507279963,HK,0.5821091587975448,0.5203282691695976,0.33169642857142856,G.V,1994
0.7524746102917927,0.7295970713209722,HK,0.5821091587975447,0.5203282691695975,0.33169642857142856,G.V,1995
0.7861018715003031,0.7647120586503333,HK,0.6328252080369314,0.5795767336423667,0.3455357142857143,G.J,1993
0.7391123311463658,0.7130235642610022,HK,0.6249115795649908,0.5729839009297318,0.32767857142857143,G.J,1994
0.7832831560769232,0.7631739716846155,HK,0.6249355552192831,0.5762697492668913,0.32767857142857143,G.J,1995
0.7911467196783364,0.77026139164617,HK,0.6194975410720568,0.5632523653044814,0.3455357142857143,G.J1,1993
0.7375790693146591,0.7113369762461251,HK,0.6179560390957721,0.5600229382808051,0.3455357142857143,G.J1,1994
0.7785164048450592,0.758243045329565,HK,0.6185094430198748,0.5632368572142418,0.3455357142857143,G.J1,1995
0.18510366466483036,0.1337871913044736,HK,0.060999200968040804,0.021456674659259555,0.05,G.Z,1993
0.14735607961576747,0.11119883043448708,HK,0.060999200968040804,0.02145667465925955,0.05,G.Z,1994
0.11116298457474155,0.07586160010538644,HK,0.060999200968040804,0.021456674659259555,0.05,G.Z,1995
0.7891996468108463,0.7681196114919311,HK,0.6309525823090021,0.5790454793191089,0.32767857142857143,G.L,1993
0.7420846900160144,0.7162931590176159,HK,0.6279331948886672,0.5756911138717359,0.32767857142857143,G.L,1994
0.7829869668073343,0.7628481634880677,HK,0.6251701859676452,0.5730310918772994,0.32767857142857143,G.L,1995
0.7861018715003031,0.7647120586503333,HK,0.6328252080369314,0.5795767336423667,0.3455357142857143,G.R,1993
0.7391123311463658,0.7130235642610022,HK,0.6249115795649908,0.5729839009297318,0.32767857142857143,G.R,1994
0.7833095065380564,0.7632029571918619,HK,0.6252254102917468,0.5766508054162055,0.32767857142857143,G.R,1995
0.7889686506610597,0.7678655157271659,HK,0.6324023047344844,0.5794783838515238,0.3455357142857143,G.R-no-gate,1993
0.7395964983362855,0.713556148169914,HK,0.6301741430884239,0.5758980685778671,0.3455357142857143,G.R-no-gate,1994
0.7837927868550306,0.7637345655405336,HK,0.6321894607340581,0.5796031176105502,0.3455357142857143,G.R-no-gate,1995
0.7861018715003031,0.7647120586503333,HK,0.6328252080369314,0.5795767336423667,0.3455357142857143,G.R-identity,1993
0.7391123311463658,0.7130235642610022,HK,0.6249115795649908,0.5729839009297318,0.32767857142857143,G.R-identity,1994
0.7833095065380564,0.7632029571918619,HK,0.6252254102917468,0.5766508054162055,0.32767857142857143,G.R-identity,1995
0.7861018715003031,0.7647120586503333,HK,0.6328252080369314,0.5795767336423667,0.3455357142857143,G.R-zero-prior,1993
0.7391123311463658,0.7130235642610022,HK,0.6249115795649908,0.5729839009297318,0.32767857142857143,G.R-zero-prior,1994
0.7833095065380564,0.7632029571918619,HK,0.6252254102917468,0.5766508054162055,0.32767857142857143,G.R-zero-prior,1995
0.7861338442806659,0.7647472287087326,HK,0.6297361828403755,0.5782934444568858,0.32767857142857143,G.L-permute,1993
0.7406348672046476,0.7146983539251123,HK,0.6310537058970289,0.5801162715679057,0.32767857142857143,G.L-permute,1994
0.7840080149966543,0.7639713164963198,HK,0.629237809224193,0.5791168308099796,0.32767857142857143,G.L-permute,1995
0.16653528107542506,0.1304182464124048,HK,0.058449509123989975,0.022195061252903034,0.05,G.template-0,1993
0.1639166186870112,0.12435589960333138,HK,0.05844950912398996,0.022195061252903037,0.05,G.template-0,1994
0.1293355649887183,0.08922034099978524,HK,0.058449509123989975,0.022195061252903034,0.05,G.template-0,1995
0.2043693854594183,0.151646150845187,HK,0.06910847045152124,0.02353311881662492,0.025,G.template-1,1993
0.1404322347733453,0.11072545825067981,HK,0.06910847045152126,0.023533118816624923,0.025,G.template-1,1994
0.14079219443808969,0.11412446266238647,HK,0.06910847045152126,0.023533118816624923,0.025,G.template-1,1995
0.7295726782134181,0.7025299460347598,HK,0.5911223164347319,0.47599385293007224,0.4714285714285714,B.V,1993
0.6667327163821072,0.633405988020318,HK,0.5911223164347319,0.47599385293007224,0.4714285714285714,B.V,1994
0.7384625472958145,0.7132463020253959,HK,0.5911223164347318,0.4759938529300723,0.4714285714285714,B.V,1995
0.7833926160687209,0.761731877675593,HK,0.6129833849229358,0.5610383667962232,0.32767857142857143,B.J,1993
0.71378256433007,0.685160820763077,HK,0.6217129547603358,0.5624629110343694,0.35892857142857143,B.J,1994
0.7685392972214967,0.7466432269436465,HK,0.600853154011348,0.5515745106870595,0.3026785714285714,B.J,1995
0.7795441913739054,0.757498610511296,HK,0.5990744641785772,0.5411122838578992,0.3267857142857143,B.J1,1993
0.7113414758739551,0.6824756234613506,HK,0.5941832220684055,0.5387141126350073,0.3111607142857143,B.J1,1994
0.7665422013546718,0.744446421490139,HK,0.6021405081276054,0.5422126694890484,0.3361607142857143,B.J1,1995
0.49081705832520744,0.4398987641577282,HK,0.27476835918582876,0.2363592673596425,0.15699404761904762,B.Z,1993
0.4954473178640741,0.45451585917429094,HK,0.2747683591858288,0.2363592673596425,0.15699404761904762,B.Z,1994
0.5011503985087599,0.46048799933524565,HK,0.27476835918582876,0.23635926735964247,0.15699404761904762,B.Z,1995
0.7819233263880047,0.7601156590268051,HK,0.6063016266729783,0.5605008151439508,0.3026785714285714,B.L,1993
0.714916423019123,0.6864080653210353,HK,0.6132187992847424,0.5609851348773713,0.33392857142857146,B.L,1994
0.766948752710125,0.7448936279811373,HK,0.6021974967922538,0.5566330417800008,0.3026785714285714,B.L,1995
0.7831230235776282,0.7614353259353911,HK,0.6122706265480248,0.5599800963298595,0.32767857142857143,B.R,1993
0.7136894197697125,0.6850583617466837,HK,0.6217129547603358,0.5624629110343694,0.35892857142857143,B.R,1994
0.7686253853757669,0.7467379239133434,HK,0.600853154011348,0.5515745106870595,0.3026785714285714,B.R,1995
0.7817323243655963,0.7599055568021559,HK,0.6028540819505946,0.5554713914692202,0.3026785714285714,B.R-no-gate,1993
0.7112029840937449,0.6823232825031194,HK,0.5971277227671836,0.5501981517927199,0.3026785714285714,B.R-no-gate,1994
0.7692171980503182,0.74738891785535,HK,0.6095141642051364,0.5587312123631998,0.3205357142857143,B.R-no-gate,1995
0.7830596311600115,0.7613655942760127,HK,0.6109531034913714,0.5587814475339566,0.32767857142857143,B.R-identity,1993
0.7136894197697125,0.6850583617466837,HK,0.6217129547603358,0.5624629110343694,0.35892857142857143,B.R-identity,1994
0.7687481399629964,0.7468729539592961,HK,0.6022034544708742,0.5524805110944853,0.3026785714285714,B.R-identity,1995
0.7831230235776282,0.7614353259353911,HK,0.6122706265480248,0.5599599100851177,0.32767857142857143,B.R-zero-prior,1993
0.7136894197697125,0.6850583617466837,HK,0.6217129547603358,0.5624629110343694,0.35892857142857143,B.R-zero-prior,1994
0.7685392972214967,0.7466432269436465,HK,0.600853154011348,0.5515745106870595,0.3026785714285714,B.R-zero-prior,1995
0.7636917938328445,0.7400609732161291,HK,0.5985800817998309,0.5465580784511601,0.27767857142857144,B.L-permute,1993
0.7034670270125924,0.6738137297138517,HK,0.5993834363689104,0.5443608775489432,0.2839285714285714,B.L-permute,1994
0.7669026364531131,0.7448429000984244,HK,0.6023564552118298,0.5508168658770071,0.3026785714285714,B.L-permute,1995
0.5081984973738397,0.4590183471112237,HK,0.2804882283249129,0.2410018863955682,0.17708333333333331,B.template-0,1993
0.4828738779011092,0.4469350752150296,HK,0.280488228324913,0.2410018863955682,0.17708333333333331,B.template-0,1994
0.5055081588550977,0.4646717796186562,HK,0.2804882283249129,0.24100188639556813,0.17708333333333331,B.template-0,1995
0.4853238982053352,0.4338562880258687,HK,0.25900039425470184,0.21438872660417904,0.14255952380952383,B.template-1,1993
0.48078257572261196,0.4360036904377303,HK,0.25900039425470184,0.214388726604179,0.1425595238095238,B.template-1,1994
0.4920142259318109,0.4507583314518212,HK,0.25900039425470184,0.214388726604179,0.1425595238095238,B.template-1,1995
